run,Sample,Environment,isTrimmed,baseRecalibration,Mapper,VariantCaller,Duplicates,pass_filter_applied,n_variants,tmb,tmb_merged
574,EA,Uhem + COSAP,NO,YES,BOWTIE,SomaticSniper,DELETE,False,639,7.9120945738731585,7.917066902895093
575,LL,Altay + COSAP,NO,YES,BOWTIE,SomaticSniper,DELETE,False,550,6.810097051064534,6.8143768334777794
576,NC,Uhem + COSAP,NO,YES,BOWTIE,SomaticSniper,DELETE,False,697,8.63025026289451,8.635673914425476
577,FD,Uhem + COSAP,YES,YES,BWA,Mutect,DELETE,True,1290,15.972773083405908,15.98281111852061
578,FD,Uhem + COSAP,YES,YES,BOWTIE,Mutect,DELETE,True,1006,12.456286606128948,12.464114717233903
579,FD,Uhem + COSAP,YES,YES,BWA,Strelka,DELETE,True,2209,27.35182615600283,27.36901531845894
580,FD,Uhem + COSAP,YES,YES,BOWTIE,Strelka,DELETE,True,1242,15.378437340767547,15.388101867598913
581,FD,Uhem + COSAP,YES,YES,BWA,SomaticSniper,DELETE,False,2227,27.574702059492214,27.592031287554573
582,FD,Uhem + COSAP,YES,YES,BOWTIE,SomaticSniper,DELETE,False,1767,21.878984525874603,21.892734299554977
583,FD,Uhem + COSAP,YES,YES,BWA,Mutect,MARK,True,1290,15.972773083405908,15.98281111852061
584,FD,Uhem + COSAP,YES,YES,BOWTIE,Mutect,MARK,True,1006,12.456286606128948,12.464114717233903
585,FD,Uhem + COSAP,YES,YES,BWA,Strelka,MARK,True,2209,27.35182615600283,27.36901531845894
586,FD,Uhem + COSAP,YES,YES,BOWTIE,Strelka,MARK,True,1242,15.378437340767547,15.388101867598913
587,FD,Uhem + COSAP,YES,YES,BWA,SomaticSniper,MARK,False,2227,27.574702059492214,27.592031287554573
588,FD,Uhem + COSAP,YES,YES,BOWTIE,SomaticSniper,MARK,False,1767,21.878984525874603,21.892734299554977
589,FD,Uhem + COSAP,YES,NO,BWA,Mutect,DELETE,True,1378,17.06238861157623,17.073111411877054
590,FD,Uhem + COSAP,YES,NO,BOWTIE,Mutect,DELETE,True,1073,13.285880246894992,13.294229713312104
591,FD,Uhem + COSAP,YES,NO,BWA,Strelka,DELETE,True,3231,40.006224676344566,40.03136645266674
592,FD,Uhem + COSAP,YES,NO,BOWTIE,Strelka,DELETE,True,1422,17.607196375661395,17.61826155855528
593,FD,Uhem + COSAP,YES,NO,BWA,SomaticSniper,DELETE,False,3299,40.848200311748904,40.87387122480581
594,FD,Uhem + COSAP,YES,NO,BOWTIE,SomaticSniper,DELETE,False,2892,35.80872849396115,35.83123236803225
595,FD,Uhem + COSAP,YES,NO,BWA,Mutect,MARK,True,1378,17.06238861157623,17.073111411877054
596,FD,Uhem + COSAP,YES,NO,BOWTIE,Mutect,MARK,True,1073,13.285880246894992,13.294229713312104
597,FD,Uhem + COSAP,YES,NO,BWA,Strelka,MARK,True,3231,40.006224676344566,40.03136645266674
598,FD,Uhem + COSAP,YES,NO,BOWTIE,Strelka,MARK,True,1422,17.607196375661395,17.61826155855528
599,FD,Uhem + COSAP,YES,NO,BWA,SomaticSniper,MARK,False,3299,40.848200311748904,40.87387122480581
600,FD,Uhem + COSAP,YES,NO,BOWTIE,SomaticSniper,MARK,False,2892,35.80872849396115,35.83123236803225
601,FD,Uhem + COSAP,NO,YES,BWA,Mutect,DELETE,True,1400,17.334792493618814,17.345686485216167
602,FD,Uhem + COSAP,NO,YES,BOWTIE,Mutect,DELETE,True,1086,13.44684617719288,13.455296802103398
603,FD,Uhem + COSAP,NO,YES,BWA,Strelka,DELETE,True,2182,27.017512300768754,27.034491364815484
604,FD,Uhem + COSAP,NO,YES,BOWTIE,Strelka,DELETE,True,889,11.007593233447947,11.014510918112265
605,FD,Uhem + COSAP,NO,YES,BWA,SomaticSniper,DELETE,False,2183,27.02989429540705,27.04688114087635
606,FD,Uhem + COSAP,NO,YES,BOWTIE,SomaticSniper,DELETE,False,377,4.668011978638781,4.670945574947496
607,FD,Uhem + COSAP,NO,YES,BWA,Mutect,MARK,True,1400,17.334792493618814,17.345686485216167
608,FD,Uhem + COSAP,NO,YES,BOWTIE,Mutect,MARK,True,1086,13.44684617719288,13.455296802103398
609,FD,Uhem + COSAP,NO,YES,BWA,Strelka,MARK,True,2182,27.017512300768754,27.034491364815484
610,FD,Uhem + COSAP,NO,YES,BOWTIE,Strelka,MARK,True,889,11.007593233447947,11.014510918112265
611,FD,Uhem + COSAP,NO,YES,BWA,SomaticSniper,MARK,False,2183,27.02989429540705,27.04688114087635
612,FD,Uhem + COSAP,NO,YES,BOWTIE,SomaticSniper,MARK,False,377,4.668011978638781,4.670945574947496
613,FD,Uhem + COSAP,NO,NO,BWA,Mutect,DELETE,True,1504,18.622519936001925,18.63422319554651
614,FD,Uhem + COSAP,NO,NO,BOWTIE,Mutect,DELETE,True,1369,16.95095065983154,16.961603427329237
615,FD,Uhem + COSAP,NO,NO,BWA,Strelka,DELETE,True,3274,40.538650445791426,40.56412682328409
616,FD,Uhem + COSAP,NO,NO,BOWTIE,Strelka,DELETE,True,1048,12.976330380937512,12.984485311790387
617,FD,Uhem + COSAP,NO,NO,BWA,SomaticSniper,DELETE,False,3110,38.508003325110366,38.53220354930163
618,FD,Uhem + COSAP,NO,NO,BOWTIE,SomaticSniper,DELETE,False,789,9.769393769618032,9.775533312025397
619,FD,Uhem + COSAP,NO,NO,BWA,Mutect,MARK,True,1504,18.622519936001925,18.63422319554651
620,FD,Uhem + COSAP,NO,NO,BOWTIE,Mutect,MARK,True,1369,16.95095065983154,16.961603427329237
621,FD,Uhem + COSAP,NO,NO,BWA,Strelka,MARK,True,3274,40.538650445791426,40.56412682328409
622,FD,Uhem + COSAP,NO,NO,BOWTIE,Strelka,MARK,True,1048,12.976330380937512,12.984485311790387
623,FD,Uhem + COSAP,NO,NO,BWA,SomaticSniper,MARK,False,3110,38.508003325110366,38.53220354930163
624,FD,Uhem + COSAP,NO,NO,BOWTIE,SomaticSniper,MARK,False,789,9.769393769618032,9.775533312025397
625,FD,Altay + COSAP,YES,YES,BWA,Mutect,DELETE,True,1290,15.972773083405908,15.98281111852061
626,FD,Altay + COSAP,YES,YES,BOWTIE,Mutect,DELETE,True,1006,12.456286606128948,12.464114717233903
627,FD,Altay + COSAP,YES,YES,BWA,Strelka,DELETE,True,2209,27.35182615600283,27.36901531845894
628,FD,Altay + COSAP,YES,YES,BOWTIE,Strelka,DELETE,True,1242,15.378437340767547,15.388101867598913
629,FD,Altay + COSAP,YES,YES,BWA,SomaticSniper,DELETE,False,2227,27.574702059492214,27.592031287554573
630,FD,Altay + COSAP,YES,YES,BOWTIE,SomaticSniper,DELETE,False,1767,21.878984525874603,21.892734299554977
631,FD,Altay + COSAP,YES,YES,BWA,Mutect,MARK,True,1290,15.972773083405908,15.98281111852061
632,FD,Altay + COSAP,YES,YES,BOWTIE,Mutect,MARK,True,1006,12.456286606128948,12.464114717233903
633,FD,Altay + COSAP,YES,YES,BWA,Strelka,MARK,True,2209,27.35182615600283,27.36901531845894
634,FD,Altay + COSAP,YES,YES,BOWTIE,Strelka,MARK,True,1242,15.378437340767547,15.388101867598913
635,FD,Altay + COSAP,YES,YES,BWA,SomaticSniper,MARK,False,2227,27.574702059492214,27.592031287554573
636,FD,Altay + COSAP,YES,YES,BOWTIE,SomaticSniper,MARK,False,1767,21.878984525874603,21.892734299554977
637,FD,Altay + COSAP,YES,NO,BWA,Mutect,DELETE,True,1378,17.06238861157623,17.073111411877054
638,FD,Altay + COSAP,YES,NO,BOWTIE,Mutect,DELETE,True,1073,13.285880246894992,13.294229713312104
639,FD,Altay + COSAP,YES,NO,BWA,Strelka,DELETE,True,3231,40.006224676344566,40.03136645266674
640,FD,Altay + COSAP,YES,NO,BOWTIE,Strelka,DELETE,True,1422,17.607196375661395,17.61826155855528
641,FD,Altay + COSAP,YES,NO,BWA,SomaticSniper,DELETE,False,3299,40.848200311748904,40.87387122480581
642,FD,Altay + COSAP,YES,NO,BOWTIE,SomaticSniper,DELETE,False,2892,35.80872849396115,35.83123236803225
643,FD,Altay + COSAP,YES,NO,BWA,Mutect,MARK,True,1378,17.06238861157623,17.073111411877054
644,FD,Altay + COSAP,YES,NO,BOWTIE,Mutect,MARK,True,1073,13.285880246894992,13.294229713312104
645,FD,Altay + COSAP,YES,NO,BWA,Strelka,MARK,True,3231,40.006224676344566,40.03136645266674
646,FD,Altay + COSAP,YES,NO,BOWTIE,Strelka,MARK,True,1422,17.607196375661395,17.61826155855528
647,FD,Altay + COSAP,YES,NO,BWA,SomaticSniper,MARK,False,3299,40.848200311748904,40.87387122480581
648,FD,Altay + COSAP,YES,NO,BOWTIE,SomaticSniper,MARK,False,2892,35.80872849396115,35.83123236803225
649,FD,Altay + COSAP,NO,YES,BWA,Mutect,DELETE,True,1400,17.334792493618814,17.345686485216167
650,FD,Altay + COSAP,NO,YES,BOWTIE,Mutect,DELETE,True,1086,13.44684617719288,13.455296802103398
651,FD,Altay + COSAP,NO,YES,BWA,Strelka,DELETE,True,2182,27.017512300768754,27.034491364815484
652,FD,Altay + COSAP,NO,YES,BOWTIE,Strelka,DELETE,True,889,11.007593233447947,11.014510918112265
653,FD,Altay + COSAP,NO,YES,BWA,SomaticSniper,DELETE,False,2183,27.02989429540705,27.04688114087635
654,FD,Altay + COSAP,NO,YES,BOWTIE,SomaticSniper,DELETE,False,377,4.668011978638781,4.670945574947496
655,FD,Altay + COSAP,NO,YES,BWA,Mutect,MARK,True,1400,17.334792493618814,17.345686485216167
656,FD,Altay + COSAP,NO,YES,BOWTIE,Mutect,MARK,True,1086,13.44684617719288,13.455296802103398
657,FD,Altay + COSAP,NO,YES,BWA,Strelka,MARK,True,2182,27.017512300768754,27.034491364815484
658,FD,Altay + COSAP,NO,YES,BOWTIE,Strelka,MARK,True,889,11.007593233447947,11.014510918112265
659,FD,Altay + COSAP,NO,YES,BWA,SomaticSniper,MARK,False,2183,27.02989429540705,27.04688114087635
660,FD,Altay + COSAP,NO,YES,BOWTIE,SomaticSniper,MARK,False,377,4.668011978638781,4.670945574947496
661,FD,Altay + COSAP,NO,NO,BWA,Mutect,DELETE,True,1504,18.622519936001925,18.63422319554651
662,FD,Altay + COSAP,NO,NO,BOWTIE,Mutect,DELETE,True,1369,16.95095065983154,16.961603427329237
663,FD,Altay + COSAP,NO,NO,BWA,Strelka,DELETE,True,3274,40.538650445791426,40.56412682328409
664,FD,Altay + COSAP,NO,NO,BOWTIE,Strelka,DELETE,True,1048,12.976330380937512,12.984485311790387
665,FD,Altay + COSAP,NO,NO,BWA,SomaticSniper,DELETE,False,3110,38.508003325110366,38.53220354930163
666,FD,Altay + COSAP,NO,NO,BOWTIE,SomaticSniper,DELETE,False,789,9.769393769618032,9.775533312025397
667,FD,Altay + COSAP,NO,NO,BWA,Mutect,MARK,True,1504,18.622519936001925,18.63422319554651
668,FD,Altay + COSAP,NO,NO,BOWTIE,Mutect,MARK,True,1369,16.95095065983154,16.961603427329237
669,FD,Altay + COSAP,NO,NO,BWA,Strelka,MARK,True,3274,40.538650445791426,40.56412682328409
670,FD,Altay + COSAP,NO,NO,BOWTIE,Strelka,MARK,True,1048,12.976330380937512,12.984485311790387
671,FD,Altay + COSAP,NO,NO,BWA,SomaticSniper,MARK,False,3110,38.508003325110366,38.53220354930163
672,FD,Altay + COSAP,NO,NO,BOWTIE,SomaticSniper,MARK,False,789,9.769393769618032,9.775533312025397
721,NC,Altay + COSAP,YES,YES,BWA,Mutect,DELETE,True,1137,14.078327903746137,14.0871753812077
722,NC,Altay + COSAP,YES,YES,BOWTIE,Mutect,DELETE,True,1071,13.261116257618394,13.269450161190367
723,NC,Altay + COSAP,YES,YES,BWA,Strelka,DELETE,True,1835,22.720960161278946,22.735239071694046
724,NC,Altay + COSAP,YES,YES,BOWTIE,Strelka,DELETE,True,1179,14.598371678554702,14.607545975764186
725,NC,Altay + COSAP,YES,YES,BWA,SomaticSniper,DELETE,False,1499,18.56060996281043,18.572274315242165
726,NC,Altay + COSAP,YES,YES,BOWTIE,SomaticSniper,DELETE,False,1246,15.427965319320744,15.437660971842387
727,NC,Altay + COSAP,YES,YES,BWA,Mutect,MARK,True,1137,14.078327903746137,14.0871753812077
728,NC,Altay + COSAP,YES,YES,BOWTIE,Mutect,MARK,True,1071,13.261116257618394,13.269450161190367
729,NC,Altay + COSAP,YES,YES,BWA,Strelka,MARK,True,1835,22.720960161278946,22.735239071694046
730,NC,Altay + COSAP,YES,YES,BOWTIE,Strelka,MARK,True,1179,14.598371678554702,14.607545975764186
731,NC,Altay + COSAP,YES,YES,BWA,SomaticSniper,MARK,False,1499,18.56060996281043,18.572274315242165
732,NC,Altay + COSAP,YES,YES,BOWTIE,SomaticSniper,MARK,False,1246,15.427965319320744,15.437660971842387
733,NC,Altay + COSAP,YES,NO,BWA,Mutect,DELETE,True,1139,14.103091893022736,14.111954933329438
734,NC,Altay + COSAP,YES,NO,BOWTIE,Mutect,DELETE,True,1078,13.347790220086488,13.356178593616448
735,NC,Altay + COSAP,YES,NO,BWA,Strelka,DELETE,True,2050,25.383089008513263,25.399040924780817
736,NC,Altay + COSAP,YES,NO,BOWTIE,Strelka,DELETE,True,1209,14.969831517703676,14.979239257590246
737,NC,Altay + COSAP,YES,NO,BWA,SomaticSniper,DELETE,False,1562,19.340675625023277,19.352830207076895
738,NC,Altay + COSAP,YES,NO,BOWTIE,SomaticSniper,DELETE,False,1369,16.95095065983154,16.961603427329237
739,NC,Altay + COSAP,YES,NO,BWA,Mutect,MARK,True,1139,14.103091893022736,14.111954933329438
740,NC,Altay + COSAP,YES,NO,BOWTIE,Mutect,MARK,True,1078,13.347790220086488,13.356178593616448
741,NC,Altay + COSAP,YES,NO,BWA,Strelka,MARK,True,2050,25.383089008513263,25.399040924780817
742,NC,Altay + COSAP,YES,NO,BOWTIE,Strelka,MARK,True,1209,14.969831517703676,14.979239257590246
743,NC,Altay + COSAP,YES,NO,BWA,SomaticSniper,MARK,False,1562,19.340675625023277,19.352830207076895
744,NC,Altay + COSAP,YES,NO,BOWTIE,SomaticSniper,MARK,False,1369,16.95095065983154,16.961603427329237
745,NC,Altay + COSAP,NO,YES,BWA,Mutect,DELETE,True,1131,14.004035935916342,14.012836724842488
746,NC,Altay + COSAP,NO,YES,BOWTIE,Mutect,DELETE,True,1086,13.44684617719288,13.455296802103398
747,NC,Altay + COSAP,NO,YES,BWA,Strelka,DELETE,True,1757,21.755164579491613,21.76883653894629
748,NC,Altay + COSAP,NO,YES,BOWTIE,Strelka,DELETE,True,1045,12.939184397022615,12.947315983607782
749,NC,Altay + COSAP,NO,YES,BWA,SomaticSniper,DELETE,False,1456,18.02818419336357,18.03951394462481
750,NC,Altay + COSAP,NO,YES,BOWTIE,SomaticSniper,DELETE,False,697,8.63025026289451,8.635673914425476
751,NC,Altay + COSAP,NO,YES,BWA,Mutect,MARK,True,1131,14.004035935916342,14.012836724842488
752,NC,Altay + COSAP,NO,YES,BOWTIE,Mutect,MARK,True,1086,13.44684617719288,13.455296802103398
753,NC,Altay + COSAP,NO,YES,BWA,Strelka,MARK,True,1757,21.755164579491613,21.76883653894629
754,NC,Altay + COSAP,NO,YES,BOWTIE,Strelka,MARK,True,1045,12.939184397022615,12.947315983607782
755,NC,Altay + COSAP,NO,YES,BWA,SomaticSniper,MARK,False,1456,18.02818419336357,18.03951394462481
756,NC,Altay + COSAP,NO,YES,BOWTIE,SomaticSniper,MARK,False,697,8.63025026289451,8.635673914425476
757,NC,Altay + COSAP,NO,NO,BWA,Mutect,DELETE,True,1138,14.090709898384436,14.09956515726857
758,NC,Altay + COSAP,NO,NO,BOWTIE,Mutect,DELETE,True,1084,13.422082187916281,13.43051724998166
759,NC,Altay + COSAP,NO,NO,BWA,Strelka,DELETE,True,1989,24.627787335577015,24.643264585067826
760,NC,Altay + COSAP,NO,NO,BOWTIE,Strelka,DELETE,True,1103,13.657340086043966,13.665922995138166
761,NC,Altay + COSAP,NO,NO,BWA,SomaticSniper,DELETE,False,1516,18.771103871661516,18.782900508276935
762,NC,Altay + COSAP,NO,NO,BOWTIE,SomaticSniper,DELETE,False,787,9.744629780341434,9.75075375990366
763,NC,Altay + COSAP,NO,NO,BWA,Mutect,MARK,True,1138,14.090709898384436,14.09956515726857
764,NC,Altay + COSAP,NO,NO,BOWTIE,Mutect,MARK,True,1084,13.422082187916281,13.43051724998166
765,NC,Altay + COSAP,NO,NO,BWA,Strelka,MARK,True,1989,24.627787335577015,24.643264585067826
766,NC,Altay + COSAP,NO,NO,BOWTIE,Strelka,MARK,True,1103,13.657340086043966,13.665922995138166
767,NC,Altay + COSAP,NO,NO,BWA,SomaticSniper,MARK,False,1516,18.771103871661516,18.782900508276935
768,NC,Altay + COSAP,NO,NO,BOWTIE,SomaticSniper,MARK,False,787,9.744629780341434,9.75075375990366
769,IL,Uhem + COSAP,YES,YES,BWA,Mutect,MARK,True,1128,13.966889952001445,13.975667396659883
770,IL,Uhem + COSAP,NO,NO,BWA,Mutect,MARK,True,1125,13.929743968086548,13.938498068477276
771,IL,Uhem + COSAP,YES,NO,BWA,Mutect,MARK,True,1125,13.929743968086548,13.938498068477276
772,IL,Uhem + COSAP,NO,YES,BWA,Mutect,MARK,True,1132,14.016417930554642,14.025226500903358
773,IL,Uhem + COSAP,YES,YES,BOWTIE,Mutect,MARK,True,1054,13.050622348767307,13.058823968155599
774,IL,Uhem + COSAP,NO,NO,BOWTIE,Mutect,MARK,True,1043,12.914420407746016,12.922536431486044
775,IL,Uhem + COSAP,YES,NO,BOWTIE,Mutect,MARK,True,1051,13.01347636485241,13.021654639972994
776,IL,Uhem + COSAP,NO,YES,BOWTIE,Mutect,MARK,True,1039,12.86489242919282,12.87297732724257
777,IL,Uhem + COSAP,YES,YES,BWA,Strelka,MARK,True,1711,21.185592826129852,21.19890684014633
778,IL,Uhem + COSAP,NO,NO,BWA,Strelka,MARK,True,2561,31.71028826868413,31.730216491884715
779,IL,Uhem + COSAP,YES,NO,BWA,Strelka,MARK,True,2601,32.205568054216094,32.225807534319465
780,IL,Uhem + COSAP,NO,YES,BWA,Strelka,MARK,True,1625,20.120741287236125,20.133386098911622
781,IL,Uhem + COSAP,YES,YES,BOWTIE,Strelka,MARK,True,1153,14.276439817958924,14.2854117981816
782,IL,Uhem + COSAP,NO,NO,BOWTIE,Strelka,MARK,True,1136,14.065945909107837,14.074785605146833
783,IL,Uhem + COSAP,YES,NO,BOWTIE,Strelka,MARK,True,1199,14.846011571320684,14.85534149698156
784,IL,Uhem + COSAP,NO,YES,BOWTIE,Strelka,MARK,True,1076,13.323026230809889,13.331399041494711
785,IL,Uhem + COSAP,YES,YES,BWA,SomaticSniper,MARK,False,1469,18.189150123661456,18.200581033416107
786,IL,Uhem + COSAP,NO,NO,BWA,SomaticSniper,MARK,False,1688,20.90080694944897,20.91394199074635
787,IL,Uhem + COSAP,YES,NO,BWA,SomaticSniper,MARK,False,1671,20.690313040597886,20.703315797711582
788,IL,Uhem + COSAP,NO,YES,BWA,SomaticSniper,MARK,False,1440,17.83007227915078,17.841277527650913
789,IL,Uhem + COSAP,YES,YES,BOWTIE,SomaticSniper,MARK,False,1081,13.384936204001384,13.393347921799053
790,IL,Uhem + COSAP,NO,NO,BOWTIE,SomaticSniper,MARK,False,832,10.301819539064896,10.30829368264275
791,IL,Uhem + COSAP,YES,NO,BOWTIE,SomaticSniper,MARK,False,1357,16.80236672417195,16.812926114598813
792,IL,Uhem + COSAP,NO,YES,BOWTIE,SomaticSniper,MARK,False,680,8.419756354043423,8.42504772139071
793,IL,Uhem + COSAP,YES,YES,BWA,Mutect,DELETE,True,1128,13.966889952001445,13.975667396659883
794,IL,Uhem + COSAP,NO,NO,BWA,Mutect,DELETE,True,1125,13.929743968086548,13.938498068477276
795,IL,Uhem + COSAP,YES,NO,BWA,Mutect,DELETE,True,1125,13.929743968086548,13.938498068477276
796,IL,Uhem + COSAP,NO,YES,BWA,Mutect,DELETE,True,1132,14.016417930554642,14.025226500903358
797,IL,Uhem + COSAP,YES,YES,BOWTIE,Mutect,DELETE,True,1054,13.050622348767307,13.058823968155599
798,IL,Uhem + COSAP,NO,NO,BOWTIE,Mutect,DELETE,True,1043,12.914420407746016,12.922536431486044
799,IL,Uhem + COSAP,YES,NO,BOWTIE,Mutect,DELETE,True,1051,13.01347636485241,13.021654639972994
800,IL,Uhem + COSAP,NO,YES,BOWTIE,Mutect,DELETE,True,1039,12.86489242919282,12.87297732724257
801,IL,Uhem + COSAP,YES,YES,BWA,Strelka,DELETE,True,1711,21.185592826129852,21.19890684014633
802,IL,Uhem + COSAP,NO,NO,BWA,Strelka,DELETE,True,2561,31.71028826868413,31.730216491884715
803,IL,Uhem + COSAP,YES,NO,BWA,Strelka,DELETE,True,2601,32.205568054216094,32.225807534319465
804,IL,Uhem + COSAP,NO,YES,BWA,Strelka,DELETE,True,1625,20.120741287236125,20.133386098911622
805,IL,Uhem + COSAP,YES,YES,BOWTIE,Strelka,DELETE,True,1153,14.276439817958924,14.2854117981816
806,IL,Uhem + COSAP,NO,NO,BOWTIE,Strelka,DELETE,True,1136,14.065945909107837,14.074785605146833
807,IL,Uhem + COSAP,YES,NO,BOWTIE,Strelka,DELETE,True,1199,14.846011571320684,14.85534149698156
808,IL,Uhem + COSAP,NO,YES,BOWTIE,Strelka,DELETE,True,1076,13.323026230809889,13.331399041494711
809,IL,Uhem + COSAP,YES,YES,BWA,SomaticSniper,DELETE,False,1469,18.189150123661456,18.200581033416107
810,IL,Uhem + COSAP,NO,NO,BWA,SomaticSniper,DELETE,False,1688,20.90080694944897,20.91394199074635
811,IL,Uhem + COSAP,YES,NO,BWA,SomaticSniper,DELETE,False,1671,20.690313040597886,20.703315797711582
812,IL,Uhem + COSAP,NO,YES,BWA,SomaticSniper,DELETE,False,1440,17.83007227915078,17.841277527650913
813,IL,Uhem + COSAP,YES,YES,BOWTIE,SomaticSniper,DELETE,False,1081,13.384936204001384,13.393347921799053
814,IL,Uhem + COSAP,NO,NO,BOWTIE,SomaticSniper,DELETE,False,832,10.301819539064896,10.30829368264275
815,IL,Uhem + COSAP,YES,NO,BOWTIE,SomaticSniper,DELETE,False,1357,16.80236672417195,16.812926114598813
816,IL,Uhem + COSAP,NO,YES,BOWTIE,SomaticSniper,DELETE,False,680,8.419756354043423,8.42504772139071
817,IL,Altay + COSAP,YES,YES,BWA,Mutect,MARK,True,1128,13.966889952001445,13.975667396659883
818,IL,Altay + COSAP,NO,NO,BWA,Mutect,MARK,True,1125,13.929743968086548,13.938498068477276
819,IL,Altay + COSAP,YES,NO,BWA,Mutect,MARK,True,1125,13.929743968086548,13.938498068477276
820,IL,Altay + COSAP,NO,YES,BWA,Mutect,MARK,True,1132,14.016417930554642,14.025226500903358
821,IL,Altay + COSAP,YES,YES,BOWTIE,Mutect,MARK,True,1054,13.050622348767307,13.058823968155599
822,IL,Altay + COSAP,NO,NO,BOWTIE,Mutect,MARK,True,1043,12.914420407746016,12.922536431486044
823,IL,Altay + COSAP,YES,NO,BOWTIE,Mutect,MARK,True,1051,13.01347636485241,13.021654639972994
824,IL,Altay + COSAP,NO,YES,BOWTIE,Mutect,MARK,True,1039,12.86489242919282,12.87297732724257
825,IL,Altay + COSAP,YES,YES,BWA,Strelka,MARK,True,1711,21.185592826129852,21.19890684014633
826,IL,Altay + COSAP,NO,NO,BWA,Strelka,MARK,True,2561,31.71028826868413,31.730216491884715
827,IL,Altay + COSAP,YES,NO,BWA,Strelka,MARK,True,2601,32.205568054216094,32.225807534319465
828,IL,Altay + COSAP,NO,YES,BWA,Strelka,MARK,True,1625,20.120741287236125,20.133386098911622
829,IL,Altay + COSAP,YES,YES,BOWTIE,Strelka,MARK,True,1153,14.276439817958924,14.2854117981816
830,IL,Altay + COSAP,NO,NO,BOWTIE,Strelka,MARK,True,1136,14.065945909107837,14.074785605146833
831,IL,Altay + COSAP,YES,NO,BOWTIE,Strelka,MARK,True,1199,14.846011571320684,14.85534149698156
832,IL,Altay + COSAP,NO,YES,BOWTIE,Strelka,MARK,True,1076,13.323026230809889,13.331399041494711
833,IL,Altay + COSAP,YES,YES,BWA,SomaticSniper,MARK,False,1468,18.176768129023156,18.188191257355236
834,IL,Altay + COSAP,NO,NO,BWA,SomaticSniper,MARK,False,1688,20.90080694944897,20.91394199074635
835,IL,Altay + COSAP,YES,NO,BWA,SomaticSniper,MARK,False,1671,20.690313040597886,20.703315797711582
836,IL,Altay + COSAP,NO,YES,BWA,SomaticSniper,MARK,False,1440,17.83007227915078,17.841277527650913
837,IL,Altay + COSAP,YES,YES,BOWTIE,SomaticSniper,MARK,False,1081,13.384936204001384,13.393347921799053
838,IL,Altay + COSAP,NO,NO,BOWTIE,SomaticSniper,MARK,False,832,10.301819539064896,10.30829368264275
839,IL,Altay + COSAP,YES,NO,BOWTIE,SomaticSniper,MARK,False,1357,16.80236672417195,16.812926114598813
840,IL,Altay + COSAP,NO,YES,BOWTIE,SomaticSniper,MARK,False,680,8.419756354043423,8.42504772139071
841,IL,Altay + COSAP,YES,YES,BWA,Mutect,DELETE,True,1128,13.966889952001445,13.975667396659883
842,IL,Altay + COSAP,NO,NO,BWA,Mutect,DELETE,True,1125,13.929743968086548,13.938498068477276
843,IL,Altay + COSAP,YES,NO,BWA,Mutect,DELETE,True,1125,13.929743968086548,13.938498068477276
844,IL,Altay + COSAP,NO,YES,BWA,Mutect,DELETE,True,1132,14.016417930554642,14.025226500903358
845,IL,Altay + COSAP,YES,YES,BOWTIE,Mutect,DELETE,True,1054,13.050622348767307,13.058823968155599
846,IL,Altay + COSAP,NO,NO,BOWTIE,Mutect,DELETE,True,1043,12.914420407746016,12.922536431486044
847,IL,Altay + COSAP,YES,NO,BOWTIE,Mutect,DELETE,True,1051,13.01347636485241,13.021654639972994
848,IL,Altay + COSAP,NO,YES,BOWTIE,Mutect,DELETE,True,1039,12.86489242919282,12.87297732724257
849,IL,Altay + COSAP,YES,YES,BWA,Strelka,DELETE,True,1711,21.185592826129852,21.19890684014633
850,IL,Altay + COSAP,NO,NO,BWA,Strelka,DELETE,True,2561,31.71028826868413,31.730216491884715
851,IL,Altay + COSAP,YES,NO,BWA,Strelka,DELETE,True,2601,32.205568054216094,32.225807534319465
852,IL,Altay + COSAP,NO,YES,BWA,Strelka,DELETE,True,1625,20.120741287236125,20.133386098911622
853,IL,Altay + COSAP,YES,YES,BOWTIE,Strelka,DELETE,True,1153,14.276439817958924,14.2854117981816
854,IL,Altay + COSAP,NO,NO,BOWTIE,Strelka,DELETE,True,1136,14.065945909107837,14.074785605146833
855,IL,Altay + COSAP,YES,NO,BOWTIE,Strelka,DELETE,True,1199,14.846011571320684,14.85534149698156
856,IL,Altay + COSAP,NO,YES,BOWTIE,Strelka,DELETE,True,1076,13.323026230809889,13.331399041494711
857,IL,Altay + COSAP,YES,YES,BWA,SomaticSniper,DELETE,False,1469,18.189150123661456,18.200581033416107
858,IL,Altay + COSAP,NO,NO,BWA,SomaticSniper,DELETE,False,1688,20.90080694944897,20.91394199074635
859,IL,Altay + COSAP,YES,NO,BWA,SomaticSniper,DELETE,False,1671,20.690313040597886,20.703315797711582
860,IL,Altay + COSAP,NO,YES,BWA,SomaticSniper,DELETE,False,1440,17.83007227915078,17.841277527650913
861,IL,Altay + COSAP,YES,YES,BOWTIE,SomaticSniper,DELETE,False,1081,13.384936204001384,13.393347921799053
862,IL,Altay + COSAP,NO,NO,BOWTIE,SomaticSniper,DELETE,False,832,10.301819539064896,10.30829368264275
863,IL,Altay + COSAP,YES,NO,BOWTIE,SomaticSniper,DELETE,False,1357,16.80236672417195,16.812926114598813
