run,TestCaseNo,phase,Sample,operatingSystem,Environment,isTrimmed,baseRecalibration,Mapper,M_Version,VariantCaller,VC_Version,ReferenceGenom,Duplicates,VariantFilter,FilterPass,SOMATICfilter,remove_indels,FileLink,Author,Slurm_id,Node,ElapsedTime,vcf_relpath
603,603,done,FD,Linux,Uhem + COSAP,NO,YES,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1hE5dT-X-_218ZV6oKJEuWYpchLrrBE9p?usp=share_link,GUL EDA,665279.0,s041,01:42:26,vcf/TESTCASES_bedded/TestCase 603/snp_SRR7890880-SRR7890880bwa2-SRR7890879-SRR7890879bwa2_strelka.vcf.secondbed.vcf.recode.vcf
604,604,done,FD,Linux,Uhem + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1Nc9dVGZRyXDOpezXDdxUeLMmF5t7QWCb?usp=share_link,GUL EDA,665282.0,s054,01:55:10,vcf/TESTCASES_bedded/TestCase 604/snp_SRR7890880-SRR7890880bowtie-SRR7890879-SRR7890879bowtie_strelka.vcf.secondbed.vcf.recode.vcf
605,605,done,FD,Linux,Uhem + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1piUMTpuH76Na3Vk3f9jd6BadmrGQoxwF?usp=share_link,GUL EDA,665280.0,s049,01:54:24,vcf/TESTCASES_bedded/TestCase 605/snp_SRR7890880-SRR7890880bwa2-SRR7890879-SRR7890879bwa2_somaticsniper.vcf.filtered.recode.vcf
606,606,done,FD,Linux,Uhem + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1231RoCDYngf-whBwUCEkUPeX5eOdr4tV?usp=share_link,GUL EDA,665283.0,s055,02:08:40,vcf/TESTCASES_bedded/TestCase 606/snp_SRR7890880-SRR7890880bowtie-SRR7890879-SRR7890879bowtie_somaticsniper.vcf.filtered.recode.vcf
607,607,done,FD,Linux,Uhem + COSAP,NO,YES,BWA,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1E7BMgYJwNDsd8sHVDrkMjYAliYOdBH2j?usp=share_link,GUL EDA,664589.0,s029,05:49:50,vcf/TESTCASES_bedded/TestCase 607/snp_SRR7890880-SRR7890880bwa2-SRR7890879-SRR7890879bwa2_mutect.vcf.secondbed.vcf.recode.vcf
608,608,done,FD,Linux,Uhem + COSAP,NO,YES,BOWTIE,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1EK4hGSLONZNT56xVnO-VVcH5EqXv0Y7l?usp=share_link,GUL EDA,664586.0,s025,05:25:47,vcf/TESTCASES_bedded/TestCase 608/snp_SRR7890880-SRR7890880bowtie-SRR7890879-SRR7890879bowtie_mutect.vcf.secondbed.vcf.recode.vcf
609,609,done,FD,Linux,Uhem + COSAP,NO,YES,BWA,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/12Ia4R8Nc0GDydyTNjwbjBrG-pv4IKRbd?usp=share_link,GUL EDA,664587.0,s026,01:30:00,vcf/TESTCASES_bedded/TestCase 609/snp_SRR7890880-SRR7890880bwa2-SRR7890879-SRR7890879bwa2_strelka.vcf.secondbed.vcf.recode.vcf
610,610,done,FD,Linux,Uhem + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1JYWRLSm1VuFNZiGpeJrmQRILTytS3ABp?usp=share_link,GUL EDA,664584.0,s017,01:42:10,vcf/TESTCASES_bedded/TestCase 610/snp_SRR7890880-SRR7890880bowtie-SRR7890879-SRR7890879bowtie_strelka.vcf.secondbed.vcf.recode.vcf
611,611,done,FD,Linux,Uhem + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1oQGkrg3YoTOCtSk4ftpLMlIdCeCKvSor?usp=share_link,GUL EDA,664588.0,s027,01:37:12,vcf/TESTCASES_bedded/TestCase 611/snp_SRR7890880-SRR7890880bwa2-SRR7890879-SRR7890879bwa2_somaticsniper.vcf.filtered.recode.vcf
612,612,done,FD,Linux,Uhem + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1YAB-0InymltMtwmjTVYcO7oAQpkJqGw9?usp=share_link,GUL EDA,664585.0,s019,01:52:05,vcf/TESTCASES_bedded/TestCase 612/snp_SRR7890880-SRR7890880bowtie-SRR7890879-SRR7890879bowtie_somaticsniper.vcf.filtered.recode.vcf
613,613,done,FD,Linux,Uhem + COSAP,NO,NO,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1XIaK3MnEOlzk-hh8oxJnsQNdJk6NcUjI?usp=share_link,GUL EDA,665278.0,s036,06:00:31,vcf/TESTCASES_bedded/TestCase 613/snp_SRR7890880-SRR7890880bwa2-SRR7890879-SRR7890879bwa2_mutect.vcf.secondbed.vcf.recode.vcf
614,614,done,FD,Linux,Uhem + COSAP,NO,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1YxHGHQTga9f7MFiGuURsH2cmH0r2iRgy?usp=share_link,GUL EDA,665281.0,s051,07:07:24,vcf/TESTCASES_bedded/TestCase 614/snp_SRR7890880-SRR7890880bowtie-SRR7890879-SRR7890879bowtie_mutect.vcf.secondbed.vcf.recode.vcf
615,615,done,FD,Linux,Uhem + COSAP,NO,NO,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1_EUR-gbm4RskWJMyrscogLMZM00ezXoP?usp=share_link,GUL EDA,665279.0,s041,00:41:31,vcf/TESTCASES_bedded/TestCase 615/snp_SRR7890880-SRR7890880bwa2-SRR7890879-SRR7890879bwa2_strelka.vcf.secondbed.vcf.recode.vcf
616,616,done,FD,Linux,Uhem + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1lbt5wxzL3eLI8DH6GwqaCFwUUc1Q9K6A?usp=share_link,GUL EDA,665282.0,s054,00:58:02,vcf/TESTCASES_bedded/TestCase 616/snp_SRR7890880-SRR7890880bowtie-SRR7890879-SRR7890879bowtie_strelka.vcf.secondbed.vcf.recode.vcf
617,617,done,FD,Linux,Uhem + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1oYeoC-xY5XPjT8nm0a7W0gsO65bgXh_i?usp=share_link,GUL EDA,665280.0,s049,00:51:25,vcf/TESTCASES_bedded/TestCase 617/snp_SRR7890880-SRR7890880bwa2-SRR7890879-SRR7890879bwa2_somaticsniper.vcf.filtered.recode.vcf
618,618,done,FD,Linux,Uhem + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1uMZzpTNKJzT04hvgDu9IZTplTh12MBuH?usp=share_link,GUL EDA,665283.0,s055,01:08:43,vcf/TESTCASES_bedded/TestCase 618/snp_SRR7890880-SRR7890880bowtie-SRR7890879-SRR7890879bowtie_somaticsniper.vcf.filtered.recode.vcf
619,619,done,FD,Linux,Uhem + COSAP,NO,NO,BWA,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/11jpR4EEXgP4sKWIcq_AYFq_sekFD6yg5?usp=share_link,GUL EDA,664589.0,s029,06:01:37,vcf/TESTCASES_bedded/TestCase 619/snp_SRR7890880-SRR7890880bwa2-SRR7890879-SRR7890879bwa2_mutect.vcf.secondbed.vcf.recode.vcf
620,620,done,FD,Linux,Uhem + COSAP,NO,NO,BOWTIE,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1_BbV-VWGBN9ELsF_sD1lx77YUdjqFc9g?usp=share_link,GUL EDA,664586.0,s025,06:30:27,vcf/TESTCASES_bedded/TestCase 620/snp_SRR7890880-SRR7890880bowtie-SRR7890879-SRR7890879bowtie_mutect.vcf.secondbed.vcf.recode.vcf
621,621,done,FD,Linux,Uhem + COSAP,NO,NO,BWA,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1810qdIbGf9wy23kpSCRLtc7-4tLm8jFN?usp=share_link,GUL EDA,664587.0,s026,00:36:41,vcf/TESTCASES_bedded/TestCase 621/snp_SRR7890880-SRR7890880bwa2-SRR7890879-SRR7890879bwa2_strelka.vcf.secondbed.vcf.recode.vcf
622,622,done,FD,Linux,Uhem + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1zFLDwumAPkrEi-0yVf9JL_H5SyssfGSW?usp=share_link,GUL EDA,664584.0,s017,00:53:30,vcf/TESTCASES_bedded/TestCase 622/snp_SRR7890880-SRR7890880bowtie-SRR7890879-SRR7890879bowtie_strelka.vcf.secondbed.vcf.recode.vcf
623,623,done,FD,Linux,Uhem + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1VNyRvJLa5WTU0jMQKHXotgpMlwubFUNG?usp=share_link,GUL EDA,664588.0,s027,00:44:25,vcf/TESTCASES_bedded/TestCase 623/snp_SRR7890880-SRR7890880bwa2-SRR7890879-SRR7890879bwa2_somaticsniper.vcf.filtered.recode.vcf
624,624,done,FD,Linux,Uhem + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1gLX5cC_JjbllFcMxAmZ2sUhV8hBMa2Im?usp=share_link,GUL EDA,664585.0,s019,01:02:32,vcf/TESTCASES_bedded/TestCase 624/snp_SRR7890880-SRR7890880bowtie-SRR7890879-SRR7890879bowtie_somaticsniper.vcf.filtered.recode.vcf
625,625,done,FD,Linux,Altay + COSAP,YES,YES,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1KauaXiizEigeV8p7LCGaetRR0i6Oiin8?usp=share_link,GUL EDA,30434.0,a068,04:13:45,vcf/TESTCASES_bedded/TestCase 625/snp_SRR7890880_bwa2-SRR7890879_bwa2_mutect.vcf.secondbed.vcf.recode.vcf
626,626,done,FD,Linux,Altay + COSAP,YES,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1dKFdcQfvQyJYcwOAWdbMtax18l3X7-h7?usp=share_link,GUL EDA,30437.0,a058,03:59:38,vcf/TESTCASES_bedded/TestCase 626/snp_SRR7890880_bowtie-SRR7890879_bowtie_mutect.vcf.secondbed.vcf.recode.vcf
627,627,done,FD,Linux,Altay + COSAP,YES,YES,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/13o8n_x3eeR92nORII0QYeV4k5DxO3Jva?usp=share_link,GUL EDA,30435.0,a051,01:44:14,vcf/TESTCASES_bedded/TestCase 627/snp_SRR7890880_bwa2-SRR7890879_bwa2_strelka.vcf.secondbed.vcf.recode.vcf
628,628,done,FD,Linux,Altay + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1WefUpt54aQc-CWAT5gUq48whO41ucmKg?usp=share_link,GUL EDA,30438.0,a036,01:53:47,vcf/TESTCASES_bedded/TestCase 628/snp_SRR7890880_bowtie-SRR7890879_bowtie_strelka.vcf.secondbed.vcf.recode.vcf
629,629,done,FD,Linux,Altay + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1C3yUt2IgM2hxDJXxu053bt3jrwaLcDpq?usp=share_link,GUL EDA,30436.0,a057,01:50:21,vcf/TESTCASES_bedded/TestCase 629/snp_SRR7890880_bwa2-SRR7890879_bwa2_somaticsniper.vcf.filtered.recode.vcf
630,630,done,FD,Linux,Altay + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1MrZemJoK0yJkzEJKPtTf3y7W_iOr0S7T?usp=share_link,GUL EDA,30439.0,a041,02:04:26,vcf/TESTCASES_bedded/TestCase 630/snp_SRR7890880_bowtie-SRR7890879_bowtie_somaticsniper.vcf.filtered.recode.vcf
631,631,done,FD,Linux,Altay + COSAP,YES,YES,BWA,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1xzVlLTNMPWe3ZxnVTOhK7UbsOCBlH48p?usp=share_link,GUL EDA,29757.0,a077,04:01:43,vcf/TESTCASES_bedded/TestCase 631/snp_SRR7890880_bwa2-SRR7890879_bwa2_mutect.vcf.secondbed.vcf.recode.vcf
632,632,done,FD,Linux,Altay + COSAP,YES,YES,BOWTIE,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1BxWGWSITUNsCFk1Mr32TTC6KLZv2EBYu?usp=share_link,GUL EDA,29760.0,a059,03:51:23,vcf/TESTCASES_bedded/TestCase 632/snp_SRR7890880_bowtie-SRR7890879_bowtie_mutect.vcf.secondbed.vcf.recode.vcf
633,633,done,FD,Linux,Altay + COSAP,YES,YES,BWA,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1SSTLrOpPUSjVrkTsIVydNL3pSHjJusm0?usp=share_link,GUL EDA,31609.0,a065,01:35:49,vcf/TESTCASES_bedded/TestCase 633/snp_SRR7890880_bwa2-SRR7890879_bwa2_strelka.vcf.secondbed.vcf.recode.vcf
634,634,done,FD,Linux,Altay + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1U7DwTC_aKdPVnN6E-fcYLtRXnIidqqNB?usp=share_link,GUL EDA,29759.0,a058,01:51:22,vcf/TESTCASES_bedded/TestCase 634/snp_SRR7890880_bowtie-SRR7890879_bowtie_strelka.vcf.secondbed.vcf.recode.vcf
635,635,done,FD,Linux,Altay + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1kghcWF9-5MO9rsJ6pi5UOVFWF88klLwX?usp=share_link,GUL EDA,29755.0,a064,01:44:48,vcf/TESTCASES_bedded/TestCase 635/snp_SRR7890880_bwa2-SRR7890879_bwa2_somaticsniper.vcf.filtered.recode.vcf
636,636,done,FD,Linux,Altay + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1cGzOMafUO-1YWHbnlVTQHLOyGySYwVYg?usp=share_link,GUL EDA,29758.0,a078,01:58:47,vcf/TESTCASES_bedded/TestCase 636/snp_SRR7890880_bowtie-SRR7890879_bowtie_somaticsniper.vcf.filtered.recode.vcf
637,637,done,FD,Linux,Altay + COSAP,YES,NO,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1iOfvLh5MhmXzHpLXnalKqs0m-miAe1YE?usp=share_link,GUL EDA,30434.0,a068,03:53:51,vcf/TESTCASES_bedded/TestCase 637/snp_SRR7890880_bwa2-SRR7890879_bwa2_mutect.vcf.secondbed.vcf.recode.vcf
638,638,done,FD,Linux,Altay + COSAP,YES,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1X1yFsXY_EVFnYgROeYScIh9Man5V2YId?usp=share_link,GUL EDA,30437.0,a058,03:42:20,vcf/TESTCASES_bedded/TestCase 638/snp_SRR7890880_bowtie-SRR7890879_bowtie_mutect.vcf.secondbed.vcf.recode.vcf
639,639,done,FD,Linux,Altay + COSAP,YES,NO,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1165R8yNLUCMflnr4T8Ws5nqkrSyC4dLJ?usp=share_link,GUL EDA,30435.0,a051,00:49:44,vcf/TESTCASES_bedded/TestCase 639/snp_SRR7890880_bwa2-SRR7890879_bwa2_strelka.vcf.secondbed.vcf.recode.vcf
640,640,done,FD,Linux,Altay + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1JT6dF6x045EiZXBSQiAk5ZXrBLddo3Fr?usp=share_link,GUL EDA,30438.0,a036,01:00:35,vcf/TESTCASES_bedded/TestCase 640/snp_SRR7890880_bowtie-SRR7890879_bowtie_strelka.vcf.secondbed.vcf.recode.vcf
641,641,done,FD,Linux,Altay + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1ILQR67uqCvDwaEFN22Cw2AMweOCHZSmX?usp=share_link,GUL EDA,30436.0,a057,00:55:41,vcf/TESTCASES_bedded/TestCase 641/snp_SRR7890880_bwa2-SRR7890879_bwa2_somaticsniper.vcf.filtered.recode.vcf
642,642,done,FD,Linux,Altay + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1YcTT_QBgRMRJZ9N2XIWb7Sg8KW1tZAwm?usp=share_link,GUL EDA,30439.0,a041,01:09:04,vcf/TESTCASES_bedded/TestCase 642/snp_SRR7890880_bowtie-SRR7890879_bowtie_somaticsniper.vcf.filtered.recode.vcf
643,643,done,FD,Linux,Altay + COSAP,YES,NO,BWA,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1EbOX9b6sJsS-MzeK9-X3nlR6Mybt9E7l?usp=share_link,GUL EDA,29757.0,a077,04:05:41,vcf/TESTCASES_bedded/TestCase 643/snp_SRR7890880_bwa2-SRR7890879_bwa2_mutect.vcf.secondbed.vcf.recode.vcf
644,644,done,FD,Linux,Altay + COSAP,YES,NO,BOWTIE,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/16vowUCUBXlUlSNB7fv_00wMzbTFt1Cd5?usp=share_link,GUL EDA,29760.0,a059,03:37:10,vcf/TESTCASES_bedded/TestCase 644/snp_SRR7890880_bowtie-SRR7890879_bowtie_mutect.vcf.secondbed.vcf.recode.vcf
645,645,done,FD,Linux,Altay + COSAP,YES,NO,BWA,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1IfzrLMldyKhPAd735MANdQPvQrZiCwGB?usp=share_link,GUL EDA,29756.0,a066,00:50:18,vcf/TESTCASES_bedded/TestCase 645/snp_SRR7890880_bwa2-SRR7890879_bwa2_strelka.vcf.secondbed.vcf.recode.vcf
646,646,done,FD,Linux,Altay + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1chsL6nd2O6syVxQy6w00qUyAIB_EKl1R?usp=share_link,GUL EDA,29759.0,a058,00:59:39,vcf/TESTCASES_bedded/TestCase 646/snp_SRR7890880_bowtie-SRR7890879_bowtie_strelka.vcf.secondbed.vcf.recode.vcf
647,647,done,FD,Linux,Altay + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/11ipLWn3umSlKQnrOooSRh-63dZuYLGUB?usp=share_link,GUL EDA,29755.0,a064,00:54:54,vcf/TESTCASES_bedded/TestCase 647/snp_SRR7890880_bwa2-SRR7890879_bwa2_somaticsniper.vcf.filtered.recode.vcf
648,648,done,FD,Linux,Altay + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1eWN_JgoSi0zWuzdKsNtvANsPSnSOSSLL?usp=share_link,GUL EDA,29758.0,a078,01:08:47,vcf/TESTCASES_bedded/TestCase 648/snp_SRR7890880_bowtie-SRR7890879_bowtie_somaticsniper.vcf.filtered.recode.vcf
649,649,done,FD,Linux,Altay + COSAP,NO,YES,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1U4Nte3bHt_RbcrumE4sg_CXPkMS3rtFS?usp=share_link,GUL EDA,30434.0,a068,05:30:49,vcf/TESTCASES_bedded/TestCase 649/snp_SRR7890880-SRR7890880bwa2-SRR7890879-SRR7890879bwa2_mutect.vcf.secondbed.vcf.recode.vcf
650,650,done,FD,Linux,Altay + COSAP,NO,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1xrLCee8g0iBgYg86Q8zDr8r_BE_3_7pL?usp=share_link,GUL EDA,30437.0,a058,05:09:53,vcf/TESTCASES_bedded/TestCase 650/snp_SRR7890880-SRR7890880bowtie-SRR7890879-SRR7890879bowtie_mutect.vcf.secondbed.vcf.recode.vcf
651,651,done,FD,Linux,Altay + COSAP,NO,YES,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1A16kWHL7tMmYtdav8taVTeU1RMu-RnkG?usp=share_link,GUL EDA,30435.0,a051,01:39:48,vcf/TESTCASES_bedded/TestCase 651/snp_SRR7890880-SRR7890880bwa2-SRR7890879-SRR7890879bwa2_strelka.vcf.secondbed.vcf.recode.vcf
652,652,done,FD,Linux,Altay + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/19l-0jzd-3oM4U6SDc2Tk5Cnu8oDixX0G?usp=sharing,GUL EDA,30438.0,a036,01:46:08,vcf/TESTCASES_bedded/TestCase 652/snp_SRR7890880-SRR7890880bowtie-SRR7890879-SRR7890879bowtie_strelka.vcf.secondbed.vcf.recode.vcf
653,653,done,FD,Linux,Altay + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/13uW0a7tpGqD33eseJ6LOD2xjLkcygsrl?usp=share_link,GUL EDA,30436.0,a057,01:49:27,vcf/TESTCASES_bedded/TestCase 653/snp_SRR7890880-SRR7890880bwa2-SRR7890879-SRR7890879bwa2_somaticsniper.vcf.filtered.recode.vcf
654,654,done,FD,Linux,Altay + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1pFhPqs4bCLJInnlaSGZBPG-joC6rXfL3?usp=share_link,GUL EDA,30439.0,a041,01:57:55,vcf/TESTCASES_bedded/TestCase 654/snp_SRR7890880-SRR7890880bowtie-SRR7890879-SRR7890879bowtie_somaticsniper.vcf.filtered.recode.vcf
655,655,done,FD,Linux,Altay + COSAP,NO,YES,BWA,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1Vpt2s5zmsFYCP6eRLnhajVfch26AVn4o?usp=share_link,GUL EDA,29757.0,a077,05:10:29,vcf/TESTCASES_bedded/TestCase 655/snp_SRR7890880-SRR7890880bwa2-SRR7890879-SRR7890879bwa2_mutect.vcf.secondbed.vcf.recode.vcf
656,656,done,FD,Linux,Altay + COSAP,NO,YES,BOWTIE,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1f-7hYHq1dD6ZIdwkusq251BwL9YuN9Bb?usp=share_link,GUL EDA,29760.0,a059,04:56:28,vcf/TESTCASES_bedded/TestCase 656/snp_SRR7890880-SRR7890880bowtie-SRR7890879-SRR7890879bowtie_mutect.vcf.secondbed.vcf.recode.vcf
657,657,done,FD,Linux,Altay + COSAP,NO,YES,BWA,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1-0IOtlsEhPVBSLkV9cTovobKckriEeTC?usp=share_link,GUL EDA,29756.0,a066,01:31:51,vcf/TESTCASES_bedded/TestCase 657/snp_SRR7890880-SRR7890880bwa2-SRR7890879-SRR7890879bwa2_strelka.vcf.secondbed.vcf.recode.vcf
658,658,done,FD,Linux,Altay + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1vpHTODYsb2juFC0YY5P7rnmoC3MRbd6i?usp=share_link,GUL EDA,29759.0,a058,01:38:51,vcf/TESTCASES_bedded/TestCase 658/snp_SRR7890880-SRR7890880bowtie-SRR7890879-SRR7890879bowtie_strelka.vcf.secondbed.vcf.recode.vcf
659,659,done,FD,Linux,Altay + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1zDU2gkEVk4h7sinWmfOHK_z4tv7nvNUj?usp=share_link,GUL EDA,29755.0,a064,01:40:12,vcf/TESTCASES_bedded/TestCase 659/snp_SRR7890880-SRR7890880bwa2-SRR7890879-SRR7890879bwa2_somaticsniper.vcf.filtered.recode.vcf
660,660,done,FD,Linux,Altay + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1859yaWNQllo84HsqpRlTZhvoo0bRedv9?usp=share_link,GUL EDA,29758.0,a078,01:50:28,vcf/TESTCASES_bedded/TestCase 660/snp_SRR7890880-SRR7890880bowtie-SRR7890879-SRR7890879bowtie_somaticsniper.vcf.filtered.recode.vcf
661,661,done,FD,Linux,Altay + COSAP,NO,NO,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1yHlXOQfSJRaMpQg8kSxBAuY-Wsf6IMta?usp=share_link,GUL EDA,30434.0,a068,05:28:18,vcf/TESTCASES_bedded/TestCase 661/snp_SRR7890880-SRR7890880bwa2-SRR7890879-SRR7890879bwa2_mutect.vcf.secondbed.vcf.recode.vcf
662,662,done,FD,Linux,Altay + COSAP,NO,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/11iMFrvt3UF2MB9dWqyJID-lA6fWiUaz_?usp=share_link,GUL EDA,30437.0,a058,05:54:00,vcf/TESTCASES_bedded/TestCase 662/snp_SRR7890880-SRR7890880bowtie-SRR7890879-SRR7890879bowtie_mutect.vcf.secondbed.vcf.recode.vcf
663,663,done,FD,Linux,Altay + COSAP,NO,NO,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/19CLXisDuibAoDumE_mmANwB8IwKCiTtE?usp=share_link,GUL EDA,30435.0,a051,00:43:38,vcf/TESTCASES_bedded/TestCase 663/snp_SRR7890880-SRR7890880bwa2-SRR7890879-SRR7890879bwa2_strelka.vcf.secondbed.vcf.recode.vcf
664,664,done,FD,Linux,Altay + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1Uy_MTZ8YKVGw3Bc2Y_9eANEBqeOle0yv?usp=share_link,GUL EDA,30438.0,a036,00:52:40,vcf/TESTCASES_bedded/TestCase 664/snp_SRR7890880-SRR7890880bowtie-SRR7890879-SRR7890879bowtie_strelka.vcf.secondbed.vcf.recode.vcf
665,665,done,FD,Linux,Altay + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1bp6e_Vt9DVS5KiSe6DW4AP2_uh5Xi-fF?usp=share_link,GUL EDA,30436.0,a057,00:52:26,vcf/TESTCASES_bedded/TestCase 665/snp_SRR7890880-SRR7890880bwa2-SRR7890879-SRR7890879bwa2_somaticsniper.vcf.filtered.recode.vcf
666,666,done,FD,Linux,Altay + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1bS-xNG9p6apRC_hYTNhnAjz-VwQDHGey?usp=share_link,GUL EDA,30439.0,a041,01:02:29,vcf/TESTCASES_bedded/TestCase 666/snp_SRR7890880-SRR7890880bowtie-SRR7890879-SRR7890879bowtie_somaticsniper.vcf.filtered.recode.vcf
667,667,done,FD,Linux,Altay + COSAP,NO,NO,BWA,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1Pda12OqpyNEekaPODVgNE8ik7CG0Tfnd?usp=share_link,GUL EDA,29757.0,a077,05:35:14,vcf/TESTCASES_bedded/TestCase 667/snp_SRR7890880-SRR7890880bwa2-SRR7890879-SRR7890879bwa2_mutect.vcf.secondbed.vcf.recode.vcf
668,668,done,FD,Linux,Altay + COSAP,NO,NO,BOWTIE,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1m6e5NQSt-Jh02tok8EhEC9uvUW58iwVw?usp=share_link,GUL EDA,29760.0,a059,05:51:49,vcf/TESTCASES_bedded/TestCase 668/snp_SRR7890880-SRR7890880bowtie-SRR7890879-SRR7890879bowtie_mutect.vcf.secondbed.vcf.recode.vcf
