run,region,n_called,n_truth,tp,precision,recall,f1
227,GRCh38_alllowmapandsegdupregions,26,43,19,0.7307692307692307,0.4418604651162791,0.5507246376811594
227,GRCh38_notinalldifficultregions,734,867,555,0.7561307901907357,0.6401384083044983,0.693316677076827
227,GRCh38_notinalllowmapandsegdupregions,923,1118,698,0.7562296858071506,0.6243291592128801,0.6839784419402254
227,GRCh38_notinsegdups,926,1123,700,0.755939524838013,0.6233303650934996,0.6832601268911664
227,GRCh38_segdups,23,38,17,0.7391304347826086,0.4473684210526316,0.5573770491803278
228,GRCh38_alldifficultregions,271,294,211,0.7785977859778598,0.717687074829932,0.7469026548672566
228,GRCh38_alllowmapandsegdupregions,34,43,25,0.7352941176470589,0.5813953488372093,0.6493506493506493
228,GRCh38_notinalldifficultregions,832,867,699,0.8401442307692307,0.8062283737024222,0.8228369629193643
228,GRCh38_notinalllowmapandsegdupregions,1069,1118,885,0.8278765201122544,0.7915921288014311,0.8093278463648834
228,GRCh38_notinsegdups,1073,1123,888,0.8275862068965517,0.7907390917186109,0.8087431693989072
228,GRCh38_segdups,30,38,22,0.7333333333333333,0.5789473684210527,0.6470588235294117
231,GRCh38_alldifficultregions,320,294,198,0.61875,0.673469387755102,0.6449511400651465
231,GRCh38_alllowmapandsegdupregions,40,43,24,0.6,0.5581395348837209,0.5783132530120482
231,GRCh38_notinalldifficultregions,993,867,633,0.6374622356495468,0.7301038062283737,0.6806451612903226
231,GRCh38_notinalllowmapandsegdupregions,1273,1118,807,0.6339355852317361,0.721824686940966,0.6750313676286073
231,GRCh38_notinsegdups,1275,1123,809,0.6345098039215686,0.7203918076580588,0.6747289407839867
231,GRCh38_segdups,38,38,22,0.5789473684210527,0.5789473684210527,0.5789473684210527
232,GRCh38_alldifficultregions,346,294,223,0.6445086705202312,0.7585034013605442,0.6968749999999999
232,GRCh38_alllowmapandsegdupregions,35,43,26,0.7428571428571429,0.6046511627906976,0.6666666666666666
232,GRCh38_notinalldifficultregions,884,867,711,0.8042986425339367,0.8200692041522492,0.8121073672187321
232,GRCh38_notinalllowmapandsegdupregions,1195,1118,908,0.7598326359832636,0.8121645796064401,0.7851275399913533
232,GRCh38_notinsegdups,1198,1123,910,0.7595993322203672,0.8103294746215495,0.7841447651874192
232,GRCh38_segdups,32,38,24,0.75,0.631578947368421,0.6857142857142857
233,GRCh38_alldifficultregions,320,294,198,0.61875,0.673469387755102,0.6449511400651465
233,GRCh38_alllowmapandsegdupregions,40,43,24,0.6,0.5581395348837209,0.5783132530120482
233,GRCh38_notinalldifficultregions,993,867,633,0.6374622356495468,0.7301038062283737,0.6806451612903226
233,GRCh38_notinalllowmapandsegdupregions,1273,1118,807,0.6339355852317361,0.721824686940966,0.6750313676286073
233,GRCh38_notinsegdups,1275,1123,809,0.6345098039215686,0.7203918076580588,0.6747289407839867
233,GRCh38_segdups,38,38,22,0.5789473684210527,0.5789473684210527,0.5789473684210527
234,GRCh38_alldifficultregions,324,294,225,0.6944444444444444,0.7653061224489796,0.7281553398058253
234,GRCh38_alllowmapandsegdupregions,35,43,25,0.7142857142857143,0.5813953488372093,0.6410256410256411
234,GRCh38_notinalldifficultregions,885,867,715,0.807909604519774,0.8246828143021915,0.8162100456621005
234,GRCh38_notinalllowmapandsegdupregions,1174,1118,915,0.7793867120954003,0.8184257602862254,0.7984293193717278
234,GRCh38_notinsegdups,1178,1123,918,0.7792869269949066,0.8174532502226179,0.7979139504563233
234,GRCh38_segdups,31,38,22,0.7096774193548387,0.5789473684210527,0.6376811594202899
237,GRCh38_alldifficultregions,195,294,161,0.8256410256410256,0.5476190476190477,0.6584867075664622
237,GRCh38_alllowmapandsegdupregions,24,43,19,0.7916666666666666,0.4418604651162791,0.5671641791044777
237,GRCh38_notinalldifficultregions,643,867,551,0.8569206842923794,0.635524798154556,0.7298013245033113
237,GRCh38_notinalllowmapandsegdupregions,814,1118,693,0.8513513513513513,0.6198568872987478,0.717391304347826
237,GRCh38_notinsegdups,817,1123,695,0.8506731946144431,0.6188780053428317,0.7164948453608248
237,GRCh38_segdups,21,38,17,0.8095238095238095,0.4473684210526316,0.576271186440678
238,GRCh38_alldifficultregions,285,294,219,0.7684210526315789,0.7448979591836735,0.7564766839378239
238,GRCh38_alllowmapandsegdupregions,31,43,25,0.8064516129032258,0.5813953488372093,0.6756756756756758
238,GRCh38_notinalldifficultregions,795,867,683,0.8591194968553459,0.7877739331026529,0.8219013237063778
238,GRCh38_notinalllowmapandsegdupregions,1049,1118,877,0.8360343183984748,0.7844364937388193,0.8094139363174897
238,GRCh38_notinsegdups,1051,1123,879,0.8363463368220743,0.7827248441674087,0.8086476540938363
238,GRCh38_segdups,29,38,23,0.7931034482758621,0.6052631578947368,0.6865671641791046
239,GRCh38_alldifficultregions,195,294,161,0.8256410256410256,0.5476190476190477,0.6584867075664622
239,GRCh38_alllowmapandsegdupregions,24,43,19,0.7916666666666666,0.4418604651162791,0.5671641791044777
239,GRCh38_notinalldifficultregions,643,867,551,0.8569206842923794,0.635524798154556,0.7298013245033113
239,GRCh38_notinalllowmapandsegdupregions,814,1118,693,0.8513513513513513,0.6198568872987478,0.717391304347826
239,GRCh38_notinsegdups,817,1123,695,0.8506731946144431,0.6188780053428317,0.7164948453608248
239,GRCh38_segdups,21,38,17,0.8095238095238095,0.4473684210526316,0.576271186440678
240,GRCh38_alldifficultregions,258,294,212,0.8217054263565892,0.7210884353741497,0.7681159420289856
240,GRCh38_alllowmapandsegdupregions,31,43,25,0.8064516129032258,0.5813953488372093,0.6756756756756758
240,GRCh38_notinalldifficultregions,787,867,698,0.8869123252858958,0.8050749711649365,0.8440145102781136
240,GRCh38_notinalllowmapandsegdupregions,1014,1118,885,0.8727810650887574,0.7915921288014311,0.8302063789868668
240,GRCh38_notinsegdups,1018,1123,888,0.8722986247544204,0.7907390917186109,0.8295189163942084
240,GRCh38_segdups,27,38,22,0.8148148148148148,0.5789473684210527,0.6769230769230768
243,GRCh38_alldifficultregions,788,294,209,0.2652284263959391,0.7108843537414966,0.3863216266173753
243,GRCh38_alllowmapandsegdupregions,158,43,29,0.18354430379746836,0.6744186046511628,0.2885572139303483
243,GRCh38_notinalldifficultregions,1422,867,636,0.4472573839662447,0.7335640138408305,0.5557011795543906
243,GRCh38_notinalllowmapandsegdupregions,2052,1118,816,0.39766081871345027,0.7298747763864043,0.5148264984227129
243,GRCh38_notinsegdups,2059,1123,819,0.3977659057795046,0.7292965271593945,0.5147705845380264
243,GRCh38_segdups,151,38,26,0.17218543046357615,0.6842105263157895,0.2751322751322751
244,GRCh38_alldifficultregions,620,294,215,0.3467741935483871,0.7312925170068028,0.47045951859956237
244,GRCh38_alllowmapandsegdupregions,161,43,29,0.18012422360248448,0.6744186046511628,0.2843137254901961
244,GRCh38_notinalldifficultregions,930,867,654,0.7032258064516129,0.754325259515571,0.7278797996661102
244,GRCh38_notinalllowmapandsegdupregions,1389,1118,840,0.6047516198704104,0.7513416815742398,0.6701236537694456
244,GRCh38_notinsegdups,1392,1123,843,0.6056034482758621,0.7506678539626002,0.6703777335984096
244,GRCh38_segdups,158,38,26,0.16455696202531644,0.6842105263157895,0.26530612244897955
245,GRCh38_alldifficultregions,788,294,209,0.2652284263959391,0.7108843537414966,0.3863216266173753
245,GRCh38_alllowmapandsegdupregions,158,43,29,0.18354430379746836,0.6744186046511628,0.2885572139303483
245,GRCh38_notinalldifficultregions,1422,867,636,0.4472573839662447,0.7335640138408305,0.5557011795543906
245,GRCh38_notinalllowmapandsegdupregions,2052,1118,816,0.39766081871345027,0.7298747763864043,0.5148264984227129
245,GRCh38_notinsegdups,2059,1123,819,0.3977659057795046,0.7292965271593945,0.5147705845380264
245,GRCh38_segdups,151,38,26,0.17218543046357615,0.6842105263157895,0.2751322751322751
246,GRCh38_alldifficultregions,614,294,218,0.3550488599348534,0.7414965986394558,0.48017621145374445
246,GRCh38_alllowmapandsegdupregions,133,43,28,0.21052631578947367,0.6511627906976745,0.31818181818181823
246,GRCh38_notinalldifficultregions,885,867,669,0.7559322033898305,0.7716262975778547,0.7636986301369865
246,GRCh38_notinalllowmapandsegdupregions,1366,1118,859,0.6288433382137628,0.7683363148479427,0.6916264090177134
246,GRCh38_notinsegdups,1372,1123,863,0.6290087463556852,0.7684772929652716,0.6917835671342685
246,GRCh38_segdups,127,38,24,0.1889763779527559,0.631578947368421,0.2909090909090909
249,GRCh38_alldifficultregions,912,294,211,0.23135964912280702,0.717687074829932,0.3499170812603648
249,GRCh38_alllowmapandsegdupregions,177,43,30,0.1694915254237288,0.6976744186046512,0.2727272727272727
249,GRCh38_notinalldifficultregions,1710,867,644,0.37660818713450295,0.7427912341407151,0.4998059759410167
249,GRCh38_notinalllowmapandsegdupregions,2445,1118,825,0.3374233128834356,0.7379248658318426,0.46309289924221164
249,GRCh38_notinsegdups,2453,1123,828,0.33754586220953936,0.7373107747105966,0.46308724832214765
249,GRCh38_segdups,169,38,27,0.15976331360946747,0.7105263157894737,0.2608695652173913
250,GRCh38_alldifficultregions,601,294,218,0.3627287853577371,0.7414965986394558,0.48715083798882686
250,GRCh38_alllowmapandsegdupregions,145,43,29,0.2,0.6744186046511628,0.30851063829787234
250,GRCh38_notinalldifficultregions,942,867,660,0.7006369426751592,0.7612456747404844,0.7296849087893864
250,GRCh38_notinalllowmapandsegdupregions,1398,1118,849,0.6072961373390557,0.759391771019678,0.6748807631160573
250,GRCh38_notinsegdups,1403,1123,852,0.6072701354240913,0.7586821015138023,0.6745843230403801
250,GRCh38_segdups,140,38,26,0.18571428571428572,0.6842105263157895,0.29213483146067415
251,GRCh38_alldifficultregions,912,294,211,0.23135964912280702,0.717687074829932,0.3499170812603648
251,GRCh38_alllowmapandsegdupregions,177,43,30,0.1694915254237288,0.6976744186046512,0.2727272727272727
251,GRCh38_notinalldifficultregions,1710,867,644,0.37660818713450295,0.7427912341407151,0.4998059759410167
251,GRCh38_notinalllowmapandsegdupregions,2445,1118,825,0.3374233128834356,0.7379248658318426,0.46309289924221164
251,GRCh38_notinsegdups,2453,1123,828,0.33754586220953936,0.7373107747105966,0.46308724832214765
251,GRCh38_segdups,169,38,27,0.15976331360946747,0.7105263157894737,0.2608695652173913
252,GRCh38_alldifficultregions,602,294,217,0.36046511627906974,0.7380952380952381,0.484375
252,GRCh38_alllowmapandsegdupregions,128,43,28,0.21875,0.6511627906976745,0.32748538011695905
252,GRCh38_notinalldifficultregions,914,867,679,0.7428884026258206,0.7831603229527105,0.7624929814710837
252,GRCh38_notinalllowmapandsegdupregions,1388,1118,868,0.6253602305475504,0.776386404293381,0.6927374301675977
252,GRCh38_notinsegdups,1393,1123,872,0.6259870782483847,0.7764915405164737,0.6931637519872814
252,GRCh38_segdups,123,38,24,0.1951219512195122,0.631578947368421,0.2981366459627329
255,GRCh38_alldifficultregions,943,294,212,0.22481442205726404,0.7210884353741497,0.3427647534357316
255,GRCh38_alllowmapandsegdupregions,183,43,30,0.16393442622950818,0.6976744186046512,0.26548672566371684
255,GRCh38_notinalldifficultregions,1781,867,646,0.3627175743964065,0.7450980392156863,0.48791540785498494
255,GRCh38_notinalllowmapandsegdupregions,2541,1118,828,0.32585596221959856,0.740608228980322,0.4525826728614375
255,GRCh38_notinsegdups,2548,1123,831,0.326138147566719,0.7399821905609973,0.4527376736584037
255,GRCh38_segdups,176,38,27,0.1534090909090909,0.7105263157894737,0.25233644859813087
256,GRCh38_alldifficultregions,631,294,220,0.3486529318541997,0.7482993197278912,0.4756756756756757
256,GRCh38_alllowmapandsegdupregions,145,43,29,0.2,0.6744186046511628,0.30851063829787234
256,GRCh38_notinalldifficultregions,969,867,663,0.6842105263157895,0.7647058823529411,0.7222222222222222
256,GRCh38_notinalllowmapandsegdupregions,1455,1118,854,0.5869415807560138,0.7638640429338104,0.6638165565487758
256,GRCh38_notinsegdups,1458,1123,857,0.5877914951989026,0.7631344612644702,0.6640836884928323
256,GRCh38_segdups,142,38,26,0.18309859154929578,0.6842105263157895,0.2888888888888889
257,GRCh38_alldifficultregions,943,294,212,0.22481442205726404,0.7210884353741497,0.3427647534357316
257,GRCh38_alllowmapandsegdupregions,183,43,30,0.16393442622950818,0.6976744186046512,0.26548672566371684
257,GRCh38_notinalldifficultregions,1781,867,646,0.3627175743964065,0.7450980392156863,0.48791540785498494
257,GRCh38_notinalllowmapandsegdupregions,2541,1118,828,0.32585596221959856,0.740608228980322,0.4525826728614375
257,GRCh38_notinsegdups,2548,1123,831,0.326138147566719,0.7399821905609973,0.4527376736584037
257,GRCh38_segdups,176,38,27,0.1534090909090909,0.7105263157894737,0.25233644859813087
258,GRCh38_alldifficultregions,630,294,218,0.346031746031746,0.7414965986394558,0.47186147186147187
258,GRCh38_alllowmapandsegdupregions,131,43,28,0.21374045801526717,0.6511627906976745,0.32183908045977005
258,GRCh38_notinalldifficultregions,932,867,679,0.7285407725321889,0.7831603229527105,0.7548638132295719
258,GRCh38_notinalllowmapandsegdupregions,1431,1118,869,0.6072676450034941,0.7772808586762076,0.6818360141231855
258,GRCh38_notinsegdups,1437,1123,873,0.6075156576200418,0.7773820124666073,0.68203125
258,GRCh38_segdups,125,38,24,0.192,0.631578947368421,0.294478527607362
261,GRCh38_alldifficultregions,758,294,209,0.2757255936675462,0.7108843537414966,0.39733840304182505
261,GRCh38_alllowmapandsegdupregions,162,43,29,0.17901234567901234,0.6744186046511628,0.28292682926829266
261,GRCh38_notinalldifficultregions,1406,867,633,0.45021337126600286,0.7301038062283737,0.5569731632204135
261,GRCh38_notinalllowmapandsegdupregions,2002,1118,813,0.4060939060939061,0.7271914132379249,0.5211538461538461
261,GRCh38_notinsegdups,2010,1123,816,0.4059701492537313,0.7266251113089938,0.5209064794127035
261,GRCh38_segdups,154,38,26,0.16883116883116883,0.6842105263157895,0.2708333333333333
262,GRCh38_alldifficultregions,578,294,212,0.36678200692041524,0.7210884353741497,0.4862385321100917
262,GRCh38_alllowmapandsegdupregions,149,43,28,0.18791946308724833,0.6511627906976745,0.2916666666666667
262,GRCh38_notinalldifficultregions,895,867,645,0.7206703910614525,0.7439446366782007,0.732122587968218
262,GRCh38_notinalllowmapandsegdupregions,1324,1118,829,0.6261329305135952,0.7415026833631485,0.6789516789516791
262,GRCh38_notinsegdups,1328,1123,832,0.6265060240963856,0.7408726625111309,0.67890656874745
262,GRCh38_segdups,145,38,25,0.1724137931034483,0.6578947368421053,0.273224043715847
263,GRCh38_alldifficultregions,758,294,209,0.2757255936675462,0.7108843537414966,0.39733840304182505
263,GRCh38_alllowmapandsegdupregions,162,43,29,0.17901234567901234,0.6744186046511628,0.28292682926829266
263,GRCh38_notinalldifficultregions,1406,867,633,0.45021337126600286,0.7301038062283737,0.5569731632204135
263,GRCh38_notinalllowmapandsegdupregions,2002,1118,813,0.4060939060939061,0.7271914132379249,0.5211538461538461
263,GRCh38_notinsegdups,2010,1123,816,0.4059701492537313,0.7266251113089938,0.5209064794127035
263,GRCh38_segdups,154,38,26,0.16883116883116883,0.6842105263157895,0.2708333333333333
264,GRCh38_alldifficultregions,586,294,219,0.37372013651877134,0.7448979591836735,0.49772727272727274
264,GRCh38_alllowmapandsegdupregions,133,43,28,0.21052631578947367,0.6511627906976745,0.31818181818181823
264,GRCh38_notinalldifficultregions,870,867,669,0.7689655172413793,0.7716262975778547,0.7702936096718481
264,GRCh38_notinalllowmapandsegdupregions,1323,1118,860,0.6500377928949358,0.7692307692307693,0.7046292503072512
264,GRCh38_notinsegdups,1328,1123,864,0.6506024096385542,0.7693677649154052,0.7050183598531212
264,GRCh38_segdups,128,38,24,0.1875,0.631578947368421,0.2891566265060241
267,GRCh38_alldifficultregions,474,294,176,0.37130801687763715,0.5986394557823129,0.4583333333333333
267,GRCh38_alllowmapandsegdupregions,16,43,5,0.3125,0.11627906976744186,0.16949152542372883
267,GRCh38_notinalldifficultregions,1278,867,606,0.47417840375586856,0.698961937716263,0.5650349650349651
267,GRCh38_notinalllowmapandsegdupregions,1736,1118,777,0.4475806451612903,0.6949910554561717,0.5444989488437281
267,GRCh38_notinsegdups,1736,1123,777,0.4475806451612903,0.6918967052537845,0.5435466946484785
267,GRCh38_segdups,16,38,5,0.3125,0.13157894736842105,0.18518518518518517
268,GRCh38_alldifficultregions,354,294,179,0.5056497175141242,0.608843537414966,0.5524691358024691
268,GRCh38_alllowmapandsegdupregions,6,43,4,0.6666666666666666,0.09302325581395349,0.16326530612244897
268,GRCh38_notinalldifficultregions,857,867,634,0.7397899649941657,0.7312572087658593,0.7354988399071927
268,GRCh38_notinalllowmapandsegdupregions,1205,1118,809,0.6713692946058091,0.723613595706619,0.6965131295738269
268,GRCh38_notinsegdups,1205,1123,809,0.6713692946058091,0.7203918076580588,0.6950171821305842
268,GRCh38_segdups,6,38,4,0.6666666666666666,0.10526315789473684,0.18181818181818182
269,GRCh38_alldifficultregions,474,294,176,0.37130801687763715,0.5986394557823129,0.4583333333333333
269,GRCh38_alllowmapandsegdupregions,16,43,5,0.3125,0.11627906976744186,0.16949152542372883
269,GRCh38_notinalldifficultregions,1278,867,606,0.47417840375586856,0.698961937716263,0.5650349650349651
269,GRCh38_notinalllowmapandsegdupregions,1736,1118,777,0.4475806451612903,0.6949910554561717,0.5444989488437281
269,GRCh38_notinsegdups,1736,1123,777,0.4475806451612903,0.6918967052537845,0.5435466946484785
269,GRCh38_segdups,16,38,5,0.3125,0.13157894736842105,0.18518518518518517
270,GRCh38_alldifficultregions,366,294,181,0.49453551912568305,0.6156462585034014,0.5484848484848484
270,GRCh38_alllowmapandsegdupregions,10,43,2,0.2,0.046511627906976744,0.07547169811320754
270,GRCh38_notinalldifficultregions,880,867,654,0.7431818181818182,0.754325259515571,0.7487120778477389
270,GRCh38_notinalllowmapandsegdupregions,1236,1118,833,0.6739482200647249,0.7450805008944544,0.7077315208156328
270,GRCh38_notinsegdups,1236,1123,833,0.6739482200647249,0.7417631344612645,0.7062314540059347
270,GRCh38_segdups,10,38,2,0.2,0.05263157894736842,0.08333333333333333
273,GRCh38_alldifficultregions,201,294,35,0.17412935323383086,0.11904761904761904,0.1414141414141414
273,GRCh38_alllowmapandsegdupregions,3,43,0,0.0,0.0,0.0
273,GRCh38_notinalldifficultregions,645,867,106,0.16434108527131783,0.12226066897347174,0.1402116402116402
273,GRCh38_notinalllowmapandsegdupregions,843,1118,141,0.16725978647686832,0.1261180679785331,0.14380418154003058
273,GRCh38_notinsegdups,843,1123,141,0.16725978647686832,0.12555654496883348,0.14343845371312308
273,GRCh38_segdups,3,38,0,0.0,0.0,0.0
274,GRCh38_alldifficultregions,218,294,97,0.44495412844036697,0.3299319727891156,0.37890625
274,GRCh38_alllowmapandsegdupregions,1,43,0,0.0,0.0,0.0
274,GRCh38_notinalldifficultregions,540,867,381,0.7055555555555556,0.43944636678200694,0.5415778251599148
274,GRCh38_notinalllowmapandsegdupregions,757,1118,478,0.631439894319683,0.4275491949910555,0.5098666666666668
274,GRCh38_notinsegdups,757,1123,478,0.631439894319683,0.42564559216384684,0.5085106382978724
274,GRCh38_segdups,1,38,0,0.0,0.0,0.0
275,GRCh38_alldifficultregions,201,294,35,0.17412935323383086,0.11904761904761904,0.1414141414141414
275,GRCh38_alllowmapandsegdupregions,3,43,0,0.0,0.0,0.0
275,GRCh38_notinalldifficultregions,645,867,106,0.16434108527131783,0.12226066897347174,0.1402116402116402
275,GRCh38_notinalllowmapandsegdupregions,843,1118,141,0.16725978647686832,0.1261180679785331,0.14380418154003058
275,GRCh38_notinsegdups,843,1123,141,0.16725978647686832,0.12555654496883348,0.14343845371312308
275,GRCh38_segdups,3,38,0,0.0,0.0,0.0
276,GRCh38_alldifficultregions,222,294,100,0.45045045045045046,0.3401360544217687,0.38759689922480617
276,GRCh38_alllowmapandsegdupregions,5,43,2,0.4,0.046511627906976744,0.08333333333333333
276,GRCh38_notinalldifficultregions,565,867,389,0.6884955752212389,0.4486735870818916,0.5432960893854748
276,GRCh38_notinalllowmapandsegdupregions,782,1118,487,0.6227621483375959,0.43559928443649376,0.5126315789473685
276,GRCh38_notinsegdups,782,1123,487,0.6227621483375959,0.43365983971504896,0.5112860892388451
276,GRCh38_segdups,5,38,2,0.4,0.05263157894736842,0.09302325581395349
279,GRCh38_alldifficultregions,647,294,178,0.2751159196290572,0.6054421768707483,0.3783209351753454
279,GRCh38_alllowmapandsegdupregions,20,43,5,0.25,0.11627906976744186,0.15873015873015872
279,GRCh38_notinalldifficultregions,1759,867,627,0.3564525298465037,0.7231833910034602,0.4775323686214776
279,GRCh38_notinalllowmapandsegdupregions,2386,1118,800,0.3352891869237217,0.7155635062611807,0.4566210045662101
279,GRCh38_notinsegdups,2386,1123,800,0.3352891869237217,0.7123775601068566,0.45597036192647483
279,GRCh38_segdups,20,38,5,0.25,0.13157894736842105,0.1724137931034483
280,GRCh38_alldifficultregions,440,294,186,0.42272727272727273,0.6326530612244898,0.5068119891008175
280,GRCh38_alllowmapandsegdupregions,7,43,4,0.5714285714285714,0.09302325581395349,0.16
280,GRCh38_notinalldifficultregions,961,867,655,0.6815816857440167,0.7554786620530565,0.7166301969365427
280,GRCh38_notinalllowmapandsegdupregions,1394,1118,837,0.6004304160688666,0.7486583184257602,0.6664012738853503
280,GRCh38_notinsegdups,1394,1123,837,0.6004304160688666,0.7453250222617988,0.6650774731823599
280,GRCh38_segdups,7,38,4,0.5714285714285714,0.10526315789473684,0.17777777777777778
281,GRCh38_alldifficultregions,647,294,178,0.2751159196290572,0.6054421768707483,0.3783209351753454
281,GRCh38_alllowmapandsegdupregions,20,43,5,0.25,0.11627906976744186,0.15873015873015872
281,GRCh38_notinalldifficultregions,1759,867,627,0.3564525298465037,0.7231833910034602,0.4775323686214776
281,GRCh38_notinalllowmapandsegdupregions,2386,1118,800,0.3352891869237217,0.7155635062611807,0.4566210045662101
281,GRCh38_notinsegdups,2386,1123,800,0.3352891869237217,0.7123775601068566,0.45597036192647483
281,GRCh38_segdups,20,38,5,0.25,0.13157894736842105,0.1724137931034483
282,GRCh38_alldifficultregions,418,294,181,0.43301435406698563,0.6156462585034014,0.5084269662921348
282,GRCh38_alllowmapandsegdupregions,9,43,2,0.2222222222222222,0.046511627906976744,0.07692307692307693
282,GRCh38_notinalldifficultregions,951,867,667,0.7013669821240799,0.7693194925028836,0.7337733773377337
282,GRCh38_notinalllowmapandsegdupregions,1360,1118,846,0.6220588235294118,0.7567084078711985,0.6828087167070218
282,GRCh38_notinsegdups,1360,1123,846,0.6220588235294118,0.7533392698130009,0.6814337494965768
282,GRCh38_segdups,9,38,2,0.2222222222222222,0.05263157894736842,0.0851063829787234
285,GRCh38_alldifficultregions,147,294,34,0.23129251700680273,0.11564625850340136,0.1541950113378685
285,GRCh38_alllowmapandsegdupregions,5,43,0,0.0,0.0,0.0
285,GRCh38_notinalldifficultregions,403,867,102,0.2531017369727047,0.11764705882352941,0.16062992125984255
285,GRCh38_notinalllowmapandsegdupregions,545,1118,136,0.24954128440366974,0.12164579606440072,0.1635598316295851
285,GRCh38_notinsegdups,545,1123,136,0.24954128440366974,0.12110418521816563,0.16306954436450838
285,GRCh38_segdups,5,38,0,0.0,0.0,0.0
286,GRCh38_alldifficultregions,161,294,95,0.5900621118012422,0.3231292517006803,0.4175824175824176
286,GRCh38_alllowmapandsegdupregions,0,43,0,,0.0,
286,GRCh38_notinalldifficultregions,478,867,374,0.7824267782426778,0.43137254901960786,0.5561338289962826
286,GRCh38_notinalllowmapandsegdupregions,639,1118,469,0.7339593114241002,0.41949910554561715,0.5338645418326694
286,GRCh38_notinsegdups,639,1123,469,0.7339593114241002,0.41763134461264473,0.5323496027241771
286,GRCh38_segdups,0,38,0,,0.0,
287,GRCh38_alldifficultregions,147,294,34,0.23129251700680273,0.11564625850340136,0.1541950113378685
287,GRCh38_alllowmapandsegdupregions,5,43,0,0.0,0.0,0.0
287,GRCh38_notinalldifficultregions,403,867,102,0.2531017369727047,0.11764705882352941,0.16062992125984255
287,GRCh38_notinalllowmapandsegdupregions,545,1118,136,0.24954128440366974,0.12164579606440072,0.1635598316295851
287,GRCh38_notinsegdups,545,1123,136,0.24954128440366974,0.12110418521816563,0.16306954436450838
287,GRCh38_segdups,5,38,0,0.0,0.0,0.0
288,GRCh38_alldifficultregions,185,294,97,0.5243243243243243,0.3299319727891156,0.4050104384133611
288,GRCh38_alllowmapandsegdupregions,6,43,2,0.3333333333333333,0.046511627906976744,0.08163265306122448
288,GRCh38_notinalldifficultregions,512,867,384,0.75,0.4429065743944637,0.5569253081943436
288,GRCh38_notinalllowmapandsegdupregions,691,1118,479,0.6931982633863966,0.4284436493738819,0.5295743504698729
288,GRCh38_notinsegdups,691,1123,479,0.6931982633863966,0.42653606411398043,0.5281146637265711
288,GRCh38_segdups,6,38,2,0.3333333333333333,0.05263157894736842,0.09090909090909091
290,GRCh38_alldifficultregions,324,294,254,0.7839506172839507,0.8639455782312925,0.8220064724919094
290,GRCh38_alllowmapandsegdupregions,47,43,36,0.7659574468085106,0.8372093023255814,0.8
290,GRCh38_notinalldifficultregions,937,867,782,0.8345784418356457,0.9019607843137255,0.8669623059866961
290,GRCh38_notinalllowmapandsegdupregions,1214,1118,1000,0.8237232289950577,0.8944543828264758,0.8576329331046313
290,GRCh38_notinsegdups,1219,1123,1005,0.8244462674323215,0.8949243098842387,0.8582408198121264
290,GRCh38_segdups,42,38,31,0.7380952380952381,0.8157894736842105,0.775
296,GRCh38_alldifficultregions,324,294,256,0.7901234567901234,0.8707482993197279,0.8284789644012944
296,GRCh38_alllowmapandsegdupregions,45,43,36,0.8,0.8372093023255814,0.8181818181818183
296,GRCh38_notinalldifficultregions,952,867,785,0.8245798319327731,0.9054209919261822,0.863111599780099
296,GRCh38_notinalllowmapandsegdupregions,1231,1118,1005,0.8164094232331438,0.8989266547406082,0.8556832694763729
296,GRCh38_notinsegdups,1236,1123,1010,0.8171521035598706,0.8993766696349065,0.8562950402713015
296,GRCh38_segdups,40,38,31,0.775,0.8157894736842105,0.7948717948717949
302,GRCh38_alldifficultregions,331,294,254,0.7673716012084593,0.8639455782312925,0.8128
302,GRCh38_alllowmapandsegdupregions,48,43,36,0.75,0.8372093023255814,0.7912087912087912
302,GRCh38_notinalldifficultregions,962,867,784,0.814968814968815,0.9042675893886967,0.8572990705303445
302,GRCh38_notinalllowmapandsegdupregions,1245,1118,1002,0.8048192771084337,0.8962432915921288,0.8480744815911977
302,GRCh38_notinsegdups,1250,1123,1007,0.8056,0.8967052537845058,0.8487147071217868
302,GRCh38_segdups,43,38,31,0.7209302325581395,0.8157894736842105,0.765432098765432
308,GRCh38_alldifficultregions,319,294,255,0.799373040752351,0.8673469387755102,0.831973898858075
308,GRCh38_alllowmapandsegdupregions,44,43,36,0.8181818181818182,0.8372093023255814,0.8275862068965518
308,GRCh38_notinalldifficultregions,918,867,783,0.8529411764705882,0.903114186851211,0.8773109243697479
308,GRCh38_notinalllowmapandsegdupregions,1193,1118,1002,0.8398994132439229,0.8962432915921288,0.8671570748593682
308,GRCh38_notinsegdups,1198,1123,1007,0.840567612687813,0.8967052537845058,0.8677294269711332
308,GRCh38_segdups,39,38,31,0.7948717948717948,0.8157894736842105,0.8051948051948051
314,GRCh38_alldifficultregions,257,294,231,0.8988326848249028,0.7857142857142857,0.838475499092559
314,GRCh38_alllowmapandsegdupregions,17,43,14,0.8235294117647058,0.32558139534883723,0.46666666666666673
314,GRCh38_notinalldifficultregions,825,867,776,0.9406060606060606,0.895040369088812,0.9172576832151299
314,GRCh38_notinalllowmapandsegdupregions,1065,1118,993,0.9323943661971831,0.8881932021466905,0.9097572148419607
314,GRCh38_notinsegdups,1065,1123,993,0.9323943661971831,0.8842386464826358,0.9076782449725778
