run,TestCaseNo,region,filter,n_input,n_kept,iou,precision,recall,f1
441,441,GRCh38_segdups,legacy,1104,673,0.40644171779141103,0.787518573551263,0.45650301464254955,0.5779716466739367
442,442,GRCh38_alldifficultregions,corrected,1276,324,0.2082994304312449,0.7901234567901234,0.22049956933677864,0.3447811447811448
442,442,GRCh38_alldifficultregions,legacy,1276,1170,0.6866859623733719,0.8111111111111111,0.8173987941429802,0.8142428142428142
442,442,GRCh38_alllowmapandsegdupregions,corrected,1276,45,0.03076923076923077,0.8,0.031007751937984496,0.059701492537313425
442,442,GRCh38_alllowmapandsegdupregions,legacy,1276,959,0.5762081784386617,0.808133472367049,0.6675279931093885,0.7311320754716981
442,442,GRCh38_notinalldifficultregions,corrected,1276,952,0.5911144578313253,0.8245798319327731,0.6761412575366064,0.743019403691434
442,442,GRCh38_notinalldifficultregions,legacy,1276,1271,0.7421203438395415,0.8151062155782848,0.892334194659776,0.8519736842105262
442,442,GRCh38_notinalllowmapandsegdupregions,corrected,1276,1231,0.7245854361932228,0.8164094232331438,0.8656330749354005,0.8403010033444817
442,442,GRCh38_notinalllowmapandsegdupregions,legacy,1276,1276,0.745702005730659,0.8158307210031348,0.896640826873385,0.8543290931473123
442,442,GRCh38_notinsegdups,corrected,1276,1236,0.7281903388608507,0.8171521035598706,0.8699397071490095,0.8427200667501042
442,442,GRCh38_notinsegdups,legacy,1276,1276,0.745702005730659,0.8158307210031348,0.896640826873385,0.8543290931473123
442,442,GRCh38_segdups,corrected,1276,40,0.026495726495726495,0.775,0.026701119724375538,0.05162364696086595
442,442,GRCh38_segdups,legacy,1276,768,0.47027439024390244,0.8033854166666666,0.5314384151593454,0.6397096941420425
443,443,GRCh38_alldifficultregions,corrected,1104,278,0.1804757998359311,0.7913669064748201,0.18949181739879414,0.30576789437109103
443,443,GRCh38_alldifficultregions,legacy,1104,1007,0.6023651145602366,0.8093346573982125,0.7019810508182601,0.7518450184501845
443,443,GRCh38_alllowmapandsegdupregions,corrected,1104,48,0.02457627118644068,0.6041666666666666,0.024978466838931956,0.04797353184449958
443,443,GRCh38_alllowmapandsegdupregions,legacy,1104,829,0.5018867924528302,0.8021712907117008,0.5727820844099913,0.6683417085427136
443,443,GRCh38_notinalldifficultregions,corrected,1104,826,0.5110266159695818,0.8135593220338984,0.5788113695090439,0.6763965777554102
443,443,GRCh38_notinalldifficultregions,legacy,1104,1100,0.6467589220684632,0.8072727272727273,0.7648578811369509,0.7854931446262715
443,443,GRCh38_notinalllowmapandsegdupregions,corrected,1104,1056,0.6373707533234859,0.8172348484848485,0.7433247200689062,0.778529544429409
443,443,GRCh38_notinalllowmapandsegdupregions,legacy,1104,1104,0.6496722505462491,0.8079710144927537,0.768303186907838,0.7876379690949227
443,443,GRCh38_notinsegdups,corrected,1104,1060,0.6403249630723782,0.8179245283018868,0.7467700258397932,0.7807294011706438
443,443,GRCh38_notinsegdups,legacy,1104,1104,0.6496722505462491,0.8079710144927537,0.768303186907838,0.7876379690949227
443,443,GRCh38_segdups,corrected,1104,44,0.0211864406779661,0.5681818181818182,0.02153316106804479,0.04149377593360996
443,443,GRCh38_segdups,legacy,1104,673,0.40644171779141103,0.787518573551263,0.45650301464254955,0.5779716466739367
444,444,GRCh38_alldifficultregions,corrected,1138,291,0.20198675496688742,0.8384879725085911,0.21016365202411713,0.3360881542699724
444,444,GRCh38_alldifficultregions,legacy,1138,1038,0.7193119624706802,0.8863198458574181,0.7924203273040482,0.8367439745338789
444,444,GRCh38_alllowmapandsegdupregions,corrected,1138,43,0.028181041844577284,0.7674418604651163,0.028423772609819122,0.054817275747508304
444,444,GRCh38_alllowmapandsegdupregions,legacy,1138,849,0.5927099841521395,0.8810365135453475,0.6442721791559001,0.7442786069651741
444,444,GRCh38_notinalldifficultregions,corrected,1138,847,0.6167471819645732,0.9043683589138135,0.6597760551248923,0.7629482071713148
444,444,GRCh38_notinalldifficultregions,legacy,1138,1135,0.7812257564003103,0.8872246696035242,0.8673557278208441,0.877177700348432
444,444,GRCh38_notinalllowmapandsegdupregions,corrected,1138,1095,0.7638780297107115,0.8922374429223744,0.8415159345391904,0.8661347517730495
444,444,GRCh38_notinalllowmapandsegdupregions,legacy,1138,1138,0.7835531419705197,0.8875219683655536,0.8699397071490095,0.8786428882122662
444,444,GRCh38_notinsegdups,corrected,1138,1102,0.7665886026541764,0.8911070780399274,0.8458225667527993,0.8678745028722934
444,444,GRCh38_notinsegdups,legacy,1138,1138,0.7835531419705197,0.8875219683655536,0.8699397071490095,0.8786428882122662
444,444,GRCh38_segdups,corrected,1138,36,0.023952095808383235,0.7777777777777778,0.024117140396210164,0.046783625730994156
444,444,GRCh38_segdups,legacy,1138,676,0.47906602254428343,0.8801775147928994,0.512489233419466,0.6477953184540011
447,447,GRCh38_alldifficultregions,corrected,962,243,0.1848101265822785,0.9012345679012346,0.18863049095607234,0.31196581196581197
447,447,GRCh38_alldifficultregions,legacy,962,886,0.6534733441033925,0.9130925507900677,0.6968130921619293,0.7904250122129947
447,447,GRCh38_alllowmapandsegdupregions,corrected,962,39,0.024765157984628524,0.7435897435897436,0.024978466838931956,0.04833333333333334
447,447,GRCh38_alllowmapandsegdupregions,legacy,962,726,0.5391517128874388,0.9104683195592287,0.5693367786391043,0.7005829358770536
447,447,GRCh38_notinalldifficultregions,corrected,962,719,0.5460526315789473,0.9235048678720446,0.5719207579672696,0.7063829787234043
447,447,GRCh38_notinalldifficultregions,legacy,962,958,0.7088709677419355,0.9175365344467641,0.7571059431524548,0.829636621047664
447,447,GRCh38_notinalllowmapandsegdupregions,corrected,962,923,0.6943089430894309,0.9252437703141928,0.73557278208441,0.81957773512476
447,447,GRCh38_notinalllowmapandsegdupregions,legacy,962,962,0.7120967741935483,0.9178794178794178,0.7605512489233419,0.8318417333961375
447,447,GRCh38_notinsegdups,corrected,962,927,0.697560975609756,0.9255663430420712,0.7390180878552972,0.82183908045977
447,447,GRCh38_notinsegdups,legacy,962,962,0.7120967741935483,0.9178794178794178,0.7605512489233419,0.8318417333961375
447,447,GRCh38_segdups,corrected,962,35,0.02134927412467976,0.7142857142857143,0.02153316106804479,0.04180602006688963
447,447,GRCh38_segdups,legacy,962,579,0.4332784184514003,0.9084628670120898,0.45305770887166236,0.6045977011494253
448,448,GRCh38_alldifficultregions,corrected,1293,331,0.20516962843295639,0.7673716012084593,0.21877691645133507,0.34048257372654156
448,448,GRCh38_alldifficultregions,legacy,1293,1184,0.6761972837741244,0.7989864864864865,0.8148148148148148,0.8068230277185501
448,448,GRCh38_alllowmapandsegdupregions,corrected,1293,48,0.030690537084398978,0.75,0.031007751937984496,0.059553349875930514
448,448,GRCh38_alllowmapandsegdupregions,legacy,1293,968,0.5700589970501475,0.7985537190082644,0.6658053402239449,0.7261625176139033
448,448,GRCh38_notinalldifficultregions,corrected,1293,962,0.585511575802838,0.814968814968815,0.6752799310938846,0.7385774846914744
448,448,GRCh38_notinalldifficultregions,legacy,1293,1289,0.730225988700565,0.8021722265321956,0.8906115417743324,0.8440816326530612
448,448,GRCh38_notinalllowmapandsegdupregions,corrected,1293,1245,0.7136752136752137,0.8048192771084337,0.8630490956072352,0.8329177057356608
448,448,GRCh38_notinalllowmapandsegdupregions,legacy,1293,1293,0.7330508474576272,0.802784222737819,0.8940568475452196,0.8459657701711492
448,448,GRCh38_notinsegdups,corrected,1293,1250,0.7172364672364673,0.8056,0.8673557278208441,0.8353380340107839
448,448,GRCh38_notinsegdups,legacy,1293,1293,0.7330508474576272,0.802784222737819,0.8940568475452196,0.8459657701711492
448,448,GRCh38_segdups,corrected,1293,43,0.026427962489343565,0.7209302325581395,0.026701119724375538,0.05149501661129568
448,448,GRCh38_segdups,legacy,1293,777,0.4637462235649547,0.7902187902187903,0.52885443583118,0.6336429308565532
449,449,GRCh38_alldifficultregions,corrected,962,243,0.1848101265822785,0.9012345679012346,0.18863049095607234,0.31196581196581197
449,449,GRCh38_alldifficultregions,legacy,962,886,0.6534733441033925,0.9130925507900677,0.6968130921619293,0.7904250122129947
449,449,GRCh38_alllowmapandsegdupregions,corrected,962,39,0.024765157984628524,0.7435897435897436,0.024978466838931956,0.04833333333333334
449,449,GRCh38_alllowmapandsegdupregions,legacy,962,726,0.5391517128874388,0.9104683195592287,0.5693367786391043,0.7005829358770536
449,449,GRCh38_notinalldifficultregions,corrected,962,719,0.5460526315789473,0.9235048678720446,0.5719207579672696,0.7063829787234043
449,449,GRCh38_notinalldifficultregions,legacy,962,958,0.7088709677419355,0.9175365344467641,0.7571059431524548,0.829636621047664
449,449,GRCh38_notinalllowmapandsegdupregions,corrected,962,923,0.6943089430894309,0.9252437703141928,0.73557278208441,0.81957773512476
449,449,GRCh38_notinalllowmapandsegdupregions,legacy,962,962,0.7120967741935483,0.9178794178794178,0.7605512489233419,0.8318417333961375
449,449,GRCh38_notinsegdups,corrected,962,927,0.697560975609756,0.9255663430420712,0.7390180878552972,0.82183908045977
449,449,GRCh38_notinsegdups,legacy,962,962,0.7120967741935483,0.9178794178794178,0.7605512489233419,0.8318417333961375
449,449,GRCh38_segdups,corrected,962,35,0.02134927412467976,0.7142857142857143,0.02153316106804479,0.04180602006688963
449,449,GRCh38_segdups,legacy,962,579,0.4332784184514003,0.9084628670120898,0.45305770887166236,0.6045977011494253
450,450,GRCh38_alldifficultregions,corrected,1139,287,0.20066334991708126,0.8432055749128919,0.20844099913867356,0.3342541436464088
450,450,GRCh38_alldifficultregions,legacy,1139,1039,0.7200938232994527,0.8864292589027911,0.7932816537467701,0.8372727272727272
450,450,GRCh38_alllowmapandsegdupregions,corrected,1139,44,0.028156996587030716,0.75,0.028423772609819122,0.054771784232365145
450,450,GRCh38_alllowmapandsegdupregions,legacy,1139,847,0.5949166004765687,0.8842975206611571,0.6451335055986219,0.7460159362549802
450,450,GRCh38_notinalldifficultregions,corrected,1139,852,0.6194690265486725,0.903755868544601,0.6632213608957795,0.7650273224043717
450,450,GRCh38_notinalldifficultregions,legacy,1139,1136,0.7833850931677019,0.8882042253521126,0.8690783807062877,0.8785372224640836
450,450,GRCh38_notinalllowmapandsegdupregions,corrected,1139,1095,0.7666405638214565,0.8940639269406393,0.843238587424634,0.8679078014184398
450,450,GRCh38_notinalllowmapandsegdupregions,legacy,1139,1139,0.7857142857142857,0.8884986830553117,0.8716623600344531,0.88
450,450,GRCh38_notinsegdups,corrected,1139,1102,0.7693510555121188,0.8929219600725953,0.8475452196382429,0.8696420680512593
450,450,GRCh38_notinsegdups,legacy,1139,1139,0.7857142857142857,0.8884986830553117,0.8716623600344531,0.88
450,450,GRCh38_segdups,corrected,1139,37,0.023931623931623933,0.7567567567567568,0.024117140396210164,0.04674457429048414
450,450,GRCh38_segdups,legacy,1139,675,0.4806451612903226,0.882962962962963,0.5133505598621878,0.6492374727668845
453,453,GRCh38_alldifficultregions,corrected,1023,262,0.18386023294509152,0.8435114503816794,0.19035314384151594,0.3106113843991567
453,453,GRCh38_alldifficultregions,legacy,1023,943,0.6272235112142305,0.8600212089077413,0.6985357450473729,0.770912547528517
453,453,GRCh38_alllowmapandsegdupregions,corrected,1023,46,0.02461799660441426,0.6304347826086957,0.024978466838931956,0.04805302402651201
453,453,GRCh38_alllowmapandsegdupregions,legacy,1023,770,0.5204724409448819,0.8584415584415584,0.5693367786391043,0.6846193682030036
453,453,GRCh38_notinalldifficultregions,corrected,1023,761,0.5278219395866455,0.8725361366622865,0.5719207579672696,0.6909469302809574
453,453,GRCh38_notinalldifficultregions,legacy,1023,1019,0.6782140107775212,0.8645731108930323,0.7588285960378983,0.8082568807339449
453,453,GRCh38_notinalllowmapandsegdupregions,corrected,1023,977,0.6677067082683308,0.8761514841351075,0.7372954349698536,0.8007483629560336
453,453,GRCh38_notinalllowmapandsegdupregions,legacy,1023,1023,0.6812933025404158,0.8651026392961877,0.7622739018087855,0.8104395604395604
453,453,GRCh38_notinsegdups,corrected,1023,982,0.6703039750584567,0.8757637474541752,0.7407407407407407,0.8026131591227251
453,453,GRCh38_notinsegdups,legacy,1023,1023,0.6812933025404158,0.8651026392961877,0.7622739018087855,0.8104395604395604
453,453,GRCh38_segdups,corrected,1023,41,0.021240441801189464,0.6097560975609756,0.02153316106804479,0.04159733777038269
453,453,GRCh38_segdups,legacy,1023,617,0.41899441340782123,0.8508914100486223,0.45219638242894056,0.5905511811023623
454,454,GRCh38_alldifficultregions,corrected,1237,319,0.20816326530612245,0.799373040752351,0.21963824289405684,0.34459459459459457
454,454,GRCh38_alldifficultregions,legacy,1237,1128,0.7043931496649293,0.8386524822695035,0.8148148148148148,0.8265618173875054
454,454,GRCh38_alllowmapandsegdupregions,corrected,1237,44,0.030795551753635585,0.8181818181818182,0.031007751937984496,0.05975103734439835
454,454,GRCh38_alllowmapandsegdupregions,legacy,1237,919,0.5902140672782875,0.8400435255712732,0.664944013781223,0.7423076923076923
454,454,GRCh38_notinalldifficultregions,corrected,1237,918,0.6041666666666666,0.8529411764705882,0.6744186046511628,0.7532467532467532
454,454,GRCh38_notinalldifficultregions,legacy,1237,1232,0.7595588235294117,0.838474025974026,0.8897502153316107,0.8633514417049728
454,454,GRCh38_notinalllowmapandsegdupregions,corrected,1237,1193,0.7411242603550295,0.8398994132439229,0.8630490956072352,0.8513169073916736
454,454,GRCh38_notinalllowmapandsegdupregions,legacy,1237,1237,0.763235294117647,0.8391269199676638,0.8940568475452196,0.865721434528774
454,454,GRCh38_notinsegdups,corrected,1237,1198,0.7448224852071006,0.840567612687813,0.8673557278208441,0.8537515896566342
454,454,GRCh38_notinsegdups,legacy,1237,1237,0.763235294117647,0.8391269199676638,0.8940568475452196,0.865721434528774
454,454,GRCh38_segdups,corrected,1237,39,0.026518391787852865,0.7948717948717948,0.026701119724375538,0.05166666666666667
454,454,GRCh38_segdups,legacy,1237,738,0.4778210116731518,0.8319783197831978,0.52885443583118,0.6466561348077935
455,455,GRCh38_alldifficultregions,corrected,1023,262,0.18386023294509152,0.8435114503816794,0.19035314384151594,0.3106113843991567
455,455,GRCh38_alldifficultregions,legacy,1023,943,0.6272235112142305,0.8600212089077413,0.6985357450473729,0.770912547528517
455,455,GRCh38_alllowmapandsegdupregions,corrected,1023,46,0.02461799660441426,0.6304347826086957,0.024978466838931956,0.04805302402651201
455,455,GRCh38_alllowmapandsegdupregions,legacy,1023,770,0.5204724409448819,0.8584415584415584,0.5693367786391043,0.6846193682030036
455,455,GRCh38_notinalldifficultregions,corrected,1023,761,0.5278219395866455,0.8725361366622865,0.5719207579672696,0.6909469302809574
455,455,GRCh38_notinalldifficultregions,legacy,1023,1019,0.6782140107775212,0.8645731108930323,0.7588285960378983,0.8082568807339449
455,455,GRCh38_notinalllowmapandsegdupregions,corrected,1023,977,0.6677067082683308,0.8761514841351075,0.7372954349698536,0.8007483629560336
455,455,GRCh38_notinalllowmapandsegdupregions,legacy,1023,1023,0.6812933025404158,0.8651026392961877,0.7622739018087855,0.8104395604395604
455,455,GRCh38_notinsegdups,corrected,1023,982,0.6703039750584567,0.8757637474541752,0.7407407407407407,0.8026131591227251
455,455,GRCh38_notinsegdups,legacy,1023,1023,0.6812933025404158,0.8651026392961877,0.7622739018087855,0.8104395604395604
455,455,GRCh38_segdups,corrected,1023,41,0.021240441801189464,0.6097560975609756,0.02153316106804479,0.04159733777038269
455,455,GRCh38_segdups,legacy,1023,617,0.41899441340782123,0.8508914100486223,0.45219638242894056,0.5905511811023623
456,456,GRCh38_alldifficultregions,corrected,1131,295,0.20032976092333057,0.823728813559322,0.20930232558139536,0.3337912087912088
456,456,GRCh38_alldifficultregions,legacy,1131,1032,0.72,0.8895348837209303,0.7906976744186046,0.8372093023255814
456,456,GRCh38_alllowmapandsegdupregions,corrected,1131,42,0.028205128205128206,0.7857142857142857,0.028423772609819122,0.054862842892768084
456,456,GRCh38_alllowmapandsegdupregions,legacy,1131,843,0.5930047694753577,0.8849347568208779,0.6425495262704565,0.7445109780439122
456,456,GRCh38_notinalldifficultregions,corrected,1131,836,0.6183144246353323,0.9126794258373205,0.657192075796727,0.7641462193289934
456,456,GRCh38_notinalldifficultregions,legacy,1131,1128,0.7799377916018663,0.8891843971631206,0.8639104220499569,0.8763652249890782
456,456,GRCh38_notinalllowmapandsegdupregions,corrected,1131,1089,0.7619420516836335,0.8934802571166207,0.8380706287683032,0.8648888888888888
456,456,GRCh38_notinalllowmapandsegdupregions,legacy,1131,1131,0.7822706065318819,0.8894783377541998,0.8664944013781223,0.8778359511343804
456,456,GRCh38_notinsegdups,corrected,1131,1096,0.764659890539484,0.8923357664233577,0.8423772609819121,0.8666371289322109
456,456,GRCh38_notinsegdups,legacy,1131,1131,0.7822706065318819,0.8894783377541998,0.8664944013781223,0.8778359511343804
456,456,GRCh38_segdups,corrected,1131,35,0.023972602739726026,0.8,0.024117140396210164,0.04682274247491639
456,456,GRCh38_segdups,legacy,1131,669,0.4793856103476152,0.8863976083707026,0.5107665805340224,0.6480874316939891
459,459,GRCh38_alldifficultregions,corrected,967,222,0.1760204081632653,0.9324324324324325,0.17829457364341086,0.2993492407809111
459,459,GRCh38_alldifficultregions,legacy,967,882,0.6436041834271923,0.9070294784580499,0.6890611541774333,0.7831620166421929
459,459,GRCh38_alllowmapandsegdupregions,corrected,967,19,0.012006861063464836,0.7368421052631579,0.012058570198105082,0.023728813559322038
459,459,GRCh38_alllowmapandsegdupregions,legacy,967,719,0.5296989422294548,0.9054242002781642,0.5607235142118863,0.6925531914893616
459,459,GRCh38_notinalldifficultregions,corrected,967,745,0.5408245755860954,0.897986577181208,0.5762273901808785,0.7019937040923399
459,459,GRCh38_notinalldifficultregions,legacy,967,963,0.6964856230031949,0.9055036344755971,0.7510766580534023,0.8210922787193974
459,459,GRCh38_notinalllowmapandsegdupregions,corrected,967,948,0.6912590216519647,0.9092827004219409,0.7424633936261843,0.8174490279753438
459,459,GRCh38_notinalllowmapandsegdupregions,legacy,967,967,0.6996805111821086,0.905894519131334,0.7545219638242894,0.8233082706766917
459,459,GRCh38_notinsegdups,corrected,967,951,0.6896,0.9064143007360673,0.7424633936261843,0.8162878787878788
459,459,GRCh38_notinsegdups,legacy,967,967,0.6996805111821086,0.905894519131334,0.7545219638242894,0.8233082706766917
459,459,GRCh38_segdups,corrected,967,16,0.012037833190025795,0.875,0.012058570198105082,0.0237892948173322
459,459,GRCh38_segdups,legacy,967,575,0.4276315789473684,0.9043478260869565,0.4478897502153316,0.5990783410138248
460,460,GRCh38_alldifficultregions,corrected,1082,257,0.1946082561078349,0.8988326848249028,0.19896640826873385,0.3258110014104373
460,460,GRCh38_alldifficultregions,legacy,1082,986,0.7455284552845528,0.9300202839756593,0.7898363479758829,0.8542151839776432
460,460,GRCh38_alllowmapandsegdupregions,corrected,1082,17,0.012027491408934709,0.8235294117647058,0.012058570198105082,0.023769100169779286
460,460,GRCh38_alllowmapandsegdupregions,legacy,1082,799,0.6118421052631579,0.9311639549436797,0.6408268733850129,0.7591836734693878
460,460,GRCh38_notinalldifficultregions,corrected,1082,825,0.6413223140495867,0.9406060606060606,0.6683893195521102,0.7814702920443101
460,460,GRCh38_notinalldifficultregions,legacy,1082,1079,0.8122977346278317,0.9304911955514366,0.8647717484926787,0.8964285714285714
460,460,GRCh38_notinalllowmapandsegdupregions,corrected,1082,1065,0.805352798053528,0.9323943661971831,0.8552971576227391,0.8921832884097034
460,460,GRCh38_notinalllowmapandsegdupregions,legacy,1082,1082,0.8147249190938511,0.9306839186691312,0.8673557278208441,0.8979045920641997
460,460,GRCh38_notinsegdups,corrected,1082,1065,0.805352798053528,0.9323943661971831,0.8552971576227391,0.8921832884097034
460,460,GRCh38_notinsegdups,legacy,1082,1082,0.8147249190938511,0.9306839186691312,0.8673557278208441,0.8979045920641997
460,460,GRCh38_segdups,corrected,1082,17,0.012027491408934709,0.8235294117647058,0.012058570198105082,0.023769100169779286
460,460,GRCh38_segdups,legacy,1082,638,0.4904722452361226,0.9278996865203761,0.5099052540913006,0.6581434130072261
461,461,GRCh38_alldifficultregions,corrected,967,222,0.1760204081632653,0.9324324324324325,0.17829457364341086,0.2993492407809111
461,461,GRCh38_alldifficultregions,legacy,967,882,0.6436041834271923,0.9070294784580499,0.6890611541774333,0.7831620166421929
461,461,GRCh38_alllowmapandsegdupregions,corrected,967,19,0.012006861063464836,0.7368421052631579,0.012058570198105082,0.023728813559322038
461,461,GRCh38_alllowmapandsegdupregions,legacy,967,719,0.5296989422294548,0.9054242002781642,0.5607235142118863,0.6925531914893616
461,461,GRCh38_notinalldifficultregions,corrected,967,745,0.5408245755860954,0.897986577181208,0.5762273901808785,0.7019937040923399
461,461,GRCh38_notinalldifficultregions,legacy,967,963,0.6964856230031949,0.9055036344755971,0.7510766580534023,0.8210922787193974
461,461,GRCh38_notinalllowmapandsegdupregions,corrected,967,948,0.6912590216519647,0.9092827004219409,0.7424633936261843,0.8174490279753438
461,461,GRCh38_notinalllowmapandsegdupregions,legacy,967,967,0.6996805111821086,0.905894519131334,0.7545219638242894,0.8233082706766917
461,461,GRCh38_notinsegdups,corrected,967,951,0.6896,0.9064143007360673,0.7424633936261843,0.8162878787878788
461,461,GRCh38_notinsegdups,legacy,967,967,0.6996805111821086,0.905894519131334,0.7545219638242894,0.8233082706766917
461,461,GRCh38_segdups,corrected,967,16,0.012037833190025795,0.875,0.012058570198105082,0.0237892948173322
461,461,GRCh38_segdups,legacy,967,575,0.4276315789473684,0.9043478260869565,0.4478897502153316,0.5990783410138248
462,462,GRCh38_alldifficultregions,corrected,1071,254,0.18410041841004185,0.8661417322834646,0.18949181739879414,0.3109540636042403
462,462,GRCh38_alldifficultregions,legacy,1071,975,0.7198067632850241,0.916923076923077,0.7700258397932817,0.8370786516853933
462,462,GRCh38_alllowmapandsegdupregions,corrected,1071,17,0.009425878320479864,0.6470588235294118,0.009474590869939707,0.01867572156196944
462,462,GRCh38_alllowmapandsegdupregions,legacy,1071,788,0.5897226753670473,0.9175126903553299,0.6227390180878553,0.7419189327860441
462,462,GRCh38_notinalldifficultregions,corrected,1071,817,0.6279835390946502,0.9339045287637698,0.657192075796727,0.7714863498483316
462,462,GRCh38_notinalldifficultregions,legacy,1071,1068,0.7846277021617294,0.9176029962546817,0.8440999138673557,0.879318079856438
462,462,GRCh38_notinalllowmapandsegdupregions,corrected,1071,1054,0.7819790828640386,0.9222011385199241,0.8372093023255814,0.8776523702031603
462,462,GRCh38_notinalllowmapandsegdupregions,legacy,1071,1071,0.7870296236989591,0.9178338001867413,0.8466838931955211,0.8808243727598567
462,462,GRCh38_notinsegdups,corrected,1071,1056,0.7807228915662651,0.9204545454545454,0.8372093023255814,0.8768606224627874
462,462,GRCh38_notinsegdups,legacy,1071,1071,0.7870296236989591,0.9178338001867413,0.8466838931955211,0.8808243727598567
462,462,GRCh38_segdups,corrected,1071,15,0.00944206008583691,0.7333333333333333,0.009474590869939707,0.01870748299319728
462,462,GRCh38_segdups,legacy,1071,625,0.47603305785123967,0.9216,0.49612403100775193,0.64501679731243
465,465,GRCh38_alldifficultregions,corrected,968,222,0.15829145728643215,0.8513513513513513,0.16279069767441862,0.27331887201735355
465,465,GRCh38_alldifficultregions,legacy,968,883,0.573518090839107,0.8437146092865232,0.6416881998277347,0.7289628180039139
465,465,GRCh38_alllowmapandsegdupregions,corrected,968,14,0.008583690987124463,0.7142857142857143,0.008613264427217916,0.01702127659574468
465,465,GRCh38_alllowmapandsegdupregions,legacy,968,715,0.4748427672955975,0.8447552447552448,0.5202411714039621,0.6439232409381663
465,465,GRCh38_notinalldifficultregions,corrected,968,746,0.4921752738654147,0.8431635388739946,0.5417743324720069,0.659674882013634
465,465,GRCh38_notinalldifficultregions,legacy,968,963,0.6213740458015267,0.8452751817237798,0.7011197243755384,0.7664783427495293
465,465,GRCh38_notinalllowmapandsegdupregions,corrected,968,954,0.6182096403978576,0.8469601677148847,0.6959517657192076,0.7640661938534278
465,465,GRCh38_notinalllowmapandsegdupregions,legacy,968,968,0.623951182303585,0.8450413223140496,0.7045650301464255,0.7684358853922029
465,465,GRCh38_notinsegdups,corrected,968,956,0.6172650878533231,0.8451882845188284,0.6959517657192076,0.7633443552196506
465,465,GRCh38_notinsegdups,legacy,968,968,0.623951182303585,0.8450413223140496,0.7045650301464255,0.7684358853922029
465,465,GRCh38_segdups,corrected,968,12,0.008598452278589854,0.8333333333333334,0.008613264427217916,0.017050298380221655
465,465,GRCh38_segdups,legacy,968,573,0.383878691141261,0.8394415357766143,0.4142980189491817,0.5547866205305652
466,466,GRCh38_alldifficultregions,corrected,1094,259,0.1912751677852349,0.8803088803088803,0.19638242894056848,0.3211267605633803
466,466,GRCh38_alldifficultregions,legacy,1094,996,0.7256,0.9106425702811245,0.781223083548665,0.840982846546129
466,466,GRCh38_alllowmapandsegdupregions,corrected,1094,15,0.01117798796216681,0.8666666666666667,0.01119724375538329,0.022108843537414963
466,466,GRCh38_alllowmapandsegdupregions,legacy,1094,806,0.5952960259529603,0.9106699751861043,0.632213608957795,0.7463141840366039
466,466,GRCh38_notinalldifficultregions,corrected,1094,835,0.6280587275693311,0.9221556886227545,0.6632213608957795,0.7715430861723447
466,466,GRCh38_notinalldifficultregions,legacy,1094,1091,0.7915672235481305,0.9120073327222732,0.8570198105081827,0.8836589698046182
466,466,GRCh38_notinalllowmapandsegdupregions,corrected,1094,1079,0.7848605577689243,0.9128822984244671,0.8484065460809647,0.8794642857142857
466,466,GRCh38_notinalllowmapandsegdupregions,legacy,1094,1094,0.7939538583929993,0.9122486288848263,0.859603789836348,0.8851441241685145
466,466,GRCh38_notinsegdups,corrected,1094,1079,0.7848605577689243,0.9128822984244671,0.8484065460809647,0.8794642857142857
466,466,GRCh38_notinsegdups,legacy,1094,1094,0.7939538583929993,0.9122486288848263,0.859603789836348,0.8851441241685145
466,466,GRCh38_segdups,corrected,1094,15,0.01117798796216681,0.8666666666666667,0.01119724375538329,0.022108843537414963
466,466,GRCh38_segdups,legacy,1094,650,0.4795751633986928,0.9030769230769231,0.5055986218776917,0.6482606294864716
467,467,GRCh38_alldifficultregions,corrected,968,222,0.15829145728643215,0.8513513513513513,0.16279069767441862,0.27331887201735355
467,467,GRCh38_alldifficultregions,legacy,968,883,0.573518090839107,0.8437146092865232,0.6416881998277347,0.7289628180039139
467,467,GRCh38_alllowmapandsegdupregions,corrected,968,14,0.008583690987124463,0.7142857142857143,0.008613264427217916,0.01702127659574468
467,467,GRCh38_alllowmapandsegdupregions,legacy,968,715,0.4748427672955975,0.8447552447552448,0.5202411714039621,0.6439232409381663
467,467,GRCh38_notinalldifficultregions,corrected,968,746,0.4921752738654147,0.8431635388739946,0.5417743324720069,0.659674882013634
467,467,GRCh38_notinalldifficultregions,legacy,968,963,0.6213740458015267,0.8452751817237798,0.7011197243755384,0.7664783427495293
467,467,GRCh38_notinalllowmapandsegdupregions,corrected,968,954,0.6182096403978576,0.8469601677148847,0.6959517657192076,0.7640661938534278
467,467,GRCh38_notinalllowmapandsegdupregions,legacy,968,968,0.623951182303585,0.8450413223140496,0.7045650301464255,0.7684358853922029
467,467,GRCh38_notinsegdups,corrected,968,956,0.6172650878533231,0.8451882845188284,0.6959517657192076,0.7633443552196506
467,467,GRCh38_notinsegdups,legacy,968,968,0.623951182303585,0.8450413223140496,0.7045650301464255,0.7684358853922029
467,467,GRCh38_segdups,corrected,968,12,0.008598452278589854,0.8333333333333334,0.008613264427217916,0.017050298380221655
467,467,GRCh38_segdups,legacy,968,573,0.383878691141261,0.8394415357766143,0.4142980189491817,0.5547866205305652
468,468,GRCh38_alldifficultregions,corrected,1084,252,0.18045112781954886,0.8571428571428571,0.18604651162790697,0.3057324840764331
468,468,GRCh38_alldifficultregions,legacy,1084,990,0.7017405063291139,0.895959595959596,0.7639965546942291,0.8247326824732681
