run,Sample,Environment,isTrimmed,baseRecalibration,Mapper,VariantCaller,Duplicates,Inter/Union,Precision,Recall,f1_score
504,NC,Uhem + COSAP,NO,YES,BWA,Strelka,DELETE,0.5504782146652497,0.5896414342629482,0.892334194659776,0.7100753941055518
507,LL,Uhem + COSAP,YES,YES,BOWTIE,Strelka,DELETE,0.5477453580901857,0.7041773231031543,0.7114556416881999,0.7077977720651243
508,EA,Uhem + COSAP,YES,YES,BOWTIE,Strelka,DELETE,0.6565798733286418,0.7820620284995808,0.8036175710594315,0.7926932880203906
509,LL,Altay + COSAP,YES,YES,BOWTIE,Strelka,DELETE,0.5477453580901857,0.7041773231031543,0.7114556416881999,0.7077977720651243
510,NC,Uhem + COSAP,YES,YES,BOWTIE,Strelka,DELETE,0.6690442225392297,0.7955894826123834,0.8079242032730405,0.8017094017094016
513,LL,Uhem + COSAP,NO,NO,BOWTIE,Strelka,DELETE,0.5147164393395549,0.7555321390937829,0.6175710594315246,0.6796208530805687
514,EA,Uhem + COSAP,NO,NO,BOWTIE,Strelka,DELETE,0.6489208633093525,0.7975243147656941,0.7769164513350559,0.787085514834206
515,LL,Altay + COSAP,NO,NO,BOWTIE,Strelka,DELETE,0.5147164393395549,0.7555321390937829,0.6175710594315246,0.6796208530805687
516,NC,Uhem + COSAP,NO,NO,BOWTIE,Strelka,DELETE,0.672082717872969,0.8250226654578422,0.7838070628768303,0.8038869257950529
519,LL,Uhem + COSAP,YES,NO,BOWTIE,Strelka,DELETE,0.5057821059038344,0.6329017517136329,0.7157622739018088,0.67178658043654
520,EA,Uhem + COSAP,YES,NO,BOWTIE,Strelka,DELETE,0.6410432395332876,0.759349593495935,0.8044788975021533,0.781263069845253
521,LL,Altay + COSAP,YES,NO,BOWTIE,Strelka,DELETE,0.5057821059038344,0.6329017517136329,0.7157622739018088,0.67178658043654
522,NC,Uhem + COSAP,YES,NO,BOWTIE,Strelka,DELETE,0.6573426573426573,0.7775020678246485,0.8096468561584841,0.7932489451476793
525,LL,Uhem + COSAP,NO,YES,BOWTIE,Strelka,DELETE,0.5532245532245532,0.8496420047732697,0.6132644272179156,0.7123561780890446
526,EA,Uhem + COSAP,NO,YES,BOWTIE,Strelka,DELETE,0.6736370425690814,0.8351851851851851,0.7769164513350559,0.8049977688531905
527,LL,Altay + COSAP,NO,YES,BOWTIE,Strelka,DELETE,0.5532245532245532,0.8496420047732697,0.6132644272179156,0.7123561780890446
528,NC,Uhem + COSAP,NO,YES,BOWTIE,Strelka,DELETE,0.7021604938271605,0.8708133971291866,0.7838070628768303,0.8250226654578423
531,LL,Uhem + COSAP,YES,YES,BWA,SomaticSniper,DELETE,0.3345209817893903,0.38235294117647056,0.7278208440999139,0.5013349154553545
532,EA,Uhem + COSAP,YES,YES,BWA,SomaticSniper,DELETE,0.4717698154180239,0.5606451612903226,0.7484926787252368,0.6410918480265584
533,LL,Altay + COSAP,YES,YES,BWA,SomaticSniper,DELETE,0.3345209817893903,0.38235294117647056,0.7278208440999139,0.5013349154553545
534,NC,Uhem + COSAP,YES,YES,BWA,SomaticSniper,DELETE,0.5002820078962211,0.5917278185456971,0.7639965546942291,0.6669172932330827
537,LL,Uhem + COSAP,NO,NO,BWA,SomaticSniper,DELETE,0.29200819672131145,0.32608695652173914,0.7364341085271318,0.45202220459952414
538,EA,Uhem + COSAP,NO,NO,BWA,SomaticSniper,DELETE,0.48083242059145676,0.5690213869086196,0.756244616709733,0.6494082840236687
539,LL,Altay + COSAP,NO,NO,BWA,SomaticSniper,DELETE,0.29200819672131145,0.32608695652173914,0.7364341085271318,0.45202220459952414
540,NC,Uhem + COSAP,NO,NO,BWA,SomaticSniper,DELETE,0.5030881527231892,0.5910290237467019,0.7717484926787253,0.6694060515502428
543,LL,Uhem + COSAP,YES,NO,BWA,SomaticSniper,DELETE,0.28344895936570863,0.31497797356828194,0.7390180878552972,0.44169884169884166
544,EA,Uhem + COSAP,YES,NO,BWA,SomaticSniper,DELETE,0.4701810436634718,0.551875,0.7605512489233419,0.6396233248822891
545,LL,Altay + COSAP,YES,NO,BWA,SomaticSniper,DELETE,0.28344895936570863,0.31497797356828194,0.7390180878552972,0.44169884169884166
546,NC,Uhem + COSAP,YES,NO,BWA,SomaticSniper,DELETE,0.49123767798466594,0.5742637644046095,0.772609819121447,0.6588321704002938
549,LL,Uhem + COSAP,NO,YES,BWA,SomaticSniper,DELETE,0.3391059202577527,0.38909426987060997,0.7252368647717485,0.5064661654135337
550,EA,Uhem + COSAP,NO,YES,BWA,SomaticSniper,DELETE,0.48227349465391106,0.581805838424983,0.7381567614125754,0.6507213363705391
551,LL,Altay + COSAP,NO,YES,BWA,SomaticSniper,DELETE,0.3391059202577527,0.38909426987060997,0.7252368647717485,0.5064661654135337
552,NC,Uhem + COSAP,NO,YES,BWA,SomaticSniper,DELETE,0.5135916714864083,0.6098901098901099,0.7648578811369509,0.6786396637371036
555,LL,Uhem + COSAP,YES,YES,BOWTIE,SomaticSniper,DELETE,0.3669638667292351,0.4463470319634703,0.673557278208441,0.5369035358736698
556,EA,Uhem + COSAP,YES,YES,BOWTIE,SomaticSniper,DELETE,0.5214881334188582,0.671345995045417,0.7002583979328165,0.6854974704890389
557,LL,Altay + COSAP,YES,YES,BOWTIE,SomaticSniper,DELETE,0.3669638667292351,0.4463470319634703,0.673557278208441,0.5369035358736698
558,NC,Uhem + COSAP,YES,YES,BOWTIE,SomaticSniper,DELETE,0.5311704834605598,0.6701444622792937,0.719207579672696,0.6938097216452015
561,LL,Uhem + COSAP,NO,NO,BOWTIE,SomaticSniper,DELETE,0.07556270096463022,0.16666666666666666,0.12144702842377261,0.14050822122571002
562,EA,Uhem + COSAP,NO,NO,BOWTIE,SomaticSniper,DELETE,0.33171408743927827,0.6306068601583114,0.4117140396210164,0.4981761334028141
563,LL,Altay + COSAP,NO,NO,BOWTIE,SomaticSniper,DELETE,0.07556270096463022,0.16666666666666666,0.12144702842377261,0.14050822122571002
564,NC,Uhem + COSAP,NO,NO,BOWTIE,SomaticSniper,DELETE,0.33516106922549693,0.6213468869123253,0.42118863049095606,0.5020533880903492
567,LL,Uhem + COSAP,YES,NO,BOWTIE,SomaticSniper,DELETE,0.29145546705286024,0.3345802161263508,0.6933677863910422,0.45135968601065324
568,EA,Uhem + COSAP,YES,NO,BOWTIE,SomaticSniper,DELETE,0.4886693782684486,0.6002855103497502,0.7243755383290267,0.6565183450429353
569,LL,Altay + COSAP,YES,NO,BOWTIE,SomaticSniper,DELETE,0.29145546705286024,0.3345802161263508,0.6933677863910422,0.45135968601065324
570,NC,Uhem + COSAP,YES,NO,BOWTIE,SomaticSniper,DELETE,0.5041617122473246,0.6194302410518627,0.7304048234280792,0.6703557312252965
573,LL,Uhem + COSAP,NO,YES,BOWTIE,SomaticSniper,DELETE,0.08634920634920636,0.24727272727272728,0.11714039621016366,0.15897136177673876
574,EA,Uhem + COSAP,NO,YES,BOWTIE,SomaticSniper,DELETE,0.35236664162284,0.7339593114241002,0.40396210163652024,0.5211111111111112
575,LL,Altay + COSAP,NO,YES,BOWTIE,SomaticSniper,DELETE,0.08634920634920636,0.24727272727272728,0.11714039621016366,0.15897136177673876
576,NC,Uhem + COSAP,NO,YES,BOWTIE,SomaticSniper,DELETE,0.3493100944081336,0.6901004304160688,0.4142980189491817,0.5177610333692142
577,FD,Uhem + COSAP,YES,YES,BWA,Mutect,DELETE,0.6231788079470199,0.7294573643410853,0.8105081826012058,0.7678498572011424
578,FD,Uhem + COSAP,YES,YES,BOWTIE,Mutect,DELETE,0.7116903633491312,0.8956262425447317,0.7760551248923342,0.8315643747115828
579,FD,Uhem + COSAP,YES,YES,BWA,Strelka,DELETE,0.4082741328875888,0.4422815753734722,0.8415159345391904,0.5798219584569733
580,FD,Uhem + COSAP,YES,YES,BOWTIE,Strelka,DELETE,0.5924453280318092,0.7198067632850241,0.7700258397932817,0.7440699126092384
581,FD,Uhem + COSAP,YES,YES,BWA,SomaticSniper,DELETE,0.347117296222664,0.3920071845532106,0.751937984496124,0.5153482880755609
582,FD,Uhem + COSAP,YES,YES,BOWTIE,SomaticSniper,DELETE,0.38570752484619025,0.46123372948500285,0.7019810508182601,0.5566939890710384
583,FD,Uhem + COSAP,YES,YES,BWA,Mutect,MARK,0.6231788079470199,0.7294573643410853,0.8105081826012058,0.7678498572011424
584,FD,Uhem + COSAP,YES,YES,BOWTIE,Mutect,MARK,0.7116903633491312,0.8956262425447317,0.7760551248923342,0.8315643747115828
585,FD,Uhem + COSAP,YES,YES,BWA,Strelka,MARK,0.4082741328875888,0.4422815753734722,0.8415159345391904,0.5798219584569733
586,FD,Uhem + COSAP,YES,YES,BOWTIE,Strelka,MARK,0.5924453280318092,0.7198067632850241,0.7700258397932817,0.7440699126092384
587,FD,Uhem + COSAP,YES,YES,BWA,SomaticSniper,MARK,0.347117296222664,0.3920071845532106,0.751937984496124,0.5153482880755609
588,FD,Uhem + COSAP,YES,YES,BOWTIE,SomaticSniper,MARK,0.38570752484619025,0.46123372948500285,0.7019810508182601,0.5566939890710384
589,FD,Uhem + COSAP,YES,NO,BWA,Mutect,DELETE,0.5908521303258145,0.6843251088534107,0.8122308354866494,0.7428121307601416
590,FD,Uhem + COSAP,YES,NO,BOWTIE,Mutect,DELETE,0.6847662141779789,0.8462255358807083,0.7820844099913867,0.8128916741271262
591,FD,Uhem + COSAP,YES,NO,BWA,Strelka,DELETE,0.2879765395894428,0.3039306716186939,0.8458225667527993,0.44717668488160295
592,FD,Uhem + COSAP,YES,NO,BOWTIE,Strelka,DELETE,0.5329376854599407,0.6315049226441631,0.7734711455641688,0.6953155245838173
593,FD,Uhem + COSAP,YES,NO,BWA,SomaticSniper,DELETE,0.2549240292628025,0.27462867535616853,0.7803617571059431,0.40627802690582965
594,FD,Uhem + COSAP,YES,NO,BOWTIE,SomaticSniper,DELETE,0.2661668228678538,0.2946058091286307,0.7338501291989664,0.4204293116210215
595,FD,Uhem + COSAP,YES,NO,BWA,Mutect,MARK,0.5908521303258145,0.6843251088534107,0.8122308354866494,0.7428121307601416
596,FD,Uhem + COSAP,YES,NO,BOWTIE,Mutect,MARK,0.6847662141779789,0.8462255358807083,0.7820844099913867,0.8128916741271262
597,FD,Uhem + COSAP,YES,NO,BWA,Strelka,MARK,0.2879765395894428,0.3039306716186939,0.8458225667527993,0.44717668488160295
598,FD,Uhem + COSAP,YES,NO,BOWTIE,Strelka,MARK,0.5329376854599407,0.6315049226441631,0.7734711455641688,0.6953155245838173
599,FD,Uhem + COSAP,YES,NO,BWA,SomaticSniper,MARK,0.2549240292628025,0.27462867535616853,0.7803617571059431,0.40627802690582965
600,FD,Uhem + COSAP,YES,NO,BOWTIE,SomaticSniper,MARK,0.2661668228678538,0.2946058091286307,0.7338501291989664,0.4204293116210215
601,FD,Uhem + COSAP,NO,YES,BWA,Mutect,DELETE,0.5818406423718344,0.6728571428571428,0.8113695090439277,0.735650136665365
602,FD,Uhem + COSAP,NO,YES,BOWTIE,Mutect,DELETE,0.6130653266331658,0.7863720073664825,0.73557278208441,0.7601246105919003
603,FD,Uhem + COSAP,NO,YES,BWA,Strelka,DELETE,0.41293322062552834,0.4477543538038497,0.8415159345391904,0.5845049356865092
604,FD,Uhem + COSAP,NO,YES,BOWTIE,Strelka,DELETE,0.5916149068322981,0.8571428571428571,0.6563307493540051,0.7434146341463415
605,FD,Uhem + COSAP,NO,YES,BWA,SomaticSniper,DELETE,0.35384615384615387,0.40036646816307836,0.7527993109388458,0.5227272727272727
606,FD,Uhem + COSAP,NO,YES,BOWTIE,SomaticSniper,DELETE,0.04697072838665759,0.1830238726790451,0.059431524547803614,0.08972691807542262
607,FD,Uhem + COSAP,NO,YES,BWA,Mutect,MARK,0.5818406423718344,0.6728571428571428,0.8113695090439277,0.735650136665365
608,FD,Uhem + COSAP,NO,YES,BOWTIE,Mutect,MARK,0.6130653266331658,0.7863720073664825,0.73557278208441,0.7601246105919003
609,FD,Uhem + COSAP,NO,YES,BWA,Strelka,MARK,0.41293322062552834,0.4477543538038497,0.8415159345391904,0.5845049356865092
610,FD,Uhem + COSAP,NO,YES,BOWTIE,Strelka,MARK,0.5916149068322981,0.8571428571428571,0.6563307493540051,0.7434146341463415
611,FD,Uhem + COSAP,NO,YES,BWA,SomaticSniper,MARK,0.35384615384615387,0.40036646816307836,0.7527993109388458,0.5227272727272727
612,FD,Uhem + COSAP,NO,YES,BOWTIE,SomaticSniper,MARK,0.04697072838665759,0.1830238726790451,0.059431524547803614,0.08972691807542262
613,FD,Uhem + COSAP,NO,NO,BWA,Mutect,DELETE,0.5485183033120279,0.6276595744680851,0.8130921619293713,0.7084427767354596
614,FD,Uhem + COSAP,NO,NO,BOWTIE,Mutect,DELETE,0.5204326923076923,0.6325785244704164,0.7459086993970715,0.6845849802371542
615,FD,Uhem + COSAP,NO,NO,BWA,Strelka,DELETE,0.28513474355259344,0.30054978619425776,0.8475452196382429,0.44374295377677553
616,FD,Uhem + COSAP,NO,NO,BOWTIE,Strelka,DELETE,0.5340277777777778,0.7337786259541985,0.6623600344530577,0.6962426437301947
617,FD,Uhem + COSAP,NO,NO,BWA,SomaticSniper,DELETE,0.2673590504451039,0.2897106109324759,0.7760551248923342,0.4219152423320066
618,FD,Uhem + COSAP,NO,NO,BOWTIE,SomaticSniper,DELETE,0.04055496264674493,0.09632446134347275,0.06546080964685616,0.07794871794871795
619,FD,Uhem + COSAP,NO,NO,BWA,Mutect,MARK,0.5485183033120279,0.6276595744680851,0.8130921619293713,0.7084427767354596
620,FD,Uhem + COSAP,NO,NO,BOWTIE,Mutect,MARK,0.5204326923076923,0.6325785244704164,0.7459086993970715,0.6845849802371542
621,FD,Uhem + COSAP,NO,NO,BWA,Strelka,MARK,0.28513474355259344,0.30054978619425776,0.8475452196382429,0.44374295377677553
622,FD,Uhem + COSAP,NO,NO,BOWTIE,Strelka,MARK,0.5340277777777778,0.7337786259541985,0.6623600344530577,0.6962426437301947
623,FD,Uhem + COSAP,NO,NO,BWA,SomaticSniper,MARK,0.2673590504451039,0.2897106109324759,0.7760551248923342,0.4219152423320066
624,FD,Uhem + COSAP,NO,NO,BOWTIE,SomaticSniper,MARK,0.04055496264674493,0.09632446134347275,0.06546080964685616,0.07794871794871795
625,FD,Altay + COSAP,YES,YES,BWA,Mutect,DELETE,0.6231788079470199,0.7294573643410853,0.8105081826012058,0.7678498572011424
626,FD,Altay + COSAP,YES,YES,BOWTIE,Mutect,DELETE,0.7116903633491312,0.8956262425447317,0.7760551248923342,0.8315643747115828
627,FD,Altay + COSAP,YES,YES,BWA,Strelka,DELETE,0.4082741328875888,0.4422815753734722,0.8415159345391904,0.5798219584569733
628,FD,Altay + COSAP,YES,YES,BOWTIE,Strelka,DELETE,0.5924453280318092,0.7198067632850241,0.7700258397932817,0.7440699126092384
629,FD,Altay + COSAP,YES,YES,BWA,SomaticSniper,DELETE,0.347117296222664,0.3920071845532106,0.751937984496124,0.5153482880755609
630,FD,Altay + COSAP,YES,YES,BOWTIE,SomaticSniper,DELETE,0.38570752484619025,0.46123372948500285,0.7019810508182601,0.5566939890710384
631,FD,Altay + COSAP,YES,YES,BWA,Mutect,MARK,0.6231788079470199,0.7294573643410853,0.8105081826012058,0.7678498572011424
632,FD,Altay + COSAP,YES,YES,BOWTIE,Mutect,MARK,0.7116903633491312,0.8956262425447317,0.7760551248923342,0.8315643747115828
633,FD,Altay + COSAP,YES,YES,BWA,Strelka,MARK,0.4082741328875888,0.4422815753734722,0.8415159345391904,0.5798219584569733
634,FD,Altay + COSAP,YES,YES,BOWTIE,Strelka,MARK,0.5924453280318092,0.7198067632850241,0.7700258397932817,0.7440699126092384
635,FD,Altay + COSAP,YES,YES,BWA,SomaticSniper,MARK,0.347117296222664,0.3920071845532106,0.751937984496124,0.5153482880755609
636,FD,Altay + COSAP,YES,YES,BOWTIE,SomaticSniper,MARK,0.38570752484619025,0.46123372948500285,0.7019810508182601,0.5566939890710384
637,FD,Altay + COSAP,YES,NO,BWA,Mutect,DELETE,0.5908521303258145,0.6843251088534107,0.8122308354866494,0.7428121307601416
638,FD,Altay + COSAP,YES,NO,BOWTIE,Mutect,DELETE,0.6847662141779789,0.8462255358807083,0.7820844099913867,0.8128916741271262
639,FD,Altay + COSAP,YES,NO,BWA,Strelka,DELETE,0.2879765395894428,0.3039306716186939,0.8458225667527993,0.44717668488160295
640,FD,Altay + COSAP,YES,NO,BOWTIE,Strelka,DELETE,0.5329376854599407,0.6315049226441631,0.7734711455641688,0.6953155245838173
641,FD,Altay + COSAP,YES,NO,BWA,SomaticSniper,DELETE,0.2549240292628025,0.27462867535616853,0.7803617571059431,0.40627802690582965
642,FD,Altay + COSAP,YES,NO,BOWTIE,SomaticSniper,DELETE,0.2661668228678538,0.2946058091286307,0.7338501291989664,0.4204293116210215
643,FD,Altay + COSAP,YES,NO,BWA,Mutect,MARK,0.5908521303258145,0.6843251088534107,0.8122308354866494,0.7428121307601416
644,FD,Altay + COSAP,YES,NO,BOWTIE,Mutect,MARK,0.6847662141779789,0.8462255358807083,0.7820844099913867,0.8128916741271262
645,FD,Altay + COSAP,YES,NO,BWA,Strelka,MARK,0.2879765395894428,0.3039306716186939,0.8458225667527993,0.44717668488160295
646,FD,Altay + COSAP,YES,NO,BOWTIE,Strelka,MARK,0.5329376854599407,0.6315049226441631,0.7734711455641688,0.6953155245838173
647,FD,Altay + COSAP,YES,NO,BWA,SomaticSniper,MARK,0.2549240292628025,0.27462867535616853,0.7803617571059431,0.40627802690582965
648,FD,Altay + COSAP,YES,NO,BOWTIE,SomaticSniper,MARK,0.2661668228678538,0.2946058091286307,0.7338501291989664,0.4204293116210215
649,FD,Altay + COSAP,NO,YES,BWA,Mutect,DELETE,0.5818406423718344,0.6728571428571428,0.8113695090439277,0.735650136665365
650,FD,Altay + COSAP,NO,YES,BOWTIE,Mutect,DELETE,0.6130653266331658,0.7863720073664825,0.73557278208441,0.7601246105919003
651,FD,Altay + COSAP,NO,YES,BWA,Strelka,DELETE,0.41293322062552834,0.4477543538038497,0.8415159345391904,0.5845049356865092
652,FD,Altay + COSAP,NO,YES,BOWTIE,Strelka,DELETE,0.5916149068322981,0.8571428571428571,0.6563307493540051,0.7434146341463415
653,FD,Altay + COSAP,NO,YES,BWA,SomaticSniper,DELETE,0.35384615384615387,0.40036646816307836,0.7527993109388458,0.5227272727272727
654,FD,Altay + COSAP,NO,YES,BOWTIE,SomaticSniper,DELETE,0.04697072838665759,0.1830238726790451,0.059431524547803614,0.08972691807542262
655,FD,Altay + COSAP,NO,YES,BWA,Mutect,MARK,0.5818406423718344,0.6728571428571428,0.8113695090439277,0.735650136665365
656,FD,Altay + COSAP,NO,YES,BOWTIE,Mutect,MARK,0.6130653266331658,0.7863720073664825,0.73557278208441,0.7601246105919003
657,FD,Altay + COSAP,NO,YES,BWA,Strelka,MARK,0.41293322062552834,0.4477543538038497,0.8415159345391904,0.5845049356865092
658,FD,Altay + COSAP,NO,YES,BOWTIE,Strelka,MARK,0.5916149068322981,0.8571428571428571,0.6563307493540051,0.7434146341463415
659,FD,Altay + COSAP,NO,YES,BWA,SomaticSniper,MARK,0.35384615384615387,0.40036646816307836,0.7527993109388458,0.5227272727272727
660,FD,Altay + COSAP,NO,YES,BOWTIE,SomaticSniper,MARK,0.04697072838665759,0.1830238726790451,0.059431524547803614,0.08972691807542262
661,FD,Altay + COSAP,NO,NO,BWA,Mutect,DELETE,0.5485183033120279,0.6276595744680851,0.8130921619293713,0.7084427767354596
662,FD,Altay + COSAP,NO,NO,BOWTIE,Mutect,DELETE,0.5204326923076923,0.6325785244704164,0.7459086993970715,0.6845849802371542
663,FD,Altay + COSAP,NO,NO,BWA,Strelka,DELETE,0.28513474355259344,0.30054978619425776,0.8475452196382429,0.44374295377677553
664,FD,Altay + COSAP,NO,NO,BOWTIE,Strelka,DELETE,0.5340277777777778,0.7337786259541985,0.6623600344530577,0.6962426437301947
665,FD,Altay + COSAP,NO,NO,BWA,SomaticSniper,DELETE,0.2673590504451039,0.2897106109324759,0.7760551248923342,0.4219152423320066
666,FD,Altay + COSAP,NO,NO,BOWTIE,SomaticSniper,DELETE,0.04055496264674493,0.09632446134347275,0.06546080964685616,0.07794871794871795
667,FD,Altay + COSAP,NO,NO,BWA,Mutect,MARK,0.5485183033120279,0.6276595744680851,0.8130921619293713,0.7084427767354596
668,FD,Altay + COSAP,NO,NO,BOWTIE,Mutect,MARK,0.5204326923076923,0.6325785244704164,0.7459086993970715,0.6845849802371542
669,FD,Altay + COSAP,NO,NO,BWA,Strelka,MARK,0.28513474355259344,0.30054978619425776,0.8475452196382429,0.44374295377677553
670,FD,Altay + COSAP,NO,NO,BOWTIE,Strelka,MARK,0.5340277777777778,0.7337786259541985,0.6623600344530577,0.6962426437301947
671,FD,Altay + COSAP,NO,NO,BWA,SomaticSniper,MARK,0.2673590504451039,0.2897106109324759,0.7760551248923342,0.4219152423320066
672,FD,Altay + COSAP,NO,NO,BOWTIE,SomaticSniper,MARK,0.04055496264674493,0.09632446134347275,0.06546080964685616,0.07794871794871795
721,NC,Altay + COSAP,YES,YES,BWA,Mutect,DELETE,0.7813953488372093,0.8865435356200527,0.8682170542635659,0.8772845953002611
722,NC,Altay + COSAP,YES,YES,BOWTIE,Mutect,DELETE,0.7870296236989591,0.9178338001867413,0.8466838931955211,0.8808243727598567
723,NC,Altay + COSAP,YES,YES,BWA,Strelka,DELETE,0.5301327885597549,0.5656675749318801,0.8940568475452196,0.6929238985313753
724,NC,Altay + COSAP,YES,YES,BOWTIE,Strelka,DELETE,0.6690442225392297,0.7955894826123834,0.8079242032730405,0.8017094017094016
725,NC,Altay + COSAP,YES,YES,BWA,SomaticSniper,DELETE,0.5002820078962211,0.5917278185456971,0.7639965546942291,0.6669172932330827
726,NC,Altay + COSAP,YES,YES,BOWTIE,SomaticSniper,DELETE,0.5311704834605598,0.6701444622792937,0.719207579672696,0.6938097216452015
727,NC,Altay + COSAP,YES,YES,BWA,Mutect,MARK,0.7813953488372093,0.8865435356200527,0.8682170542635659,0.8772845953002611
728,NC,Altay + COSAP,YES,YES,BOWTIE,Mutect,MARK,0.7870296236989591,0.9178338001867413,0.8466838931955211,0.8808243727598567
729,NC,Altay + COSAP,YES,YES,BWA,Strelka,MARK,0.5301327885597549,0.5656675749318801,0.8940568475452196,0.6929238985313753
730,NC,Altay + COSAP,YES,YES,BOWTIE,Strelka,MARK,0.6690442225392297,0.7955894826123834,0.8079242032730405,0.8017094017094016
731,NC,Altay + COSAP,YES,YES,BWA,SomaticSniper,MARK,0.5002820078962211,0.5917278185456971,0.7639965546942291,0.6669172932330827
732,NC,Altay + COSAP,YES,YES,BOWTIE,SomaticSniper,MARK,0.5311704834605598,0.6701444622792937,0.719207579672696,0.6938097216452015
733,NC,Altay + COSAP,YES,NO,BWA,Mutect,DELETE,0.7857142857142857,0.8884986830553117,0.8716623600344531,0.88
734,NC,Altay + COSAP,YES,NO,BOWTIE,Mutect,DELETE,0.781225139220366,0.9109461966604824,0.8458225667527993,0.8771773112996875
735,NC,Altay + COSAP,YES,NO,BWA,Strelka,DELETE,0.48177203507152744,0.5092682926829268,0.8992248062015504,0.650264715042043
736,NC,Altay + COSAP,YES,NO,BOWTIE,Strelka,DELETE,0.6573426573426573,0.7775020678246485,0.8096468561584841,0.7932489451476793
737,NC,Altay + COSAP,YES,NO,BWA,SomaticSniper,DELETE,0.49123767798466594,0.5742637644046095,0.772609819121447,0.6588321704002938
738,NC,Altay + COSAP,YES,NO,BOWTIE,SomaticSniper,DELETE,0.5041617122473246,0.6194302410518627,0.7304048234280792,0.6703557312252965
739,NC,Altay + COSAP,YES,NO,BWA,Mutect,MARK,0.7857142857142857,0.8884986830553117,0.8716623600344531,0.88
740,NC,Altay + COSAP,YES,NO,BOWTIE,Mutect,MARK,0.781225139220366,0.9109461966604824,0.8458225667527993,0.8771773112996875
741,NC,Altay + COSAP,YES,NO,BWA,Strelka,MARK,0.48177203507152744,0.5092682926829268,0.8992248062015504,0.650264715042043
742,NC,Altay + COSAP,YES,NO,BOWTIE,Strelka,MARK,0.6573426573426573,0.7775020678246485,0.8096468561584841,0.7932489451476793
743,NC,Altay + COSAP,YES,NO,BWA,SomaticSniper,MARK,0.49123767798466594,0.5742637644046095,0.772609819121447,0.6588321704002938
744,NC,Altay + COSAP,YES,NO,BOWTIE,SomaticSniper,MARK,0.5041617122473246,0.6194302410518627,0.7304048234280792,0.6703557312252965
745,NC,Altay + COSAP,NO,YES,BWA,Mutect,DELETE,0.7822706065318819,0.8894783377541998,0.8664944013781223,0.8778359511343804
746,NC,Altay + COSAP,NO,YES,BOWTIE,Mutect,DELETE,0.7637362637362637,0.8959484346224678,0.8380706287683032,0.8660436137071651
747,NC,Altay + COSAP,NO,YES,BWA,Strelka,DELETE,0.5504782146652497,0.5896414342629482,0.892334194659776,0.7100753941055518
748,NC,Altay + COSAP,NO,YES,BOWTIE,Strelka,DELETE,0.7021604938271605,0.8708133971291866,0.7838070628768303,0.8250226654578423
749,NC,Altay + COSAP,NO,YES,BWA,SomaticSniper,DELETE,0.5135916714864083,0.6098901098901099,0.7648578811369509,0.6786396637371036
750,NC,Altay + COSAP,NO,YES,BOWTIE,SomaticSniper,DELETE,0.3493100944081336,0.6901004304160688,0.4142980189491817,0.5177610333692142
751,NC,Altay + COSAP,NO,YES,BWA,Mutect,MARK,0.7822706065318819,0.8894783377541998,0.8664944013781223,0.8778359511343804
752,NC,Altay + COSAP,NO,YES,BOWTIE,Mutect,MARK,0.7637362637362637,0.8959484346224678,0.8380706287683032,0.8660436137071651
753,NC,Altay + COSAP,NO,YES,BWA,Strelka,MARK,0.5504782146652497,0.5896414342629482,0.892334194659776,0.7100753941055518
754,NC,Altay + COSAP,NO,YES,BOWTIE,Strelka,MARK,0.7021604938271605,0.8708133971291866,0.7838070628768303,0.8250226654578423
755,NC,Altay + COSAP,NO,YES,BWA,SomaticSniper,MARK,0.5135916714864083,0.6098901098901099,0.7648578811369509,0.6786396637371036
756,NC,Altay + COSAP,NO,YES,BOWTIE,SomaticSniper,MARK,0.3493100944081336,0.6901004304160688,0.4142980189491817,0.5177610333692142
757,NC,Altay + COSAP,NO,NO,BWA,Mutect,DELETE,0.7835531419705197,0.8875219683655536,0.8699397071490095,0.8786428882122662
758,NC,Altay + COSAP,NO,NO,BOWTIE,Mutect,DELETE,0.764937106918239,0.8976014760147601,0.8380706287683032,0.8668151447661471
759,NC,Altay + COSAP,NO,NO,BWA,Strelka,DELETE,0.49430740037950666,0.5238813474107592,0.8975021533161068,0.6615873015873016
760,NC,Altay + COSAP,NO,NO,BOWTIE,Strelka,DELETE,0.672082717872969,0.8250226654578422,0.7838070628768303,0.8038869257950529
761,NC,Altay + COSAP,NO,NO,BWA,SomaticSniper,DELETE,0.5030881527231892,0.5910290237467019,0.7717484926787253,0.6694060515502428
762,NC,Altay + COSAP,NO,NO,BOWTIE,SomaticSniper,DELETE,0.33516106922549693,0.6213468869123253,0.42118863049095606,0.5020533880903492
763,NC,Altay + COSAP,NO,NO,BWA,Mutect,MARK,0.7835531419705197,0.8875219683655536,0.8699397071490095,0.8786428882122662
764,NC,Altay + COSAP,NO,NO,BOWTIE,Mutect,MARK,0.764937106918239,0.8976014760147601,0.8380706287683032,0.8668151447661471
765,NC,Altay + COSAP,NO,NO,BWA,Strelka,MARK,0.49430740037950666,0.5238813474107592,0.8975021533161068,0.6615873015873016
766,NC,Altay + COSAP,NO,NO,BOWTIE,Strelka,MARK,0.672082717872969,0.8250226654578422,0.7838070628768303,0.8038869257950529
