run,Sample,Environment,isTrimmed,baseRecalibration,Mapper,VariantCaller,Duplicates,Inter/Union,Precision,Recall,f1_score
767,NC,Altay + COSAP,NO,NO,BWA,SomaticSniper,MARK,0.5030881527231892,0.5910290237467019,0.7717484926787253,0.6694060515502428
768,NC,Altay + COSAP,NO,NO,BOWTIE,SomaticSniper,MARK,0.33516106922549693,0.6213468869123253,0.42118863049095606,0.5020533880903492
769,IL,Uhem + COSAP,YES,YES,BWA,Mutect,MARK,0.8415124698310539,0.9273049645390071,0.9009474590869939,0.9139362166885103
770,IL,Uhem + COSAP,NO,NO,BWA,Mutect,MARK,0.8215139442231075,0.9164444444444444,0.8880275624461671,0.9020122484689413
771,IL,Uhem + COSAP,YES,NO,BWA,Mutect,MARK,0.8215139442231075,0.9164444444444444,0.8880275624461671,0.9020122484689413
772,IL,Uhem + COSAP,NO,YES,BWA,Mutect,MARK,0.8417670682730923,0.9257950530035336,0.9026701119724375,0.9140863497601396
773,IL,Uhem + COSAP,YES,YES,BOWTIE,Mutect,MARK,0.8520066889632107,0.9667931688804554,0.8776916451335056,0.9200902934537246
774,IL,Uhem + COSAP,NO,NO,BOWTIE,Mutect,MARK,0.8320864505403158,0.959731543624161,0.8621877691645133,0.9083484573502723
775,IL,Uhem + COSAP,YES,NO,BOWTIE,Mutect,MARK,0.8341625207296849,0.9571836346336822,0.8664944013781223,0.9095840867992767
776,IL,Uhem + COSAP,NO,YES,BOWTIE,Mutect,MARK,0.8549747048903878,0.9759384023099134,0.8733850129198967,0.9218181818181818
777,IL,Uhem + COSAP,YES,YES,BWA,Strelka,MARK,0.5982192543127435,0.6282875511396844,0.9259259259259259,0.7486072423398329
778,IL,Uhem + COSAP,NO,NO,BWA,Strelka,MARK,0.41038272072754833,0.4228816868410777,0.9328165374677002,0.5819451907576572
779,IL,Uhem + COSAP,YES,NO,BWA,Strelka,MARK,0.40477968633308437,0.41676278354479046,0.9336778639104221,0.5762892078681553
780,IL,Uhem + COSAP,NO,YES,BWA,Strelka,MARK,0.6292397660818714,0.6621538461538462,0.9267872523686477,0.7724335965541996
781,IL,Uhem + COSAP,YES,YES,BOWTIE,Strelka,MARK,0.705232129697863,0.8300086730268864,0.8242894056847545,0.8271391529818496
782,IL,Uhem + COSAP,NO,NO,BOWTIE,Strelka,MARK,0.6803218727139722,0.8186619718309859,0.8010335917312662,0.8097518502394427
783,IL,Uhem + COSAP,YES,NO,BOWTIE,Strelka,MARK,0.6869192280200143,0.8015012510425354,0.8277347114556417,0.8144067796610169
784,IL,Uhem + COSAP,NO,YES,BOWTIE,Strelka,MARK,0.7063310450038138,0.8605947955390335,0.797588285960379,0.8278945015645954
785,IL,Uhem + COSAP,YES,YES,BWA,SomaticSniper,MARK,0.4985754985754986,0.595643294758339,0.7536606373815676,0.6653992395437263
786,IL,Uhem + COSAP,NO,NO,BWA,SomaticSniper,MARK,0.47007223942208465,0.5396919431279621,0.7846683893195521,0.6395226395226395
787,IL,Uhem + COSAP,YES,NO,BWA,SomaticSniper,MARK,0.47730829420970267,0.547576301615799,0.7881136950904393,0.646186440677966
788,IL,Uhem + COSAP,NO,YES,BWA,SomaticSniper,MARK,0.5025996533795494,0.6041666666666666,0.7493540051679587,0.6689734717416379
789,IL,Uhem + COSAP,YES,YES,BOWTIE,SomaticSniper,MARK,0.5678321678321678,0.7511563367252544,0.6993970714900948,0.7243532560214094
790,IL,Uhem + COSAP,NO,NO,BOWTIE,SomaticSniper,MARK,0.39663629992992294,0.6802884615384616,0.48751076658053405,0.5679879578524837
791,IL,Uhem + COSAP,YES,NO,BOWTIE,SomaticSniper,MARK,0.5242130750605327,0.6381724392041267,0.7459086993970715,0.687847498014297
792,IL,Uhem + COSAP,NO,YES,BOWTIE,SomaticSniper,MARK,0.40641711229946526,0.7823529411764706,0.4582256675279931,0.5779467680608366
793,IL,Uhem + COSAP,YES,YES,BWA,Mutect,DELETE,0.8415124698310539,0.9273049645390071,0.9009474590869939,0.9139362166885103
794,IL,Uhem + COSAP,NO,NO,BWA,Mutect,DELETE,0.8215139442231075,0.9164444444444444,0.8880275624461671,0.9020122484689413
795,IL,Uhem + COSAP,YES,NO,BWA,Mutect,DELETE,0.8215139442231075,0.9164444444444444,0.8880275624461671,0.9020122484689413
796,IL,Uhem + COSAP,NO,YES,BWA,Mutect,DELETE,0.8417670682730923,0.9257950530035336,0.9026701119724375,0.9140863497601396
797,IL,Uhem + COSAP,YES,YES,BOWTIE,Mutect,DELETE,0.8520066889632107,0.9667931688804554,0.8776916451335056,0.9200902934537246
798,IL,Uhem + COSAP,NO,NO,BOWTIE,Mutect,DELETE,0.8320864505403158,0.959731543624161,0.8621877691645133,0.9083484573502723
799,IL,Uhem + COSAP,YES,NO,BOWTIE,Mutect,DELETE,0.8341625207296849,0.9571836346336822,0.8664944013781223,0.9095840867992767
800,IL,Uhem + COSAP,NO,YES,BOWTIE,Mutect,DELETE,0.8549747048903878,0.9759384023099134,0.8733850129198967,0.9218181818181818
801,IL,Uhem + COSAP,YES,YES,BWA,Strelka,DELETE,0.5982192543127435,0.6282875511396844,0.9259259259259259,0.7486072423398329
802,IL,Uhem + COSAP,NO,NO,BWA,Strelka,DELETE,0.41038272072754833,0.4228816868410777,0.9328165374677002,0.5819451907576572
803,IL,Uhem + COSAP,YES,NO,BWA,Strelka,DELETE,0.40477968633308437,0.41676278354479046,0.9336778639104221,0.5762892078681553
804,IL,Uhem + COSAP,NO,YES,BWA,Strelka,DELETE,0.6292397660818714,0.6621538461538462,0.9267872523686477,0.7724335965541996
805,IL,Uhem + COSAP,YES,YES,BOWTIE,Strelka,DELETE,0.705232129697863,0.8300086730268864,0.8242894056847545,0.8271391529818496
806,IL,Uhem + COSAP,NO,NO,BOWTIE,Strelka,DELETE,0.6803218727139722,0.8186619718309859,0.8010335917312662,0.8097518502394427
807,IL,Uhem + COSAP,YES,NO,BOWTIE,Strelka,DELETE,0.6869192280200143,0.8015012510425354,0.8277347114556417,0.8144067796610169
808,IL,Uhem + COSAP,NO,YES,BOWTIE,Strelka,DELETE,0.7063310450038138,0.8605947955390335,0.797588285960379,0.8278945015645954
809,IL,Uhem + COSAP,YES,YES,BWA,SomaticSniper,DELETE,0.4985754985754986,0.595643294758339,0.7536606373815676,0.6653992395437263
810,IL,Uhem + COSAP,NO,NO,BWA,SomaticSniper,DELETE,0.47007223942208465,0.5396919431279621,0.7846683893195521,0.6395226395226395
811,IL,Uhem + COSAP,YES,NO,BWA,SomaticSniper,DELETE,0.47730829420970267,0.547576301615799,0.7881136950904393,0.646186440677966
812,IL,Uhem + COSAP,NO,YES,BWA,SomaticSniper,DELETE,0.5025996533795494,0.6041666666666666,0.7493540051679587,0.6689734717416379
813,IL,Uhem + COSAP,YES,YES,BOWTIE,SomaticSniper,DELETE,0.5678321678321678,0.7511563367252544,0.6993970714900948,0.7243532560214094
814,IL,Uhem + COSAP,NO,NO,BOWTIE,SomaticSniper,DELETE,0.39663629992992294,0.6802884615384616,0.48751076658053405,0.5679879578524837
815,IL,Uhem + COSAP,YES,NO,BOWTIE,SomaticSniper,DELETE,0.5242130750605327,0.6381724392041267,0.7459086993970715,0.687847498014297
816,IL,Uhem + COSAP,NO,YES,BOWTIE,SomaticSniper,DELETE,0.40641711229946526,0.7823529411764706,0.4582256675279931,0.5779467680608366
817,IL,Altay + COSAP,YES,YES,BWA,Mutect,MARK,0.8415124698310539,0.9273049645390071,0.9009474590869939,0.9139362166885103
818,IL,Altay + COSAP,NO,NO,BWA,Mutect,MARK,0.8215139442231075,0.9164444444444444,0.8880275624461671,0.9020122484689413
819,IL,Altay + COSAP,YES,NO,BWA,Mutect,MARK,0.8215139442231075,0.9164444444444444,0.8880275624461671,0.9020122484689413
820,IL,Altay + COSAP,NO,YES,BWA,Mutect,MARK,0.8417670682730923,0.9257950530035336,0.9026701119724375,0.9140863497601396
821,IL,Altay + COSAP,YES,YES,BOWTIE,Mutect,MARK,0.8520066889632107,0.9667931688804554,0.8776916451335056,0.9200902934537246
822,IL,Altay + COSAP,NO,NO,BOWTIE,Mutect,MARK,0.8320864505403158,0.959731543624161,0.8621877691645133,0.9083484573502723
823,IL,Altay + COSAP,YES,NO,BOWTIE,Mutect,MARK,0.8341625207296849,0.9571836346336822,0.8664944013781223,0.9095840867992767
824,IL,Altay + COSAP,NO,YES,BOWTIE,Mutect,MARK,0.8549747048903878,0.9759384023099134,0.8733850129198967,0.9218181818181818
825,IL,Altay + COSAP,YES,YES,BWA,Strelka,MARK,0.5982192543127435,0.6282875511396844,0.9259259259259259,0.7486072423398329
826,IL,Altay + COSAP,NO,NO,BWA,Strelka,MARK,0.41038272072754833,0.4228816868410777,0.9328165374677002,0.5819451907576572
827,IL,Altay + COSAP,YES,NO,BWA,Strelka,MARK,0.40477968633308437,0.41676278354479046,0.9336778639104221,0.5762892078681553
828,IL,Altay + COSAP,NO,YES,BWA,Strelka,MARK,0.6292397660818714,0.6621538461538462,0.9267872523686477,0.7724335965541996
829,IL,Altay + COSAP,YES,YES,BOWTIE,Strelka,MARK,0.705232129697863,0.8300086730268864,0.8242894056847545,0.8271391529818496
830,IL,Altay + COSAP,NO,NO,BOWTIE,Strelka,MARK,0.6803218727139722,0.8186619718309859,0.8010335917312662,0.8097518502394427
831,IL,Altay + COSAP,YES,NO,BOWTIE,Strelka,MARK,0.6869192280200143,0.8015012510425354,0.8277347114556417,0.8144067796610169
832,IL,Altay + COSAP,NO,YES,BOWTIE,Strelka,MARK,0.7063310450038138,0.8605947955390335,0.797588285960379,0.8278945015645954
833,IL,Altay + COSAP,YES,YES,BWA,SomaticSniper,MARK,0.49885974914481185,0.5960490463215259,0.7536606373815676,0.6656523392925067
834,IL,Altay + COSAP,NO,NO,BWA,SomaticSniper,MARK,0.47007223942208465,0.5396919431279621,0.7846683893195521,0.6395226395226395
835,IL,Altay + COSAP,YES,NO,BWA,SomaticSniper,MARK,0.47730829420970267,0.547576301615799,0.7881136950904393,0.646186440677966
836,IL,Altay + COSAP,NO,YES,BWA,SomaticSniper,MARK,0.5025996533795494,0.6041666666666666,0.7493540051679587,0.6689734717416379
837,IL,Altay + COSAP,YES,YES,BOWTIE,SomaticSniper,MARK,0.5678321678321678,0.7511563367252544,0.6993970714900948,0.7243532560214094
838,IL,Altay + COSAP,NO,NO,BOWTIE,SomaticSniper,MARK,0.39663629992992294,0.6802884615384616,0.48751076658053405,0.5679879578524837
839,IL,Altay + COSAP,YES,NO,BOWTIE,SomaticSniper,MARK,0.5242130750605327,0.6381724392041267,0.7459086993970715,0.687847498014297
840,IL,Altay + COSAP,NO,YES,BOWTIE,SomaticSniper,MARK,0.40641711229946526,0.7823529411764706,0.4582256675279931,0.5779467680608366
841,IL,Altay + COSAP,YES,YES,BWA,Mutect,DELETE,0.8415124698310539,0.9273049645390071,0.9009474590869939,0.9139362166885103
842,IL,Altay + COSAP,NO,NO,BWA,Mutect,DELETE,0.8215139442231075,0.9164444444444444,0.8880275624461671,0.9020122484689413
843,IL,Altay + COSAP,YES,NO,BWA,Mutect,DELETE,0.8215139442231075,0.9164444444444444,0.8880275624461671,0.9020122484689413
844,IL,Altay + COSAP,NO,YES,BWA,Mutect,DELETE,0.8417670682730923,0.9257950530035336,0.9026701119724375,0.9140863497601396
845,IL,Altay + COSAP,YES,YES,BOWTIE,Mutect,DELETE,0.8520066889632107,0.9667931688804554,0.8776916451335056,0.9200902934537246
846,IL,Altay + COSAP,NO,NO,BOWTIE,Mutect,DELETE,0.8320864505403158,0.959731543624161,0.8621877691645133,0.9083484573502723
847,IL,Altay + COSAP,YES,NO,BOWTIE,Mutect,DELETE,0.8341625207296849,0.9571836346336822,0.8664944013781223,0.9095840867992767
848,IL,Altay + COSAP,NO,YES,BOWTIE,Mutect,DELETE,0.8549747048903878,0.9759384023099134,0.8733850129198967,0.9218181818181818
849,IL,Altay + COSAP,YES,YES,BWA,Strelka,DELETE,0.5982192543127435,0.6282875511396844,0.9259259259259259,0.7486072423398329
850,IL,Altay + COSAP,NO,NO,BWA,Strelka,DELETE,0.41038272072754833,0.4228816868410777,0.9328165374677002,0.5819451907576572
851,IL,Altay + COSAP,YES,NO,BWA,Strelka,DELETE,0.40477968633308437,0.41676278354479046,0.9336778639104221,0.5762892078681553
852,IL,Altay + COSAP,NO,YES,BWA,Strelka,DELETE,0.6292397660818714,0.6621538461538462,0.9267872523686477,0.7724335965541996
853,IL,Altay + COSAP,YES,YES,BOWTIE,Strelka,DELETE,0.705232129697863,0.8300086730268864,0.8242894056847545,0.8271391529818496
854,IL,Altay + COSAP,NO,NO,BOWTIE,Strelka,DELETE,0.6803218727139722,0.8186619718309859,0.8010335917312662,0.8097518502394427
855,IL,Altay + COSAP,YES,NO,BOWTIE,Strelka,DELETE,0.6869192280200143,0.8015012510425354,0.8277347114556417,0.8144067796610169
856,IL,Altay + COSAP,NO,YES,BOWTIE,Strelka,DELETE,0.7063310450038138,0.8605947955390335,0.797588285960379,0.8278945015645954
857,IL,Altay + COSAP,YES,YES,BWA,SomaticSniper,DELETE,0.4985754985754986,0.595643294758339,0.7536606373815676,0.6653992395437263
858,IL,Altay + COSAP,NO,NO,BWA,SomaticSniper,DELETE,0.47007223942208465,0.5396919431279621,0.7846683893195521,0.6395226395226395
859,IL,Altay + COSAP,YES,NO,BWA,SomaticSniper,DELETE,0.47730829420970267,0.547576301615799,0.7881136950904393,0.646186440677966
860,IL,Altay + COSAP,NO,YES,BWA,SomaticSniper,DELETE,0.5025996533795494,0.6041666666666666,0.7493540051679587,0.6689734717416379
861,IL,Altay + COSAP,YES,YES,BOWTIE,SomaticSniper,DELETE,0.5678321678321678,0.7511563367252544,0.6993970714900948,0.7243532560214094
862,IL,Altay + COSAP,NO,NO,BOWTIE,SomaticSniper,DELETE,0.39663629992992294,0.6802884615384616,0.48751076658053405,0.5679879578524837
863,IL,Altay + COSAP,YES,NO,BOWTIE,SomaticSniper,DELETE,0.5242130750605327,0.6381724392041267,0.7459086993970715,0.687847498014297
864,IL,Altay + COSAP,NO,YES,BOWTIE,SomaticSniper,DELETE,0.40641711229946526,0.7823529411764706,0.4582256675279931,0.5779467680608366
