TestCase,Region,Inter/Union,Precision,Recall,f1_score
739,GRCh38_alldifficultregions.bed,0.7200938232994527,0.8864292589027911,0.7932816537467701,0.8372727272727272
740,GRCh38_alldifficultregions.bed,0.7155448717948718,0.9112244897959184,0.7691645133505599,0.8341896310135452
741,GRCh38_alldifficultregions.bed,0.45506692160611856,0.5055762081784386,0.8199827734711456,0.6254927726675427
742,GRCh38_alldifficultregions.bed,0.6061884669479606,0.767586821015138,0.7424633936261843,0.754816112084063
743,GRCh38_alldifficultregions.bed,0.45509977827050996,0.5607923497267759,0.7071490094745909,0.6255238095238095
744,GRCh38_alldifficultregions.bed,0.4667472793228537,0.6102766798418973,0.664944013781223,0.6364385820280297
745,GRCh38_alldifficultregions.bed,0.72,0.8895348837209303,0.7906976744186046,0.8372093023255814
746,GRCh38_alldifficultregions.bed,0.7006319115323855,0.8941532258064516,0.7639965546942291,0.823966558290757
747,GRCh38_alldifficultregions.bed,0.5177887246852764,0.586848635235732,0.8148148148148148,0.6822935448972233
748,GRCh38_alldifficultregions.bed,0.6447876447876448,0.8617131062951496,0.719207579672696,0.7840375586854461
749,GRCh38_alldifficultregions.bed,0.475189725627554,0.595900439238653,0.7011197243755384,0.6442421844083894
750,GRCh38_alldifficultregions.bed,0.3216374269005848,0.6800618238021638,0.3789836347975883,0.48672566371681414
751,GRCh38_alldifficultregions.bed,0.72,0.8895348837209303,0.7906976744186046,0.8372093023255814
752,GRCh38_alldifficultregions.bed,0.7006319115323855,0.8941532258064516,0.7639965546942291,0.823966558290757
753,GRCh38_alldifficultregions.bed,0.5177887246852764,0.586848635235732,0.8148148148148148,0.6822935448972233
754,GRCh38_alldifficultregions.bed,0.6447876447876448,0.8617131062951496,0.719207579672696,0.7840375586854461
755,GRCh38_alldifficultregions.bed,0.475189725627554,0.595900439238653,0.7011197243755384,0.6442421844083894
756,GRCh38_alldifficultregions.bed,0.3216374269005848,0.6800618238021638,0.3789836347975883,0.48672566371681414
757,GRCh38_alldifficultregions.bed,0.7193119624706802,0.8863198458574181,0.7924203273040482,0.8367439745338789
758,GRCh38_alldifficultregions.bed,0.7017405063291139,0.895959595959596,0.7639965546942291,0.8247326824732681
759,GRCh38_alldifficultregions.bed,0.46637211585665195,0.52026286966046,0.818260120585702,0.6360897221292267
760,GRCh38_alldifficultregions.bed,0.6203566121842496,0.8186274509803921,0.719207579672696,0.7657038055937643
761,GRCh38_alldifficultregions.bed,0.46538024971623154,0.5770584095707249,0.7062876830318691,0.635166537567777
762,GRCh38_alldifficultregions.bed,0.30886426592797783,0.6117969821673526,0.384151593453919,0.47195767195767196
763,GRCh38_alldifficultregions.bed,0.7193119624706802,0.8863198458574181,0.7924203273040482,0.8367439745338789
764,GRCh38_alldifficultregions.bed,0.7017405063291139,0.895959595959596,0.7639965546942291,0.8247326824732681
765,GRCh38_alldifficultregions.bed,0.46637211585665195,0.52026286966046,0.818260120585702,0.6360897221292267
766,GRCh38_alldifficultregions.bed,0.6203566121842496,0.8186274509803921,0.719207579672696,0.7657038055937643
767,GRCh38_alldifficultregions.bed,0.46538024971623154,0.5770584095707249,0.7062876830318691,0.635166537567777
768,GRCh38_alldifficultregions.bed,0.30886426592797783,0.6117969821673526,0.384151593453919,0.47195767195767196
769,GRCh38_alldifficultregions.bed,0.7699757869249395,0.9244186046511628,0.8217054263565892,0.8700410396716827
770,GRCh38_alldifficultregions.bed,0.752,0.9135082604470359,0.8096468561584841,0.8584474885844748
771,GRCh38_alldifficultregions.bed,0.7513988808952837,0.912621359223301,0.8096468561584841,0.8580556823368325
772,GRCh38_alldifficultregions.bed,0.7697262479871175,0.9218900675024108,0.8234280792420328,0.8698817106460419
773,GRCh38_alldifficultregions.bed,0.7757322175732217,0.9646201873048907,0.7984496124031008,0.8737040527803959
774,GRCh38_alldifficultregions.bed,0.7575,0.9588607594936709,0.7829457364341085,0.8620199146514936
775,GRCh38_alldifficultregions.bed,0.7614297589359933,0.9561586638830898,0.788975021533161,0.8645587541293062
776,GRCh38_alldifficultregions.bed,0.7789029535864979,0.9746568109820486,0.7950043066322137,0.8757115749525618
777,GRCh38_alldifficultregions.bed,0.557703240477544,0.6212792906903103,0.8449612403100775,0.7160583941605839
778,GRCh38_alldifficultregions.bed,0.38965653375444137,0.41839762611275966,0.8501291989664083,0.5607954545454545
779,GRCh38_alldifficultregions.bed,0.38449552006232957,0.4124529878813205,0.8501291989664083,0.5554305008441194
780,GRCh38_alldifficultregions.bed,0.5848719475878499,0.6546666666666666,0.8458225667527993,0.7380683953400976
781,GRCh38_alldifficultregions.bed,0.6479289940828402,0.8209934395501406,0.7545219638242894,0.786355475763016
782,GRCh38_alldifficultregions.bed,0.6245407788390889,0.8095238095238095,0.7321274763135228,0.7688828584350973
783,GRCh38_alldifficultregions.bed,0.6302943287867911,0.790990990990991,0.756244616709733,0.7732276530162923
784,GRCh38_alldifficultregions.bed,0.6477794793261868,0.8536831483350151,0.7286821705426356,0.7862453531598512
785,GRCh38_alldifficultregions.bed,0.46065479609419874,0.5803183791606368,0.6907838070628768,0.6307510813999214
786,GRCh38_alldifficultregions.bed,0.4337851929092805,0.5235997482693517,0.7166236003445305,0.6050909090909091
787,GRCh38_alldifficultregions.bed,0.440231700895208,0.531130876747141,0.7200689061154177,0.6113345521023765
788,GRCh38_alldifficultregions.bed,0.46418171228887595,0.5890613451589062,0.6864771748492678,0.634049323786794
789,GRCh38_alldifficultregions.bed,0.5236081747709654,0.7422577422577422,0.6399655469422911,0.6873265494912117
790,GRCh38_alldifficultregions.bed,0.36838390966831336,0.6709511568123393,0.4496124031007752,0.5384218669417226
791,GRCh38_alldifficultregions.bed,0.4840686274509804,0.626486915146709,0.6804478897502153,0.6523534269199008
792,GRCh38_alldifficultregions.bed,0.3766333589546503,0.7777777777777778,0.42204995693367786,0.5471803461753211
793,GRCh38_alldifficultregions.bed,0.7699757869249395,0.9244186046511628,0.8217054263565892,0.8700410396716827
794,GRCh38_alldifficultregions.bed,0.752,0.9135082604470359,0.8096468561584841,0.8584474885844748
795,GRCh38_alldifficultregions.bed,0.7513988808952837,0.912621359223301,0.8096468561584841,0.8580556823368325
