TestCaseNo,phase,Sample,operatingSystem,Environment,isTrimmed,baseRecalibration,Mapper,M_Version,VariantCaller,VC_Version,ReferenceGenom,Duplicates,VariantFilter,FilterPass,SOMATICfilter,remove_indels,TMB,FileLink,Result VCF Count,Author,Slurm_id,Node,ElapsedTime
TestCase 623,done,FD,Linux,Uhem + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,MARK,,,,,38.508003325110366,https://drive.google.com/drive/folders/1VNyRvJLa5WTU0jMQKHXotgpMlwubFUNG?usp=share_link,3110,GUL EDA,664588.0,s027,00:44:25
TestCase 624,done,FD,Linux,Uhem + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,9.769393769618032,https://drive.google.com/drive/folders/1gLX5cC_JjbllFcMxAmZ2sUhV8hBMa2Im?usp=share_link,789,GUL EDA,664585.0,s019,01:02:32
TestCase 625,done,FD,Linux,Altay + COSAP,YES,YES,BWA,,Mutect,,hg38,DELETE,,,,,15.972773083405906,https://drive.google.com/drive/folders/1KauaXiizEigeV8p7LCGaetRR0i6Oiin8?usp=share_link,1290,GUL EDA,30434.0,a068,04:13:45
TestCase 626,done,FD,Linux,Altay + COSAP,YES,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,12.456286606128948,https://drive.google.com/drive/folders/1dKFdcQfvQyJYcwOAWdbMtax18l3X7-h7?usp=share_link,1006,GUL EDA,30437.0,a058,03:59:38
TestCase 627,done,FD,Linux,Altay + COSAP,YES,YES,BWA,,Strelka,,hg38,DELETE,,,,,27.351826156002826,https://drive.google.com/drive/folders/13o8n_x3eeR92nORII0QYeV4k5DxO3Jva?usp=share_link,2209,GUL EDA,30435.0,a051,01:44:14
TestCase 628,done,FD,Linux,Altay + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,15.378437340767546,https://drive.google.com/drive/folders/1WefUpt54aQc-CWAT5gUq48whO41ucmKg?usp=share_link,1242,GUL EDA,30438.0,a036,01:53:47
TestCase 629,done,FD,Linux,Altay + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,27.57470205949221,https://drive.google.com/drive/folders/1C3yUt2IgM2hxDJXxu053bt3jrwaLcDpq?usp=share_link,2227,GUL EDA,30436.0,a057,01:50:21
TestCase 630,done,FD,Linux,Altay + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,21.878984525874603,https://drive.google.com/drive/folders/1MrZemJoK0yJkzEJKPtTf3y7W_iOr0S7T?usp=share_link,1767,GUL EDA,30439.0,a041,02:04:26
TestCase 631,done,FD,Linux,Altay + COSAP,YES,YES,BWA,,Mutect,,hg38,MARK,,,,,15.972773083405906,https://drive.google.com/drive/folders/1xzVlLTNMPWe3ZxnVTOhK7UbsOCBlH48p?usp=share_link,1290,GUL EDA,29757.0,a077,04:01:43
TestCase 632,done,FD,Linux,Altay + COSAP,YES,YES,BOWTIE,,Mutect,,hg38,MARK,,,,,12.456286606128948,https://drive.google.com/drive/folders/1BxWGWSITUNsCFk1Mr32TTC6KLZv2EBYu?usp=share_link,1006,GUL EDA,29760.0,a059,03:51:23
TestCase 633,done,FD,Linux,Altay + COSAP,YES,YES,BWA,,Strelka,,hg38,MARK,,,,,27.351826156002826,https://drive.google.com/drive/folders/1SSTLrOpPUSjVrkTsIVydNL3pSHjJusm0?usp=share_link,2209,GUL EDA,31609.0,a065,01:35:49
TestCase 634,done,FD,Linux,Altay + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,MARK,,,,,15.378437340767546,https://drive.google.com/drive/folders/1U7DwTC_aKdPVnN6E-fcYLtRXnIidqqNB?usp=share_link,1242,GUL EDA,29759.0,a058,01:51:22
TestCase 635,done,FD,Linux,Altay + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,MARK,,,,,27.57470205949221,https://drive.google.com/drive/folders/1kghcWF9-5MO9rsJ6pi5UOVFWF88klLwX?usp=share_link,2227,GUL EDA,29755.0,a064,01:44:48
TestCase 636,done,FD,Linux,Altay + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,21.878984525874603,https://drive.google.com/drive/folders/1cGzOMafUO-1YWHbnlVTQHLOyGySYwVYg?usp=share_link,1767,GUL EDA,29758.0,a078,01:58:47
TestCase 637,done,FD,Linux,Altay + COSAP,YES,NO,BWA,,Mutect,,hg38,DELETE,,,,,17.06238861157623,https://drive.google.com/drive/folders/1iOfvLh5MhmXzHpLXnalKqs0m-miAe1YE?usp=share_link,1378,GUL EDA,30434.0,a068,03:53:51
TestCase 638,done,FD,Linux,Altay + COSAP,YES,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,13.285880246894992,https://drive.google.com/drive/folders/1X1yFsXY_EVFnYgROeYScIh9Man5V2YId?usp=share_link,1073,GUL EDA,30437.0,a058,03:42:20
TestCase 639,done,FD,Linux,Altay + COSAP,YES,NO,BWA,,Strelka,,hg38,DELETE,,,,,40.00622467634457,https://drive.google.com/drive/folders/1165R8yNLUCMflnr4T8Ws5nqkrSyC4dLJ?usp=share_link,3231,GUL EDA,30435.0,a051,00:49:44
TestCase 640,done,FD,Linux,Altay + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,17.607196375661395,https://drive.google.com/drive/folders/1JT6dF6x045EiZXBSQiAk5ZXrBLddo3Fr?usp=share_link,1422,GUL EDA,30438.0,a036,01:00:35
TestCase 641,done,FD,Linux,Altay + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,40.8482003117489,https://drive.google.com/drive/folders/1ILQR67uqCvDwaEFN22Cw2AMweOCHZSmX?usp=share_link,3299,GUL EDA,30436.0,a057,00:55:41
TestCase 642,done,FD,Linux,Altay + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,35.80872849396115,https://drive.google.com/drive/folders/1YcTT_QBgRMRJZ9N2XIWb7Sg8KW1tZAwm?usp=share_link,2892,GUL EDA,30439.0,a041,01:09:04
TestCase 643,done,FD,Linux,Altay + COSAP,YES,NO,BWA,,Mutect,,hg38,MARK,,,,,17.06238861157623,https://drive.google.com/drive/folders/1EbOX9b6sJsS-MzeK9-X3nlR6Mybt9E7l?usp=share_link,1378,GUL EDA,29757.0,a077,04:05:41
TestCase 644,done,FD,Linux,Altay + COSAP,YES,NO,BOWTIE,,Mutect,,hg38,MARK,,,,,13.285880246894992,https://drive.google.com/drive/folders/16vowUCUBXlUlSNB7fv_00wMzbTFt1Cd5?usp=share_link,1073,GUL EDA,29760.0,a059,03:37:10
TestCase 645,done,FD,Linux,Altay + COSAP,YES,NO,BWA,,Strelka,,hg38,MARK,,,,,40.00622467634457,https://drive.google.com/drive/folders/1IfzrLMldyKhPAd735MANdQPvQrZiCwGB?usp=share_link,3231,GUL EDA,29756.0,a066,00:50:18
TestCase 646,done,FD,Linux,Altay + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,MARK,,,,,17.607196375661395,https://drive.google.com/drive/folders/1chsL6nd2O6syVxQy6w00qUyAIB_EKl1R?usp=share_link,1422,GUL EDA,29759.0,a058,00:59:39
TestCase 647,done,FD,Linux,Altay + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,MARK,,,,,40.8482003117489,https://drive.google.com/drive/folders/11ipLWn3umSlKQnrOooSRh-63dZuYLGUB?usp=share_link,3299,GUL EDA,29755.0,a064,00:54:54
TestCase 648,done,FD,Linux,Altay + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,35.80872849396115,https://drive.google.com/drive/folders/1eWN_JgoSi0zWuzdKsNtvANsPSnSOSSLL?usp=share_link,2892,GUL EDA,29758.0,a078,01:08:47
TestCase 649,done,FD,Linux,Altay + COSAP,NO,YES,BWA,,Mutect,,hg38,DELETE,,,,,17.334792493618814,https://drive.google.com/drive/folders/1U4Nte3bHt_RbcrumE4sg_CXPkMS3rtFS?usp=share_link,1400,GUL EDA,30434.0,a068,05:30:49
TestCase 650,done,FD,Linux,Altay + COSAP,NO,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,13.446846177192882,https://drive.google.com/drive/folders/1xrLCee8g0iBgYg86Q8zDr8r_BE_3_7pL?usp=share_link,1086,GUL EDA,30437.0,a058,05:09:53
TestCase 651,done,FD,Linux,Altay + COSAP,NO,YES,BWA,,Strelka,,hg38,DELETE,,,,,27.01751230076875,https://drive.google.com/drive/folders/1A16kWHL7tMmYtdav8taVTeU1RMu-RnkG?usp=share_link,2182,GUL EDA,30435.0,a051,01:39:48
TestCase 652,done,FD,Linux,Altay + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,11.007593233447947,https://drive.google.com/drive/folders/19l-0jzd-3oM4U6SDc2Tk5Cnu8oDixX0G?usp=sharing,889,GUL EDA,30438.0,a036,01:46:08
TestCase 653,done,FD,Linux,Altay + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,27.02989429540705,https://drive.google.com/drive/folders/13uW0a7tpGqD33eseJ6LOD2xjLkcygsrl?usp=share_link,2183,GUL EDA,30436.0,a057,01:49:27
TestCase 654,done,FD,Linux,Altay + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,4.6680119786387815,https://drive.google.com/drive/folders/1pFhPqs4bCLJInnlaSGZBPG-joC6rXfL3?usp=share_link,377,GUL EDA,30439.0,a041,01:57:55
TestCase 655,done,FD,Linux,Altay + COSAP,NO,YES,BWA,,Mutect,,hg38,MARK,,,,,17.334792493618814,https://drive.google.com/drive/folders/1Vpt2s5zmsFYCP6eRLnhajVfch26AVn4o?usp=share_link,1400,GUL EDA,29757.0,a077,05:10:29
TestCase 656,done,FD,Linux,Altay + COSAP,NO,YES,BOWTIE,,Mutect,,hg38,MARK,,,,,13.446846177192882,https://drive.google.com/drive/folders/1f-7hYHq1dD6ZIdwkusq251BwL9YuN9Bb?usp=share_link,1086,GUL EDA,29760.0,a059,04:56:28
TestCase 657,done,FD,Linux,Altay + COSAP,NO,YES,BWA,,Strelka,,hg38,MARK,,,,,27.01751230076875,https://drive.google.com/drive/folders/1-0IOtlsEhPVBSLkV9cTovobKckriEeTC?usp=share_link,2182,GUL EDA,29756.0,a066,01:31:51
TestCase 658,done,FD,Linux,Altay + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,MARK,,,,,11.007593233447947,https://drive.google.com/drive/folders/1vpHTODYsb2juFC0YY5P7rnmoC3MRbd6i?usp=share_link,889,GUL EDA,29759.0,a058,01:38:51
TestCase 659,done,FD,Linux,Altay + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,MARK,,,,,27.02989429540705,https://drive.google.com/drive/folders/1zDU2gkEVk4h7sinWmfOHK_z4tv7nvNUj?usp=share_link,2183,GUL EDA,29755.0,a064,01:40:12
TestCase 660,done,FD,Linux,Altay + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,4.6680119786387815,https://drive.google.com/drive/folders/1859yaWNQllo84HsqpRlTZhvoo0bRedv9?usp=share_link,377,GUL EDA,29758.0,a078,01:50:28
TestCase 661,done,FD,Linux,Altay + COSAP,NO,NO,BWA,,Mutect,,hg38,DELETE,,,,,18.622519936001925,https://drive.google.com/drive/folders/1yHlXOQfSJRaMpQg8kSxBAuY-Wsf6IMta?usp=share_link,1504,GUL EDA,30434.0,a068,05:28:18
TestCase 662,done,FD,Linux,Altay + COSAP,NO,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,16.950950659831538,https://drive.google.com/drive/folders/11iMFrvt3UF2MB9dWqyJID-lA6fWiUaz_?usp=share_link,1369,GUL EDA,30437.0,a058,05:54:00
TestCase 663,done,FD,Linux,Altay + COSAP,NO,NO,BWA,,Strelka,,hg38,DELETE,,,,,40.53865044579143,https://drive.google.com/drive/folders/19CLXisDuibAoDumE_mmANwB8IwKCiTtE?usp=share_link,3274,GUL EDA,30435.0,a051,00:43:38
TestCase 664,done,FD,Linux,Altay + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,12.976330380937512,https://drive.google.com/drive/folders/1Uy_MTZ8YKVGw3Bc2Y_9eANEBqeOle0yv?usp=share_link,1048,GUL EDA,30438.0,a036,00:52:40
TestCase 665,done,FD,Linux,Altay + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,38.508003325110366,https://drive.google.com/drive/folders/1bp6e_Vt9DVS5KiSe6DW4AP2_uh5Xi-fF?usp=share_link,3110,GUL EDA,30436.0,a057,00:52:26
TestCase 666,done,FD,Linux,Altay + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,9.769393769618032,https://drive.google.com/drive/folders/1bS-xNG9p6apRC_hYTNhnAjz-VwQDHGey?usp=share_link,789,GUL EDA,30439.0,a041,01:02:29
TestCase 667,done,FD,Linux,Altay + COSAP,NO,NO,BWA,,Mutect,,hg38,MARK,,,,,18.622519936001925,https://drive.google.com/drive/folders/1Pda12OqpyNEekaPODVgNE8ik7CG0Tfnd?usp=share_link,1504,GUL EDA,29757.0,a077,05:35:14
TestCase 668,done,FD,Linux,Altay + COSAP,NO,NO,BOWTIE,,Mutect,,hg38,MARK,,,,,16.950950659831538,https://drive.google.com/drive/folders/1m6e5NQSt-Jh02tok8EhEC9uvUW58iwVw?usp=share_link,1369,GUL EDA,29760.0,a059,05:51:49
TestCase 669,done,FD,Linux,Altay + COSAP,NO,NO,BWA,,Strelka,,hg38,MARK,,,,,40.53865044579143,https://drive.google.com/drive/folders/1gwg1mOoSjRQBlqPvXCjHU6K3VBRFpAbw?usp=share_link,3274,GUL EDA,29756.0,a066,00:43:14
TestCase 670,done,FD,Linux,Altay + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,MARK,,,,,12.976330380937512,https://drive.google.com/drive/folders/1lxEa5kLSzIkkyuIxsMHO0Gw1ZSY7ox2T?usp=share_link,1048,GUL EDA,29759.0,a058,00:52:28
TestCase 671,done,FD,Linux,Altay + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,MARK,,,,,38.508003325110366,https://drive.google.com/drive/folders/18mCHhy83kinpDaZFsCi7xMbAlYVaVJUW?usp=share_link,3110,GUL EDA,29755.0,a064,00:51:14
TestCase 672,done,FD,Linux,Altay + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,9.769393769618032,https://drive.google.com/drive/folders/1lXHiNhh3LgHbhT4GINop_b5audVgDjNz?usp=share_link,789,GUL EDA,29758.0,a078,01:00:45
TestCase 721,done,NC,,Altay + COSAP,YES,YES,BWA,,Mutect,,hg38,DELETE,,,,,14.078327903746136,https://drive.google.com/drive/folders/14egaf5qGpCRAWaGEcCeEyreg61PyYxPE?usp=share_link,1137,GUL EDA,31650.0,a086,07:11:00
TestCase 722,done,NC,,Altay + COSAP,YES,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,13.261116257618394,https://drive.google.com/drive/folders/1uFJkjBfUZrSeE8BW2QoOXGZl34BIVCW9?usp=share_link,1071,GUL EDA,31653.0,a060,06:51:03
TestCase 723,done,NC,,Altay + COSAP,YES,YES,BWA,,Strelka,,hg38,DELETE,,,,,22.720960161278946,https://drive.google.com/drive/folders/13bDh3Afye_B0llZbMvBWGS_C8Rlb8yib?usp=share_link,1835,GUL EDA,31651.0,a087,02:32:33
TestCase 724,done,NC,,Altay + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,14.598371678554704,https://drive.google.com/drive/folders/1lzhLkzZSd3YoIPpjWXJjPDr-6K95v_Tj?usp=share_link,1179,GUL EDA,31654.0,a053,02:44:57
TestCase 725,done,NC,,Altay + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,18.56060996281043,https://drive.google.com/drive/folders/1rL4n0qqzCk6QEi_-7ZHPAtimHGI31PX_?usp=share_link,1499,GUL EDA,31652.0,a059,02:45:43
TestCase 726,done,NC,,Altay + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,15.427965319320743,https://drive.google.com/drive/folders/1stYh7rWdtQ9QkCkSozMe1wZj6_hyWL17?usp=share_link,1246,GUL EDA,31655.0,a054,03:03:32
TestCase 727,done,NC,,Altay + COSAP,YES,YES,BWA,,Mutect,,hg38,MARK,,,,,14.078327903746136,https://drive.google.com/drive/folders/1AjSV2H8XNavs4J_XtamW5CM2X-eZtqC6?usp=share_link,1137,GUL EDA,39297.0,a068,07:17:00
TestCase 728,done,NC,,Altay + COSAP,YES,YES,BOWTIE,,Mutect,,hg38,MARK,,,,,13.261116257618394,https://drive.google.com/drive/folders/1PKFJQK-Z-2Oyk8yLWAIzmbhduW3IrYQj?usp=share_link,1071,GUL EDA,29302.0,a061,06:39:42
TestCase 729,done,NC,,Altay + COSAP,YES,YES,BWA,,Strelka,,hg38,MARK,,,,,22.720960161278946,https://drive.google.com/drive/folders/1nDztRNBiaST4vbkKaF6MeK2HfHL3T4J2?usp=share_link,1835,GUL EDA,29299.0,a075,2:29:03
TestCase 730,done,NC,,Altay + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,MARK,,,,,14.598371678554704,https://drive.google.com/drive/folders/1lNVw21OUKcp9C5cSYRPbiZ8dPeOHtcg2?usp=share_link,1179,GUL EDA,29300.0,a063,02:51:06
TestCase 731,done,NC,,Altay + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,MARK,,,,,18.56060996281043,https://drive.google.com/drive/folders/1Hz4DgwzaB5Ubxl2WThcQ9FfjD4wnvc58?usp=share_link,1499,GUL EDA,29298.0,a071,02:46:53
TestCase 732,done,NC,,Altay + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,15.427965319320743,https://drive.google.com/drive/folders/1ZxDLP01tV3owyoOYwblP5Mh47elYEjnv?usp=share_link,1246,GUL EDA,29301.0,a060,03:06:45
TestCase 733,done,NC,,Altay + COSAP,YES,NO,BWA,,Mutect,,hg38,DELETE,,,,,14.103091893022736,https://drive.google.com/drive/folders/1RUn99WjlujVoPpl8viQ1sj9bAteUL274?usp=share_link,1139,GUL EDA,31650.0,a086,06:09:46
TestCase 734,done,NC,,Altay + COSAP,YES,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,13.34779022008649,https://drive.google.com/drive/folders/1y3RHOClAJ3TYLNICMNaOdYA0U7Ycu2oO?usp=share_link,1078,GUL EDA,31653.0,a060,05:45:18
TestCase 735,done,NC,,Altay + COSAP,YES,NO,BWA,,Strelka,,hg38,DELETE,,,,,25.383089008513263,https://drive.google.com/drive/folders/1V6k_mV0ssL7bcJTcrpU_89AKDGIzZg7m?usp=share_link,2050,GUL EDA,31651.0,a087,01:19:43
TestCase 736,done,NC,,Altay + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,14.969831517703676,https://drive.google.com/drive/folders/1epeOdjdUkeZijASKYIZrJFZkZT5UjX5s?usp=share_link,1209,GUL EDA,31654.0,a053,01:25:48
TestCase 737,done,NC,,Altay + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,19.34067562502328,https://drive.google.com/drive/folders/1IgvOAYbxL3UZrr3s-7gjF1WWsu60z74v?usp=share_link,1562,GUL EDA,31652.0,a059,01:26:04
TestCase 738,done,NC,,Altay + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,16.950950659831538,https://drive.google.com/drive/folders/1UlVPX0lv4QXRiUkv20jg_KodTcMiLnuz?usp=share_link,1369,GUL EDA,31655.0,a054,01:42:53
TestCase 739,done,NC,,Altay + COSAP,YES,NO,BWA,,Mutect,,hg38,MARK,,,,,14.103091893022736,https://drive.google.com/drive/folders/1njZuojLN_-MdXQ_v-7yhGY-2mQV7Jbti?usp=share_link,1139,GUL EDA,39297.0,a068,06:09:31
TestCase 740,done,NC,,Altay + COSAP,YES,NO,BOWTIE,,Mutect,,hg38,MARK,,,,,13.34779022008649,https://drive.google.com/drive/folders/1meOYjbU0sYLyAOMVnxoD_1TUbWH_fJAu?usp=share_link,1078,GUL EDA,29302.0,a061,05:40:05
TestCase 741,done,NC,,Altay + COSAP,YES,NO,BWA,,Strelka,,hg38,MARK,,,,,25.383089008513263,https://drive.google.com/drive/folders/1Y3-Xg1ghhdiEe4ekANwPl2bBEm_Bya7X?usp=share_link,2050,GUL EDA,29299.0,a075,01:11:56
TestCase 742,done,NC,,Altay + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,MARK,,,,,14.969831517703676,https://drive.google.com/drive/folders/1QlHXOCg41jvfv4FQcVDxUp6hYueDqDjH?usp=share_link,1209,GUL EDA,29300.0,a063,01:27:17
TestCase 743,done,NC,,Altay + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,MARK,,,,,19.34067562502328,https://drive.google.com/drive/folders/1z8frnO6sjAmXDwE84eTUOQhv1lh32Sg0?usp=share_link,1562,GUL EDA,29298.0,a071,01:24:38
TestCase 744,done,NC,,Altay + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,16.950950659831538,https://drive.google.com/drive/folders/1_AB-5G0Ti-J027vZlzmF1RZNIZ5uO6Wu?usp=share_link,1369,GUL EDA,29301.0,a060,01:42:03
TestCase 745,done,NC,,Altay + COSAP,NO,YES,BWA,,Mutect,,hg38,DELETE,,,,,14.004035935916344,https://drive.google.com/drive/folders/1vnUvO7vhLqfvFKLko6PNIWPDa245Pbc1?usp=share_link,1131,GUL EDA,31650.0,a086,08:39:23
TestCase 746,done,NC,,Altay + COSAP,NO,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,13.446846177192882,https://drive.google.com/drive/folders/1uMC__bzKApzlzY6C02BhrZ6mKdc2ZgSV?usp=share_link,1086,GUL EDA,31653.0,a060,09:10:56
TestCase 747,done,NC,,Altay + COSAP,NO,YES,BWA,,Strelka,,hg38,DELETE,,,,,21.755164579491616,https://drive.google.com/drive/folders/136F5kCEBM2KoZYpn1rdsGIGpMqNkFf9d?usp=share_link,1757,GUL EDA,31651.0,a087,02:20:41
TestCase 748,done,NC,,Altay + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,12.939184397022615,https://drive.google.com/drive/folders/1PShCEzEZpubyWs4hqg13fKd3uyOchpaF?usp=share_link,1045,GUL EDA,31654.0,a053,02:41:08
TestCase 749,done,NC,,Altay + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,18.028184193363572,https://drive.google.com/drive/folders/1QyXcWJ7MK6MHPSGj0Xx2xWyUiikHkSgW?usp=share_link,1456,GUL EDA,31652.0,a059,02:39:37
TestCase 750,done,NC,,Altay + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,8.63025026289451,https://drive.google.com/drive/folders/1uQSoaab-5tz2hjcqn5QFxZCLHAdAlx2T?usp=share_link,697,GUL EDA,31655.0,a054,02:58:37
TestCase 751,done,NC,,Altay + COSAP,NO,YES,BWA,,Mutect,,hg38,MARK,,,,,14.004035935916344,https://drive.google.com/drive/folders/17SOwOs0cMP3Nbq83S-u3Vl7SAKMYMKNx?usp=share_link,1131,GUL EDA,39297.0,a068,08:36:11
TestCase 752,done,NC,,Altay + COSAP,NO,YES,BOWTIE,,Mutect,,hg38,MARK,,,,,13.446846177192882,https://drive.google.com/drive/folders/1rgiZmN_LttlFvsKva7Okmk0Wnn4MJbjc?usp=share_link,1086,GUL EDA,29302.0,a061,09:13:28
TestCase 753,done,NC,,Altay + COSAP,NO,YES,BWA,,Strelka,,hg38,MARK,,,,,21.755164579491616,https://drive.google.com/drive/folders/1ubRsTT5qK-fNtPh5cLw2zpLl4yu2OS4B?usp=share_link,1757,GUL EDA,29299.0,a075,02:22:46
TestCase 754,done,NC,,Altay + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,MARK,,,,,12.939184397022615,https://drive.google.com/drive/folders/1coTVhvhjWPFGBZ1uP8iTKscsSX5svS7L?usp=share_link,1045,GUL EDA,29300.0,a063,02:38:08
TestCase 755,done,NC,,Altay + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,MARK,,,,,18.028184193363572,https://drive.google.com/drive/folders/1-opVKtAOmW2Pu7-JPcdLQDZxCdvAiBd5?usp=share_link,1456,GUL EDA,29298.0,a071,02:40:21
TestCase 756,done,NC,,Altay + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,8.63025026289451,https://drive.google.com/drive/folders/1d2nEkJW2j_4rqxnLAS3jirwJ2gNWpi0i?usp=share_link,697,GUL EDA,29301.0,a060,03:00:33
TestCase 757,done,NC,,Altay + COSAP,NO,NO,BWA,,Mutect,,hg38,DELETE,,,,,14.090709898384436,https://drive.google.com/drive/folders/1qjg8p98swbEXaCNm9txOFo1YGG-J8aF_?usp=share_link,1138,GUL EDA,31650.0,a086,07:54:05
TestCase 758,done,NC,,Altay + COSAP,NO,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,13.42208218791628,https://drive.google.com/drive/folders/1b6JmSGYpQN1BXV_N6ehdloq5B3iV3E74?usp=share_link,1084,GUL EDA,31653.0,a060,10:09:45
TestCase 759,done,NC,,Altay + COSAP,NO,NO,BWA,,Strelka,,hg38,DELETE,,,,,24.62778733557701,https://drive.google.com/drive/folders/1VNgkP03wv1S7aeG0zQJolwBo5p8NjfxC?usp=share_link,1989,GUL EDA,31651.0,a087,00:59:28
TestCase 760,done,NC,,Altay + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,13.657340086043966,https://drive.google.com/drive/folders/1qUywg7NyWEpVYe1ilc5IL09YJ_wH3o-P?usp=share_link,1103,GUL EDA,31654.0,a053,01:17:29
TestCase 761,done,NC,,Altay + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,18.77110387166152,https://drive.google.com/drive/folders/1-qvOoIk30klC02whALz87cOFpD5SQ9E5?usp=share_link,1516,GUL EDA,31652.0,a059,01:15:04
TestCase 762,done,NC,,Altay + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,9.744629780341434,https://drive.google.com/drive/folders/1hbcKFCOUcaXdFs9prU7RKWbxOtfFpfB4?usp=share_link,787,GUL EDA,31655.0,a054,01:32:44
TestCase 763,done,NC,,Altay + COSAP,NO,NO,BWA,,Mutect,,hg38,MARK,,,,,14.090709898384436,https://drive.google.com/drive/folders/1Gmvt5Q6WbTubx_ilWBoV7f_DVvUG_rug?usp=share_link,1138,GUL EDA,39297.0,a068,07:56:19
TestCase 764,done,NC,,Altay + COSAP,NO,NO,BOWTIE,,Mutect,,hg38,MARK,,,,,13.42208218791628,https://drive.google.com/drive/folders/1i0AvOeNxnAAtVDwI4nGIX40UyjLfLq8s?usp=share_link,1084,GUL EDA,29302.0,a061,10:25:30
TestCase 765,done,NC,,Altay + COSAP,NO,NO,BWA,,Strelka,,hg38,MARK,,,,,24.62778733557701,https://drive.google.com/drive/folders/1dkirWfW6Pn63JEIhWBczXdgv8qyU7wTO?usp=share_link,1989,GUL EDA,29299.0,a075,00:59:51
TestCase 766,done,NC,,Altay + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,MARK,,,,,13.657340086043966,https://drive.google.com/drive/folders/1JvJ-ALQbeEMJttiC6WqKTPLXsrx03NBM?usp=share_link,1103,GUL EDA,29300.0,a063,01:20:07
TestCase 767,done,NC,,Altay + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,MARK,,,,,18.77110387166152,https://drive.google.com/drive/folders/19KQoIqoLDtEhYZgk1pLaaoyo9FNYRIkA?usp=share_link,1516,GUL EDA,29298.0,a071,01:16:12
